CATEGORIES,DD_PAGE_TITLE,DEFINITION,DEF_PAGE_TITLE,HYPERNYM,IS_DEFINITION,PLAIN_TEXT_DEFINITION,TERM
"['Definitions/Congruence (Number Theory)', 'Definitions/Residue Classes']",Definition:Residue,"Let $m in mathbb Z_{ne 0}$ be a non-zero integer.

Let $a, b in mathbb Z$.

Let $a equiv b pmod m$.


Then $b$ is a residue of $a$ modulo $m$.

Residue is another word for remainder, and is any integer congruent to $a$ modulo $m$.
Let $m in mathbb Z_{ne 0}$ be a non-zero integer.

Let $a, b in mathbb Z$.

Let $a equiv b pmod m$.


Then $b$ is a residue of $a$ modulo $m$.

Residue is another word for remainder, and is any integer congruent to $a$ modulo $m$.
",Definition:Congruence (Number Theory)/Residue,,FALSE,"Let m ∈ℤ_ 0 be a non-zero integer.

Let a, b ∈ℤ.

Let a ≡ b  m.


Then b is a residue of a modulo m.

Residue is another word for remainder, and is any integer congruent to a modulo m.
Let m ∈ℤ_ 0 be a non-zero integer.

Let a, b ∈ℤ.

Let a ≡ b  m.


Then b is a residue of a modulo m.

Residue is another word for remainder, and is any integer congruent to a modulo m.
",Residue
['Definitions/Local Rings'],Definition:Residue,"Let $R$ be a commutative local ring.

Let $m$ be its maximal ideal.


The residue field of $R$ is the quotient ring $R / m$.
",Definition:Residue Field of Local Ring,,FALSE,"Let R be a commutative local ring.

Let m be its maximal ideal.


The residue field of R is the quotient ring R / m.
",Residue
['Definitions/Language Definitions'],Definition:Right,"The direction right is that way:
:$to$",Definition:Right (Direction),,FALSE,"The direction right is that way:
:→",Right
"['Definitions/Right Angles', 'Definitions/Angles']",Definition:Right,"A right angle is an angle that is equal to half of a straight angle.


=== Measurement of Right Angle ===
",Definition:Right Angle,,FALSE,"A right angle is an angle that is equal to half of a straight angle.


=== Measurement of Right Angle ===
",Right
['Definitions/Language Definitions'],Definition:Right,"In an equation:
:$text {Expression $1$} = text {Expression $2$}$
the term $text {Expression $2$}$ is the right hand side.",Definition:Right Hand Side,,FALSE,"In an equation:
:Expression 1 = Expression 2
the term Expression 2 is the right hand side.",Right
['Definitions/Relation Theory'],Definition:Right,"Let $mathcal R subseteq S times T$ be a relation.


Then $mathcal R$ is right-total :
:$forall t in T: exists s in S: left( s, t right) in mathcal R$


That is,  every element of $T$ is related to by some element of $S$.


That is, :
:$mathrm {Img} left( mathcal R right) = T$
where $mathrm {Img} left( mathcal R right)$ denotes the image of $mathcal R$.",Definition:Right-Total Relation,,FALSE,"Let ℛ⊆ S × T be a relation.


Then ℛ is right-total :
:∀ t ∈ T: ∃ s ∈ S: ( s, t ) ∈ℛ


That is,  every element of T is related to by some element of S.


That is, :
:Img( ℛ) = T
where Img( ℛ) denotes the image of ℛ.",Right
['Definitions/Euclidean Relations'],Definition:Right,"Let $mathcal R subseteq S times S$ be a relation in $S$.


$mathcal R$ is right-Euclidean :

:$left( x, y right) in mathcal R land left( x, z right) in mathcal R implies left( y, z right) in mathcal R$",Definition:Euclidean Relation/Right-Euclidean,,FALSE,"Let ℛ⊆ S × S be a relation in S.


ℛ is right-Euclidean :

:( x, y ) ∈ℛ( x, z ) ∈ℛ( y, z ) ∈ℛ",Right
['Definitions/Relations'],Definition:Right,"Let $A$ be a class.

Let $mathcal R$ be a relation on $A$.


An element $x$ of $A$ is right normal with respect to $mathcal R$ :
:$forall y in A: mathcal R left(   right){y, x}$ holds.",Definition:Right Normal Element of Relation,,FALSE,"Let A be a class.

Let ℛ be a relation on A.


An element x of A is right normal with respect to ℛ :
:∀ y ∈ A: ℛ(   )y, x holds.",Right
"['Definitions/Mapping Theory', 'Definitions/Cancellability']",Definition:Right,"A mapping $f: X to Y$ is right cancellable (or right-cancellable) :

:$forall Z: forall left( h_1, h_2: Y to Z right): h_1 circ f = h_2 circ f implies h_1 = h_2$

That is,  for any set $Z$:
:If $h_1$ and $h_2$ are mappings from $Y$ to $Z$
:then $h_1 circ f = h_2 circ f$ implies $h_1 = h_2$.",Definition:Right Cancellable Mapping,,FALSE,"A mapping f: X → Y is right cancellable (or right-cancellable) :

:∀ Z: ∀( h_1, h_2: Y → Z ): h_1 ∘ f = h_2 ∘ f  h_1 = h_2

That is,  for any set Z:
:If h_1 and h_2 are mappings from Y to Z
:then h_1 ∘ f = h_2 ∘ f implies h_1 = h_2.",Right
['Definitions/Inverse Mappings'],Definition:Right,"Let $S, T$ be sets where $S ne varnothing$, that is, $S$ is not empty.

Let $f: S to T$ be a mapping.


Let $g: T to S$ be a mapping such that:
:$f circ g = I_T$
where:
:$f circ g$ denotes the composite mapping $g$ followed by $f$
:$I_T$ is the identity mapping on $T$.


Then $g: T to S$ is called a right inverse (mapping) of $f$.",Definition:Right Inverse Mapping,,FALSE,"Let S, T be sets where S ∅, that is, S is not empty.

Let f: S → T be a mapping.


Let g: T → S be a mapping such that:
:f ∘ g = I_T
where:
:f ∘ g denotes the composite mapping g followed by f
:I_T is the identity mapping on T.


Then g: T → S is called a right inverse (mapping) of f.",Right
['Definitions/Intervals'],Definition:Right,"Let $left( S, preccurlyeq right)$ be an ordered set.

Let $a, b in S$.


The right half-open interval between $a$ and $b$ is the set:

:$left[ a ,.,.,   right)b := a^succcurlyeq cap b^prec = leftlbrace s in S: left( a preccurlyeq s right) land left( s prec b right)  rightrbrace$

where:
:$a^succcurlyeq$ denotes the upper closure of $a$
:$b^prec$ denotes the strict lower closure of $b$.
",Definition:Interval/Ordered Set/Right Half-Open,,FALSE,"Let ( S, ≼) be an ordered set.

Let a, b ∈ S.


The right half-open interval between a and b is the set:

:[ a  . . )b := a^≽∩ b^≺ = { s ∈ S: ( a ≼ s ) ( s ≺ b )  }

where:
:a^≽ denotes the upper closure of a
:b^≺ denotes the strict lower closure of b.
",Right
['Definitions/Orientation (Coordinate Axes)'],Definition:Right,"A right angle is an angle that is equal to half of a straight angle.


=== Measurement of Right Angle ===

",Definition:Orientation of Coordinate Axes/Cartesian Plane/Right-Handed,,FALSE,"A right angle is an angle that is equal to half of a straight angle.


=== Measurement of Right Angle ===

",Right
"['Definitions/Orientation (Coordinate Axes)', 'Definitions/Right-Hand Rule']",Definition:Right,"A right angle is an angle that is equal to half of a straight angle.


=== Measurement of Right Angle ===

A right angle is an angle that is equal to half of a straight angle.


=== Measurement of Right Angle ===

",Definition:Orientation of Coordinate Axes/Cartesian 3-Space/Right-Handed,,FALSE,"A right angle is an angle that is equal to half of a straight angle.


=== Measurement of Right Angle ===

A right angle is an angle that is equal to half of a straight angle.


=== Measurement of Right Angle ===

",Right
['Definitions/Derivatives'],Definition:Right,"Let $Bbb I = left( a ,.,.,   right)b$ be an open real interval.

Let $f: Bbb I to mathbb R$ be a real function.

Let $L in mathbb R$.


Suppose that:
:$forall epsilon in mathbb R_{>0}: exists delta in mathbb R_{>0}: forall x in Bbb I: a < x < a + delta implies leftlvert f left(   right)x - L rightrvert < epsilon$
where $mathbb R_{>0}$ denotes the set of strictly positive real numbers.

That is, for every real strictly positive $epsilon$ there exists a real strictly positive $delta$ such that every real number in the domain of $f$, greater than $a$ but within $delta$ of $a$, has an image within $epsilon$ of $L$.


:

Then $f left(   right)x$ is said to tend to the limit $L$ as $x$ tends to $a$ from the right, and we write:
:$f left(   right)x to L$ as $x to a^+$
or
:$ds lim_{x mathop to a^+} f left(   right)x = L$


This is voiced
:the limit of $f left(   right)x$ as $x$ tends to $a$ from the right
and such an $L$ is called:
:a limit from the right.
",Definition:Right-Hand Derivative,,FALSE,"Let I = ( a  . . )b be an open real interval.

Let f:  I →ℝ be a real function.

Let L ∈ℝ.


Suppose that:
:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: ∀ x ∈ I: a < x < a + δ| f (   )x - L | < ϵ
where ℝ_>0 denotes the set of strictly positive real numbers.

That is, for every real strictly positive ϵ there exists a real strictly positive δ such that every real number in the domain of f, greater than a but within δ of a, has an image within ϵ of L.


:

Then f (   )x is said to tend to the limit L as x tends to a from the right, and we write:
:f (   )x → L as x → a^+
or
:lim_x → a^+ f (   )x = L


This is voiced
:the limit of f (   )x as x tends to a from the right
and such an L is called:
:a limit from the right.
",Right
['Definitions/Difference Quotients'],Definition:Right,"Let $V$ be a vector space over the real numbers $mathbb R$.

Let $f: mathbb R to V$ be a function.


A right difference quotient is an expression of the form:
:$dfrac {f left(   right){x + h} - f left(   right)x} h$
where $h > 0$ is a strictly positive real number.",Definition:Difference Quotient/Right,,FALSE,"Let V be a vector space over the real numbers ℝ.

Let f: ℝ→ V be a function.


A right difference quotient is an expression of the form:
:f (   )x + h - f (   )x h
where h > 0 is a strictly positive real number.",Right
['Definitions/Continuous Real Functions'],Definition:Right,"Let $Bbb I = left( a ,.,.,   right)b$ be an open real interval.

Let $f: Bbb I to mathbb R$ be a real function.

Let $L in mathbb R$.


Suppose that:
:$forall epsilon in mathbb R_{>0}: exists delta in mathbb R_{>0}: forall x in Bbb I: a < x < a + delta implies leftlvert f left(   right)x - L rightrvert < epsilon$
where $mathbb R_{>0}$ denotes the set of strictly positive real numbers.

That is, for every real strictly positive $epsilon$ there exists a real strictly positive $delta$ such that every real number in the domain of $f$, greater than $a$ but within $delta$ of $a$, has an image within $epsilon$ of $L$.


:

Then $f left(   right)x$ is said to tend to the limit $L$ as $x$ tends to $a$ from the right, and we write:
:$f left(   right)x to L$ as $x to a^+$
or
:$ds lim_{x mathop to a^+} f left(   right)x = L$


This is voiced
:the limit of $f left(   right)x$ as $x$ tends to $a$ from the right
and such an $L$ is called:
:a limit from the right.
Let $Bbb I = left( a ,.,.,   right)b$ be an open real interval.

Let $f: Bbb I to mathbb R$ be a real function.

Let $L in mathbb R$.


Suppose that:
:$forall epsilon in mathbb R_{>0}: exists delta in mathbb R_{>0}: forall x in Bbb I: a < x < a + delta implies leftlvert f left(   right)x - L rightrvert < epsilon$
where $mathbb R_{>0}$ denotes the set of strictly positive real numbers.

That is, for every real strictly positive $epsilon$ there exists a real strictly positive $delta$ such that every real number in the domain of $f$, greater than $a$ but within $delta$ of $a$, has an image within $epsilon$ of $L$.


:

Then $f left(   right)x$ is said to tend to the limit $L$ as $x$ tends to $a$ from the right, and we write:
:$f left(   right)x to L$ as $x to a^+$
or
:$ds lim_{x mathop to a^+} f left(   right)x = L$


This is voiced
:the limit of $f left(   right)x$ as $x$ tends to $a$ from the right
and such an $L$ is called:
:a limit from the right.
",Definition:Continuous Real Function/Right-Continuous,,FALSE,"Let I = ( a  . . )b be an open real interval.

Let f:  I →ℝ be a real function.

Let L ∈ℝ.


Suppose that:
:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: ∀ x ∈ I: a < x < a + δ| f (   )x - L | < ϵ
where ℝ_>0 denotes the set of strictly positive real numbers.

That is, for every real strictly positive ϵ there exists a real strictly positive δ such that every real number in the domain of f, greater than a but within δ of a, has an image within ϵ of L.


:

Then f (   )x is said to tend to the limit L as x tends to a from the right, and we write:
:f (   )x → L as x → a^+
or
:lim_x → a^+ f (   )x = L


This is voiced
:the limit of f (   )x as x tends to a from the right
and such an L is called:
:a limit from the right.
Let I = ( a  . . )b be an open real interval.

Let f:  I →ℝ be a real function.

Let L ∈ℝ.


Suppose that:
:∀ϵ∈ℝ_>0: ∃δ∈ℝ_>0: ∀ x ∈ I: a < x < a + δ| f (   )x - L | < ϵ
where ℝ_>0 denotes the set of strictly positive real numbers.

That is, for every real strictly positive ϵ there exists a real strictly positive δ such that every real number in the domain of f, greater than a but within δ of a, has an image within ϵ of L.


:

Then f (   )x is said to tend to the limit L as x tends to a from the right, and we write:
:f (   )x → L as x → a^+
or
:lim_x → a^+ f (   )x = L


This is voiced
:the limit of f (   )x as x tends to a from the right
and such an L is called:
:a limit from the right.
",Right
['Definitions/Real Intervals'],Definition:Right,"Let $a, b in mathbb R$ be real numbers.


The right half-open (real) interval from $a$ to $b$ is the subset:
:$left[ a ,.,.,   right)b := leftlbrace x in mathbb R: a le x < b rightrbrace$
",Definition:Real Interval/Half-Open/Right,,FALSE,"Let a, b ∈ℝ be real numbers.


The right half-open (real) interval from a to b is the subset:
:[ a  . . )b := { x ∈ℝ: a ≤ x < b }
",Right
['Definitions/Real Intervals'],Definition:Right,"There are two unbounded closed intervals involving a real number $a in mathbb R$, defined as:




",Definition:Real Interval/Unbounded Closed,,FALSE,"There are two unbounded closed intervals involving a real number a ∈ℝ, defined as:




",Right
['Definitions/Real Intervals'],Definition:Right,"There are two unbounded open intervals involving a real number $a in mathbb R$, defined as:




",Definition:Real Interval/Unbounded Open,,FALSE,"There are two unbounded open intervals involving a real number a ∈ℝ, defined as:




",Right
['Definitions/Zero Elements'],Definition:Right,"Let $left( S, circ right)$ be an algebraic structure.

An element $z_R in S$ is called a right zero element (or just right zero) :
:$forall x in S: x circ z_R = z_R$",Definition:Right Zero,,FALSE,"Let ( S, ∘) be an algebraic structure.

An element z_R ∈ S is called a right zero element (or just right zero) :
:∀ x ∈ S: x ∘ z_R = z_R",Right
['Definitions/Identity Elements'],Definition:Right,"Let $left( S, circ right)$ be an algebraic structure.

An element $e_R in S$ is called a right identity (element) :
:$forall x in S: x circ e_R = x$
",Definition:Identity (Abstract Algebra)/Right Identity,,FALSE,"Let ( S, ∘) be an algebraic structure.

An element e_R ∈ S is called a right identity (element) :
:∀ x ∈ S: x ∘ e_R = x
",Right
"['Definitions/Abstract Algebra', 'Definitions/Right Operation']",Definition:Right,"Let $S$ be a set.

For any $x, y in S$, the right operation on $S$ is the binary operation defined as:
:$forall x, y in S: x to y = y$",Definition:Right Operation,,FALSE,"Let S be a set.

For any x, y ∈ S, the right operation on S is the binary operation defined as:
:∀ x, y ∈ S: x → y = y",Right
['Definitions/Cancellability'],Definition:Right,"Let $left( S, circ right)$ be an algebraic structure.


An element $x in left( S, circ right)$ is right cancellable :

:$forall a, b in S: a circ x = b circ x implies a = b$",Definition:Cancellable Element/Right Cancellable,,FALSE,"Let ( S, ∘) be an algebraic structure.


An element x ∈( S, ∘) is right cancellable :

:∀ a, b ∈ S: a ∘ x = b ∘ x  a = b",Right
['Definitions/Cancellability'],Definition:Right,"Let $left( S, circ right)$ be an algebraic structure.


An element $x in left( S, circ right)$ is right cancellable :

:$forall a, b in S: a circ x = b circ x implies a = b$
",Definition:Right Cancellable Operation,,FALSE,"Let ( S, ∘) be an algebraic structure.


An element x ∈( S, ∘) is right cancellable :

:∀ a, b ∈ S: a ∘ x = b ∘ x  a = b
",Right
['Definitions/Distributive Operations'],Definition:Right,"Let $S$ be a set on which is defined two binary operations, defined on all the elements of $S times S$, denoted here as $circ$ and $*$.

The operation $circ$ is right distributive over the operation $*$ :

:$forall a, b, c in S: left( a * b right) circ c = left( a circ c right) * left( b circ c right)$",Definition:Distributive Operation/Right,,FALSE,"Let S be a set on which is defined two binary operations, defined on all the elements of S × S, denoted here as ∘ and *.

The operation ∘ is right distributive over the operation * :

:∀ a, b, c ∈ S: ( a * b ) ∘ c = ( a ∘ c ) * ( b ∘ c )",Right
['Definitions/Inverse Elements'],Definition:Right,"Let $left( S, circ right)$ be a monoid whose identity is $e_S$.

An element $x_R in S$ is called a right inverse of $x$ :
:$x circ x_R = e_S$
",Definition:Inverse (Abstract Algebra)/Right Inverse,,FALSE,"Let ( S, ∘) be a monoid whose identity is e_S.

An element x_R ∈ S is called a right inverse of x :
:x ∘ x_R = e_S
",Right
['Definitions/Quasigroups'],Definition:Right,"Let $left( S, circ right)$ be a magma.

The mapping $rho_a: S to S$ is defined as:

:$forall x in S: rho_a left(   right)x = x circ a$


This is known as the right regular representation of $left( S, circ right)$ with respect to $a$.
",Definition:Quasigroup/Right Quasigroup,,FALSE,"Let ( S, ∘) be a magma.

The mapping ρ_a: S → S is defined as:

:∀ x ∈ S: ρ_a (   )x = x ∘ a


This is known as the right regular representation of ( S, ∘) with respect to a.
",Right
['Definitions/Operations'],Definition:Right,"Let $x$ and $y$ be elements which are operated on by a given operation $circ$.

The right-hand product of $x$ by $y$ is the product $x circ y$.",Definition:Operation/Binary Operation/Product/Right,,FALSE,"Let x and y be elements which are operated on by a given operation ∘.

The right-hand product of x by y is the product x ∘ y.",Right
['Definitions/Naturally Ordered Semigroup'],Definition:Right,"Let $left( S, circ, preceq right)$ be a positively totally ordered semigroup.


Then $left( S, circ, preceq right)$ is a right naturally totally ordered semigroup :

:$forall a, b in S: a prec b implies exists x in S: b = a circ x$",Definition:Right Naturally Totally Ordered Semigroup,,FALSE,"Let ( S, ∘, ≼) be a positively totally ordered semigroup.


Then ( S, ∘, ≼) is a right naturally totally ordered semigroup :

:∀ a, b ∈ S: a ≺ b ∃ x ∈ S: b = a ∘ x",Right
['Definitions/Cosets'],Definition:Right,"Let $left( S, circ right)$ be an algebraic structure.

Let $left( H, circ right)$ be a subgroup of $left( S, circ right)$.


The right coset of $y$ modulo $H$, or right coset of $H$ by $y$, is:

:$H circ y = leftlbrace x in S: exists h in H: x = h circ y rightrbrace$


That is, it is the subset product with singleton:

:$H circ y = H circ leftlbrace y rightrbrace$",Definition:Coset/Right Coset,,FALSE,"Let ( S, ∘) be an algebraic structure.

Let ( H, ∘) be a subgroup of ( S, ∘).


The right coset of y modulo H, or right coset of H by y, is:

:H ∘ y = { x ∈ S: ∃ h ∈ H: x = h ∘ y }


That is, it is the subset product with singleton:

:H ∘ y = H ∘{ y }",Right
['Definitions/Cosets'],Definition:Right,"Let $G$ be a group.

Let $H$ be a subgroup of $G$.


We can use $H$ to define a relation on $G$ as follows:

:$mathcal R^r_H = leftlbrace left( x, y right) in G times G: x y^{-1} in H rightrbrace$

This is called right congruence modulo $H$.
Let $left( S, circ right)$ be an algebraic structure.

Let $left( H, circ right)$ be a subgroup of $left( S, circ right)$.


The right coset of $y$ modulo $H$, or right coset of $H$ by $y$, is:

:$H circ y = leftlbrace x in S: exists h in H: x = h circ y rightrbrace$


That is, it is the subset product with singleton:

:$H circ y = H circ leftlbrace y rightrbrace$
",Definition:Coset Space/Right Coset Space,,FALSE,"Let G be a group.

Let H be a subgroup of G.


We can use H to define a relation on G as follows:

:ℛ^r_H = {( x, y ) ∈ G × G: x y^-1∈ H }

This is called right congruence modulo H.
Let ( S, ∘) be an algebraic structure.

Let ( H, ∘) be a subgroup of ( S, ∘).


The right coset of y modulo H, or right coset of H by y, is:

:H ∘ y = { x ∈ S: ∃ h ∈ H: x = h ∘ y }


That is, it is the subset product with singleton:

:H ∘ y = H ∘{ y }
",Right
['Definitions/Transversals (Group Theory)'],Definition:Right,"Let $G$ be a group.

Let $H$ be a subgroup of $G$.

Let $S subseteq G$ be a subset of $G$.


$S$ is a right transversal for $H$ in $G$  every right coset of $H$ contains exactly one element of $S$.
Let $left( S, circ right)$ be an algebraic structure.

Let $left( H, circ right)$ be a subgroup of $left( S, circ right)$.


The right coset of $y$ modulo $H$, or right coset of $H$ by $y$, is:

:$H circ y = leftlbrace x in S: exists h in H: x = h circ y rightrbrace$


That is, it is the subset product with singleton:

:$H circ y = H circ leftlbrace y rightrbrace$
",Definition:Transversal (Group Theory)/Right Transversal,,FALSE,"Let G be a group.

Let H be a subgroup of G.

Let S ⊆ G be a subset of G.


S is a right transversal for H in G  every right coset of H contains exactly one element of S.
Let ( S, ∘) be an algebraic structure.

Let ( H, ∘) be a subgroup of ( S, ∘).


The right coset of y modulo H, or right coset of H by y, is:

:H ∘ y = { x ∈ S: ∃ h ∈ H: x = h ∘ y }


That is, it is the subset product with singleton:

:H ∘ y = H ∘{ y }
",Right
['Definitions/Group Actions'],Definition:Right,"Let $X$ be a set.

Let $left( G, circ right)$ be a group whose identity is $e$.


A right group action is a mapping $phi: X times G to X$ such that:

:$forall left( x, g right) in X times G : x * g := phi left(   right){x, g} in X$

in such a way that the right group action axioms are satisfied:
",Definition:Group Action/Right Group Action,,FALSE,"Let X be a set.

Let ( G, ∘) be a group whose identity is e.


A right group action is a mapping ϕ: X × G → X such that:

:∀( x, g ) ∈ X × G : x * g := ϕ(   )x, g∈ X

in such a way that the right group action axioms are satisfied:
",Right
['Definitions/Subset Product Action'],Definition:Right,"Let $left( G, circ right)$ be a group.

Let $mathcal P left( G right)$ be the power set of $G$.


The (right) subset product action of $G$ is the group action $*: G times mathcal P left( G right) to mathcal P left( G right)$:
:$forall g in G, S in mathcal P left( G right): g * S = S circ g$",Definition:Subset Product Action/Right,,FALSE,"Let ( G, ∘) be a group.

Let 𝒫( G ) be the power set of G.


The (right) subset product action of G is the group action *: G ×𝒫( G ) →𝒫( G ):
:∀ g ∈ G, S ∈𝒫( G ): g * S = S ∘ g",Right
['Definitions/Congruence Modulo Subgroup'],Definition:Right,"Let $G$ be a group.

Let $H$ be a subgroup of $G$.


We can use $H$ to define a relation on $G$ as follows:

:$mathcal R^r_H = leftlbrace left( x, y right) in G times G: x y^{-1} in H rightrbrace$

This is called right congruence modulo $H$.",Definition:Congruence Modulo Subgroup/Right Congruence,,FALSE,"Let G be a group.

Let H be a subgroup of G.


We can use H to define a relation on G as follows:

:ℛ^r_H = {( x, y ) ∈ G × G: x y^-1∈ H }

This is called right congruence modulo H.",Right
['Definitions/Zero Divisors'],Definition:Right,"Let $left( R, +, circ right)$ be a ring.


A right zero divisor (in $R$) is an element $x in R$ such that:
: $exists y in R^*: y circ x = 0_R$

where $R^*$ is defined as $R setminus leftlbrace 0_R rightrbrace$.",Definition:Right Zero Divisor,,FALSE,"Let ( R, +, ∘) be a ring.


A right zero divisor (in R) is an element x ∈ R such that:
: ∃ y ∈ R^*: y ∘ x = 0_R

where R^* is defined as R ∖{ 0_R }.",Right
['Definitions/Linear Ring Actions'],Definition:Right,"Let $R$ be a ring.

Let $M$ be an abelian group.

Let $circ : M times R to M$ be a mapping from the cartesian product $M times R$.


$circ$ is a right linear ring action of $R$ on $M$  $circ$ satisfies the right ring action axioms:
",Definition:Linear Ring Action/Right,,FALSE,"Let R be a ring.

Let M be an abelian group.

Let ∘ : M × R → M be a mapping from the cartesian product M × R.


∘ is a right linear ring action of R on M  ∘ satisfies the right ring action axioms:
",Right
['Definitions/Ideal Theory'],Definition:Right,"Let $left( R, +, circ right)$ be a ring.

Let $left( J, + right)$ be a subgroup of $left( R, + right)$.


$J$ is a right ideal of $R$ :
:$forall j in J: forall r in R: j circ r in J$

that is, :
:$forall r in R: J circ r subseteq J$
",Definition:Ideal of Ring/Right Ideal,,FALSE,"Let ( R, +, ∘) be a ring.

Let ( J, + ) be a subgroup of ( R, + ).


J is a right ideal of R :
:∀ j ∈ J: ∀ r ∈ R: j ∘ r ∈ J

that is, :
:∀ r ∈ R: J ∘ r ⊆ J
",Right
['Definitions/Maximal Ideals of Rings'],Definition:Right,"Let $left( R, +, circ right)$ be a ring.

Let $left( J, + right)$ be a subgroup of $left( R, + right)$.


$J$ is a right ideal of $R$ :
:$forall j in J: forall r in R: j circ r in J$

that is, :
:$forall r in R: J circ r subseteq J$
Let $left( R, +, circ right)$ be a ring.

Let $left( J, + right)$ be a subgroup of $left( R, + right)$.


$J$ is a right ideal of $R$ :
:$forall j in J: forall r in R: j circ r in J$

that is, :
:$forall r in R: J circ r subseteq J$
",Definition:Maximal Ideal of Ring/Right,,FALSE,"Let ( R, +, ∘) be a ring.

Let ( J, + ) be a subgroup of ( R, + ).


J is a right ideal of R :
:∀ j ∈ J: ∀ r ∈ R: j ∘ r ∈ J

that is, :
:∀ r ∈ R: J ∘ r ⊆ J
Let ( R, +, ∘) be a ring.

Let ( J, + ) be a subgroup of ( R, + ).


J is a right ideal of R :
:∀ j ∈ J: ∀ r ∈ R: j ∘ r ∈ J

that is, :
:∀ r ∈ R: J ∘ r ⊆ J
",Right
"['Definitions/Right Modules', 'Definitions/Module Theory']",Definition:Right,"Let $left( R, +_R, times_R right)$ be a ring.

Let $left( G, +_G right)$ be an abelian group.


A right module over $R$ is an $R$-algebraic structure $left( G, +_G, circ right)_R$ with one operation $circ$, the (right) ring action, which satisfies the right module axioms:

",Definition:Right Module,,FALSE,"Let ( R, +_R, ×_R ) be a ring.

Let ( G, +_G ) be an abelian group.


A right module over R is an R-algebraic structure ( G, +_G, ∘)_R with one operation ∘, the (right) ring action, which satisfies the right module axioms:

",Right
"['Definitions/Right-Truncatable Primes', 'Definitions/Prime Numbers', 'Definitions/Recreational Mathematics']",Definition:Right,"A right-truncatable prime is a prime number which remains prime when any number of digits are removed from the right hand end.


=== Sequence ===
",Definition:Right-Truncatable Prime,,FALSE,"A right-truncatable prime is a prime number which remains prime when any number of digits are removed from the right hand end.


=== Sequence ===
",Right
['Definitions/Cancellability'],Definition:Right Cancellable,"Let $left( S, circ right)$ be an algebraic structure.


An element $x in left( S, circ right)$ is right cancellable :

:$forall a, b in S: a circ x = b circ x implies a = b$",Definition:Cancellable Element/Right Cancellable,,FALSE,"Let ( S, ∘) be an algebraic structure.


An element x ∈( S, ∘) is right cancellable :

:∀ a, b ∈ S: a ∘ x = b ∘ x  a = b",Right Cancellable
['Definitions/Cancellability'],Definition:Right Cancellable,"Let $left( S, circ right)$ be an algebraic structure.


An element $x in left( S, circ right)$ is right cancellable :

:$forall a, b in S: a circ x = b circ x implies a = b$
",Definition:Right Cancellable Operation,,FALSE,"Let ( S, ∘) be an algebraic structure.


An element x ∈( S, ∘) is right cancellable :

:∀ a, b ∈ S: a ∘ x = b ∘ x  a = b
",Right Cancellable
"['Definitions/Mapping Theory', 'Definitions/Cancellability']",Definition:Right Cancellable,"A mapping $f: X to Y$ is right cancellable (or right-cancellable) :

:$forall Z: forall left( h_1, h_2: Y to Z right): h_1 circ f = h_2 circ f implies h_1 = h_2$

That is,  for any set $Z$:
:If $h_1$ and $h_2$ are mappings from $Y$ to $Z$
:then $h_1 circ f = h_2 circ f$ implies $h_1 = h_2$.",Definition:Right Cancellable Mapping,,FALSE,"A mapping f: X → Y is right cancellable (or right-cancellable) :

:∀ Z: ∀( h_1, h_2: Y → Z ): h_1 ∘ f = h_2 ∘ f  h_1 = h_2

That is,  for any set Z:
:If h_1 and h_2 are mappings from Y to Z
:then h_1 ∘ f = h_2 ∘ f implies h_1 = h_2.",Right Cancellable
['Definitions/Inverse Mappings'],Definition:Right Inverse,"Let $S, T$ be sets where $S ne varnothing$, that is, $S$ is not empty.

Let $f: S to T$ be a mapping.


Let $g: T to S$ be a mapping such that:
:$f circ g = I_T$
where:
:$f circ g$ denotes the composite mapping $g$ followed by $f$
:$I_T$ is the identity mapping on $T$.


Then $g: T to S$ is called a right inverse (mapping) of $f$.",Definition:Right Inverse Mapping,,FALSE,"Let S, T be sets where S ∅, that is, S is not empty.

Let f: S → T be a mapping.


Let g: T → S be a mapping such that:
:f ∘ g = I_T
where:
:f ∘ g denotes the composite mapping g followed by f
:I_T is the identity mapping on T.


Then g: T → S is called a right inverse (mapping) of f.",Right Inverse
['Definitions/Inverse Elements'],Definition:Right Inverse,"Let $left( S, circ right)$ be a monoid whose identity is $e_S$.

An element $x_R in S$ is called a right inverse of $x$ :
:$x circ x_R = e_S$
",Definition:Inverse (Abstract Algebra)/Right Inverse,,FALSE,"Let ( S, ∘) be a monoid whose identity is e_S.

An element x_R ∈ S is called a right inverse of x :
:x ∘ x_R = e_S
",Right Inverse
['Definitions/Inverse Matrices'],Definition:Right Inverse,"
",Definition:Inverse Matrix/Right,,,"
",Right Inverse
