,title,term,definition,pred
690,Definition:Evaluation Linear Transformation/Module Theory,Transformation,"Let R be a commutative ring with unity.

Let G be an R-module.

Let G^* be the algebraic dual of G.

Let G^** be the double dual of G^*.


For each x ∈ G, we define the mapping x^∧: G^* → R as:
:∀ t ∈ G^*: x^∧(   )t = t (   )x


The mapping J: G → G^** defined as:
:∀ x ∈ G: J (   )x = x^∧
is called the evaluation linear transformation from G into G^**.


It is usual to denote the mapping t: G^* → R as follows:

:∀ x ∈ G, t ∈ G^*: ⟨ x,   ⟩ t := t (   )x",Definition:Evaluation Linear Transformation/Module Theory
691,Definition:Complex Transformation,Transformation,"A complex transformation is a mapping on the complex plane f: ℂ→ℂ which is specifically not a multifunction.


Let z = x + i y be a complex variable.

Let w = u + i v = f (   )z.


Then w can be expressed as:
:u + i v = f (   )x + i y

such that:
:u = u (   )x, y
and:
:v = v (   )x, y
are real functions of two variables.


Thus a point P = ( x, y ) in the complex plane is transformed to a point P' = ( u (   )x, y, v (   )x, y) by f.

Thus P' is the image of P under f.",Definition:Complex Transformation
692,Definition:Group Action,Transformation,"Let X be a set.

Let ( G, ∘) be a group whose identity is e.


=== Left Group Action ===
Let X be a set.

Let ( G, ∘) be a group whose identity is e.


A (left) group action is an operation ϕ: G × X → X such that:

:∀( g, x ) ∈ G × X: g * x := ϕ(   )g, x∈ X

in such a way that the group action axioms are satisfied:
 

=== Right Group Action ===
Let X be a set.

Let ( G, ∘) be a group whose identity is e.


A right group action is a mapping ϕ: X × G → X such that:

:∀( x, g ) ∈ X × G : x * g := ϕ(   )x, g∈ X

in such a way that the right group action axioms are satisfied:
 

The group G thus acts on the set X.

The group G can be referred to as the group of transformations, or a transformation group.


=== From Permutation Representation ===
Let G be a group.

Let X be a set.

Let ( Γ(   )X, ∘) be the symmetric group on X.

Let ρ: G →( Γ(   )X, ∘) be a permutation representation.


The group action of G associated to the permutation representation ρ is the group action ϕ: G × X → X defined by:
:ϕ(   )g, x = ρ_g (   )x

where ρ_g : X → X is the permutation representation associated to ρ for g ∈ G by ρ_g (   )x = ϕ(   )g, x.",Definition:Group Action
693,Definition:Effective Transformation Group,Transformation,"Let G be a group whose identity is e.

Let X be a set.

Let ϕ: G × X → X be a group action.


Then G is an effective transformation group for ϕ  if and only if  ϕ is faithful.",Definition:Effective Transformation Group
694,Definition:Natural Transformation/Covariant Functors,Transformation,"Let 𝐂 and 𝐃 be categories.

Let F, G : 𝐂→𝐃 be covariant functors.


A natural transformation η from F to G is a mapping on 𝐂 such that:
 

:(1): For all x ∈𝐂, η_x is a morphism from F (   )x to G (   )x.

:(2): For all x, y ∈ C and morphism f: x → y, the following diagram commutes:
 

F (   )x [d]^η_x[r]^F (   )f    F (   )y [d]^η_y

G (   )x [r]^G (   )f    G (   )y",Definition:Natural Transformation/Covariant Functors
695,Definition:Natural Transformation/Contravariant Functors,Transformation,"Let 𝐂 and 𝐃 be categories.

Let F, G: 𝐂→𝐃 be contravariant functors.


A natural transformation η from F to G is a mapping on 𝐂 such that:

:(1): For all x ∈𝐂, η_x is a morphism from F (   )x to G (   )x.

:(2): For all x, y ∈ C and morphism f: x → y, the following diagram commutes:
 

F (   )x [d]^η_x    F (   )y [d]^η_y[l]^F (   )f

G (   )x                     G (   )y [l]^G (   )f",Definition:Natural Transformation/Contravariant Functors
696,Definition:Lorentz Transformation,Transformation,"The Lorentz transformation is a transformation which changes the position and motion in one inertial frame of reference to a different inertial frame of reference.

The equations governing such a transformation must satisfy the postulates of the special theory of relativity.


 ",Definition:Lorentz Transformation
697,Definition:Tschirnhaus Transformation,Transformation,"Let f (   )x be a polynomial over a field k:

:f (   )x = a_n x^n + a_n - 1 x^n - 1 + a_n - 2 x^n - 2 + ⋯ + a_1 x + a_0


Then the Tschirnhaus transformation is the linear substitution x = y - a_n - 1n a_n.

The Tschirnhaus transformation produces a resulting polynomial f' (   )y which is depressed, as shown on Tschirnhaus Transformation yields Depressed Polynomial.

This technique is used in the derivation of Cardano's Formula for the roots of the general cubic.

 ",Definition:Tschirnhaus Transformation
698,Definition:Circuit (Graph Theory),Circuit,"A circuit is a closed trail with at least one edge.


=== Subgraph ===
The set of vertices and edges which go to make up a circuit form a subgraph.

This subgraph itself is also referred to as a circuit.",Definition:Circuit (Graph Theory)
699,Definition:Circuit (Matroid),Circuit,"Let M = ( S, ℐ) be a matroid.


A circuit of M is a dependent subset of S which is a minimal dependent subset with respect to the subset ordering.",Definition:Circuit (Matroid)
700,Definition:Electric Circuit,Circuit,"An electric circuit is a configuration of electrical components whose collective properties can be modelled by means of a network each of whose edges corresponds to a specific component.

Its purpose is to guide and direct energy within a device.",Definition:Electric Circuit
701,Definition:Polygon/Side,Side,":

The line segments which make up a polygon are known as its sides.

Thus, in the polygon above, the sides are identified as a, b, c, d and e.",Definition:Polygon/Side
702,Definition:Plane Surface/Side,Side,"From the definition of surface, it follows that a plane locally separates space into two sides.

Thus the sides of a plane are the parts of that space into which the plane separates it.


Category:Definitions/Surfaces",Definition:Plane Surface/Side
703,Definition:Side of Surface,Side,"Let S be a surface.

By definition, S locally separates space into two sides.

Thus the sides of S are the parts of that space into which S separates it.


Category:Definitions/Surfaces",Definition:Side of Surface
704,Definition:Plane Number/Side,Side,"The side of a plane number is one of the (natural) numbers which are its divisors.


=== Example ===


Category:Definitions/Euclidean Number Theory",Definition:Plane Number/Side
705,Definition:Solid Number/Side,Side,"The side of a solid number is one of the (natural) numbers which are its divisors.


=== Example ===


Category:Definitions/Euclidean Number Theory",Definition:Solid Number/Side
706,Definition:Bottom of Lattice,Bottom,"Let ( S, ∨, ∧, ≼) be a lattice.


=== Definition 1 ===
Let ( S, ∨, ∧, ≼) be a lattice.

Let S admit a smallest element .


Then  is called the bottom of S.

=== Definition 2 ===
Let ( S, ∨, ∧, ≼) be a lattice.

Let ∨ have an identity element .


Then  is called the bottom of S.",Definition:Bottom of Lattice
707,Definition:Bottom (Logic),Bottom,"Bottom is a constant of propositional logic interpreted to mean the canonical, undoubted contradiction whose falsehood nobody could possibly ever question.

The symbol used is .",Definition:Bottom (Logic)
708,Definition:Secant Function,Secant,"=== Definition from Triangle ===
:

In the above right triangle, we are concerned about the angle θ.

The secant of ∠θ is defined as being HypotenuseAdjacent.

=== Definition from Circle ===
=== First Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the first quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

Hence in the first quadrant, the secant is positive.

=== Second Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the second quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

As OP needs to be produced in the opposite direction to P, the secant is therefore a negative function in the second quadrant.

=== Third Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the third quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.


As OP needs to be produced in the opposite direction to P, the secant is therefore a negative function in the third quadrant.

=== Fourth Quadrant ===
Consider a unit circle C whose center is at the origin of a cartesian plane.


:


Let P be the point on C in the fourth quadrant such that θ is the angle made by OP with the x-axis.

Let a tangent line be drawn to touch C at A = ( 1, 0 ).

Let OP be produced to meet this tangent line at B.


Then the secant of θ is defined as the length of OB.

Hence in the fourth quadrant, the secant is positive.

=== Real Function ===
Let x ∈ℝ be a real number.

The real function x is defined as:

:x =  1 cos x

where cos x is the cosine of x.


The definition is valid for all x ∈ℝ such that cos x  0.


Category:Definitions/Secant Function

=== Complex Function ===
Let z ∈ℂ be a complex number.

The complex function z is defined as:

:z =  1 cos z

where cos z is the cosine of z.


The definition is valid for all z ∈ℂ such that cos z  0.


Category:Definitions/Secant Function",Definition:Secant Function
709,Definition:Secant Line,Secant,"Let f: ℝ→ℝ be a real function.

Let the graph of f be depicted on a Cartesian plane.


:


A secant to f is a straight line which intersects the graph of f in (at least) two points.


In the above diagram, the secant is the line AB in  .",Definition:Secant Line
710,Definition:Succeed,Successor,"Let ≼ be an ordering.

Let a, b be such that a ≼ b.


Then b succeeds a.

a is then described as being a successor of b.",Definition:Succeed
711,Definition:Immediate Successor Element,Successor,"Let ( S, ≼) be an ordered set.

Let a, b ∈ S.


Then a is an immediate successor (element) to b  if and only if  b is an immediate predecessor (element) to a.

That is,  if and only if :
:(1):    b ≺ a
:(2):   ∄ c ∈ S: b ≺ c ≺ a

That is, there exists no element strictly between b and a in the ordering ≼.

That is:
:a ≺ b and ( a  . . )b = ∅
where ( a  . . )b denotes the open interval from a to b.


We say that a immediately succeeds b.


=== Class Theory ===
 
Let A be an ordered class under an ordering ≼.

Let a, b ∈ A.


Then a is an immediate successor (element) to b  if and only if  b is an immediate predecessor (element) to a.

That is,  if and only if :
:(1):    b ≺ a
:(2):   ∄ c ∈ S: b ≺ c ≺ a

We say that a immediately succeeds b.",Definition:Immediate Successor Element
712,Definition:Successor Mapping/Successor Set,Successor,"Let V be a basic universe.

Let s: V → V denote the successor mapping on V.


For x ∈ V, the result of applying the successor mapping on x is denoted x^+:

:x^+ := s (   )x = x ∪{ x }

x^+ is referred to as the successor (set) of x.",Definition:Successor Mapping/Successor Set
713,Definition:Successor Mapping,Successor,"Let V be a basic universe.

The successor mapping s is the mapping on V defined and denoted:
:∀ x ∈ V: s (   )x := x ∪{ x }
where x is a set in V.


=== Peano Structure ===
Let ( P, s, 0 ) be a Peano structure.


Then the mapping s: P → P is called the successor mapping on P.


=== Successor Element ===
Let ( P, s, 0 ) be a Peano structure.

Let mapping s: P → P denote the successor mapping on P.


The image element s (   )x of an element x is called the successor element or just successor of x.

=== Successor Mapping on Natural Numbers ===
Let ℕ be the set of natural numbers.

Let s: ℕ→ℕ be the mapping defined as:

:s = {( x, y ): x ∈ℕ, y = x + 1 }


Considering ℕ defined as a Peano structure, this is seen to be an instance of a successor mapping.",Definition:Successor Mapping
714,Definition:Successor Ordinal,Successor,"A successor ordinal is the successor set of an ordinal:
:α^+ := s (   )α = α∪{α}",Definition:Successor Ordinal
715,Definition:Maximal Ideal of Ring,Maximal Ideal,"Let R be a ring.


An ideal J of R is maximal  if and only if :

:(1):    J ⊊ R
:(2): There is no ideal K of R such that J ⊊ K ⊊ R.


That is,  if and only if  J is a maximal element of the set of all proper ideals of R ordered by the subset relation.


=== Maximal Left Ideal ===
Let R be a ring.


A left ideal J of R is a maximal left ideal  if and only if :

:(1):    J ⊊ R
:(2): There is no left ideal K of R such that J ⊊ K ⊊ R.


Category:Definitions/Maximal Ideals of Rings

=== Maximal Right Ideal ===
Let R be a ring.


A right ideal J of R is a maximal right ideal  if and only if :

:(1):    J ⊊ R
:(2): There is no right ideal K of R such that J ⊊ K ⊊ R.


Category:Definitions/Maximal Ideals of Rings

It follows that in a commutative ring, a maximal left ideal, a maximal right ideal and a maximal ideal are the same thing.",Definition:Maximal Ideal of Ring
716,Definition:Maximal Ideal of Algebra,Maximal Ideal,"Let R be a ring.

Let ( A, ∗) be an R-algebra.

Let ( J, ∗) be a proper ideal of ( A, ∗). 


We say that J is a maximal ideal of A  if and only if :
:there is no ideal I such that J ⊊ I. 


=== Maximal Left Ideal ===
Let R be a ring.

Let ( A, ∗) be an R-algebra.

Let ( J, ∗) be a proper left ideal of ( A, ∗). 


We say that J is a maximal left ideal of A  if and only if :
:there is no left ideal I such that J ⊊ I.

=== Maximal Right Ideal ===
Let R be a ring.

Let ( A, ∗) be an R-algebra.

Let ( J, ∗) be a proper right ideal of ( A, ∗). 


We say that J is a maximal right ideal of A  if and only if :
:there is no right ideal I such that J ⊊ I.",Definition:Maximal Ideal of Algebra
717,Definition:Circle/Circumference,Circumference,"The circumference of a circle is the line that forms its boundary.


=== Concave Circumference ===
The convex circumference of a circle C is the circumference C from a point outside C.

=== Concave Circumference ===
The concave circumference of a circle C is the circumference C from a point inside C.",Definition:Circle/Circumference
718,Definition:Circumference of Sphere,Circumference,The circumference of a sphere is the circumference of a great circle of the sphere.,Definition:Circumference of Sphere
719,Definition:Circumference (Graph Theory),Circumference,"Let G be a graph.

The circumference of G is the longest length of any cycle in G.


An acyclic graph is defined as having a circumference of infinity.

Category:Definitions/Graph Theory",Definition:Circumference (Graph Theory)
720,Definition:Efficiency (Statistics),Efficiency,"Let T_0 and T_1 both be statistics used as estimators.

Efficiency is a comparison of the variances of T_0 and T_1.


Thus T_0 is of higher efficiency than T_1  if and only if  T_0 has a smaller variance than T_1.",Definition:Efficiency (Statistics)
721,Definition:Efficiency (Experimental Design),Efficiency,One design is more efficient than another if the same precision can be achieved with the same resources.,Definition:Efficiency (Experimental Design)
722,Definition:Efficiency (Physics),Efficiency,"Let S be a system.

=== Definition 1 ===
Let S be a system.


The efficiency of S is defined as:
:ℰ = E_OE_I× 100 %
where:
:E_I denotes the energy input to S over a particular time interval T
:E_O denotes the energy output from S over that same time interval T.

=== Definition 2 ===
Let S be a system.


The efficiency of S is defined as:
:ℰ = W_LW_E× 100 %
where:
:W_L denotes the work done by the load of S
:W_E denotes the work done by the effort of S.",Definition:Efficiency (Physics)
723,Definition:Finitely Generated Module,Finite Type,"Let R be a ring.

Let M be a module over R.


Then M is finitely generated  if and only if  there is a generator for M which is finite.",Definition:Finitely Generated Module
724,Definition:Morphism of Schemes of Finite Type,Finite Type,"Let ( X, 𝒪_X ) and ( Y, 𝒪_Y ) be schemes.

Let f : ( X, 𝒪_X ) →( Y, 𝒪_Y ) be a morphism of schemes.


f is of finite type  if and only if  f is locally of finite type and quasi-compact.",Definition:Morphism of Schemes of Finite Type
725,Definition:Affine Geometry,Affine,"Affine geometry is the study of the geometry of affine spaces.

Hence it is the study of properties and types of geometric figures which are invariant under an affine transformation.

It provides a modern axiomatic approach to the study of configurations of lines, planes and hypersurfaces.

In particular an affine space can be thought of as a finite dimensional vector space with no distinguished origin, and its affine transformations are those that preserve collinearity.",Definition:Affine Geometry
726,Definition:Affine Algebraic Set,Affine,"Let K be a field.

Let A = K [ X_1, …, X_n ] be the ring of polynomial functions in n variables over K.


Then a subset X ⊆ K^n is an affine algebraic set  if and only if  it is the zero locus of some set T ⊆ A.",Definition:Affine Algebraic Set
727,Definition:Affine Algebraic Variety,Affine,"Let k be a field.

Let n ≥ 1 be an Integer.

Then a subset X ⊆ k^n is an affine algebraic variety if the following hold:

:(1):    X is an affine algebraic set 

:(2):    X is irreducible   the Zariski topology.",Definition:Affine Algebraic Variety
728,Definition:Affine Scheme,Affine,An affine scheme is a ringed space which is isomorphic to the spectrum of a commutative ring with unity.,Definition:Affine Scheme
729,Definition:Affine Frame,Affine,"Let ℰ be an affine space with difference space V.

=== Definition 1 ===
Let ℰ be an affine space with difference space V.


An affine frame in ℰ is an ordered tuple ( p_0, e_1, …, e_n ), where:
:p_0 is an element of ℰ called the origin
:( e_1, …, e_n ) is an ordered basis for V.

=== Definition 2 ===
Let ℰ be an affine space with difference space V.


An affine frame may be given by the set of n + 1 points:
:( q_0, …, q_n ) = ( p_0, p_0 + e_1, …, p_0 + e_n )

The frame ( p_0, e_1, …, e_n ) is then recovered by:
:( q_0, q_1 - q_0, …, q_n - q_0 )

Category:Definitions/Affine Geometry",Definition:Affine Frame
730,Definition:Affine Monoid,Affine,"An affine monoid is a monoid that is:
: finitely generated
and:
: isomorphic to a submonoid of a free abelian group ℤ^d, for some d ∈ℤ_≥ 0.",Definition:Affine Monoid
731,Definition:Affine Space,Affine,"=== Associativity Axioms ===
Let K be a field.

Let ( V, +_V, ∘) be a vector space over K.

Let ℰ be a set on which two mappings are defined:

:+ : ℰ× V →ℰ
:- : ℰ×ℰ→ V

satisfying the following associativity conditions:

 
 
 
 
 


Then the ordered triple ( ℰ, +, - ) is an affine space.

=== Group Action ===
Let K be a field.

Let ( V, +_V, ∘) be a vector space over K.

Let ℰ be a set.

Let ϕ: ℰ× V →ℰ be a free and transitive group action of ( V, +_V ) on ℰ.


Then the ordered pair ( ℰ, ϕ) is an affine space.

=== Weyl's Axioms ===
Let K be a field.

Let ( V, +_V, ∘) be a vector space over K.

Let ℰ be a set on which a mapping is defined:

:- : ℰ×ℰ→ V

satisfying the following associativity conditions:

 
 
 
 


Then the ordered pair ( ℰ, - ) is an affine space.

=== Addition ===
Let ( ℰ, +, - ) be an affine space.


Then the mapping + is called affine addition.

=== Subtraction ===
Let ( ℰ, +, - ) be an affine space.


Then the mapping - is called affine subtraction.

=== Tangent Space ===
Let ( ℰ, +, - ) be an affine space.

Let V be the vector space that is the codomain of -.


Then V is the tangent space of ℰ.

=== Vector ===
Let ℰ be an affine space.

Let V be the tangent space of ℰ.


An element v of V is called a vector.

=== Point ===
Let ℰ be an affine space.


Any element p of ℰ is called a point.",Definition:Affine Space
732,Definition:Affine Subspace,Affine,"Let ℰ be an affine space with tangent space E.

Let ℱ⊆ℰ be a subset of ℰ.


Then ℱ is an affine subspace of ℰ  if and only if  there exists a point p ∈ℰ such that:

:F_p := { q - p: q ∈ℱ}

is a vector subspace of the vector space E.",Definition:Affine Subspace
733,Definition:Affine Transformation,Affine,"Let ℰ and ℱ be affine spaces with difference spaces E and F respectively.

Let ℒ: ℰ→ℱ be a mapping.

=== Definition 1 ===
Let ℰ and ℱ be affine spaces with difference spaces E and F respectively.

Let ℒ: ℰ→ℱ be a mapping.


ℒ is an affine transformation  if and only if  there exists a linear transformation L: E → F such that for every pair of points p, q ∈ℰ:
:ℒ(   )q = ℒ(   )p + L (   )p⃗ ⃗q⃗

=== Definition 2 ===
Let ℰ and ℱ be affine spaces with difference spaces E and F respectively.

Let ℒ: ℰ→ℱ be a mapping.


ℒ is an affine transformation  if and only if :
:∀ v_1, v_2 ∈ℰ: ℒ(   )s v_1 + t v_2 = s ℒ(   )v_1 + t ℒ(   )v_2
for some s, t ∈ℝ such that s + t = 1.",Definition:Affine Transformation
734,Definition:Empty Set,Empty,"The empty set is a set which has no elements.

That is, x ∈∅ is false, whatever x is.


It is usually denoted by some variant of a zero with a line through it, for example ∅ or ∅, and can always be represented as {}.",Definition:Empty Set
735,Definition:Empty Class (Class Theory),Empty,"A class is defined as being empty  if and only if  it has no elements.

That is:
:∀ x: x ∉ A
or:
:∃ x: x ∈ A


The empty class is usually denoted ∅ or ∅.

On   the preferred symbol is ∅.",Definition:Empty Class (Class Theory)
736,Definition:Empty Mapping,Empty,"Let T be a set.


Then the mapping e: ∅→ T whose domain is the empty set and whose codomain is T is called the empty mapping:
:e ⊆∅× T = ∅",Definition:Empty Mapping
737,Definition:Null Relation,Empty,"The null relation is a relation ℛ in S to T such that ℛ is the empty set:
:ℛ⊆ S × T: ℛ = ∅


That is, no element of S relates to any element in T:
:ℛ: S × T: ∀( s, t ) ∈ S × T:  s ℛ t",Definition:Null Relation
738,Definition:Edgeless Graph,Empty,"An edgeless graph is a graph with no edges.

That is, an edgeless graph is a graph of size zero.

Equivalently, an edgeless graph is a graph whose vertices are all isolated.


The edgeless graph of order n is denoted N_n and can be referred to as the n-edgeless graph.",Definition:Edgeless Graph
739,Definition:Summation/Vacuous Summation,Empty,"Take the summation:
:∑_Φ(   )j a_j
where Φ(   )j is a propositional function of j.

Suppose that there are no values of j for which Φ(   )j is true.

Then ∑_Φ(   )j a_j is defined as being 0.

This summation is called a vacuous summation.


This is because:
:∀ a: a + 0 = a
where a is a number.

Hence for all j for which Φ(   )j is false, the sum is unaffected.


This is most frequently seen in the form:
:∑_j  = m^n a_j = 0
where m > n.

In this case, j can not at the same time be both greater than or equal to m and less than or equal to n.


Some sources consider such a treatment as abuse of notation.",Definition:Summation/Vacuous Summation
740,Definition:Class Interval/Empty,Empty,A class interval is empty  if and only if  it is of frequency zero.,Definition:Class Interval/Empty
741,Definition:Zero (Category),Empty,"The category 0, zero, is the empty category:


:


with:
:no objects
and consequently:
:no morphisms.",Definition:Zero (Category)
742,Definition:Adjacent (Graph Theory)/Vertices,Adjacent,"=== Undirected Graph ===
Let G = ( V, E ) be an undirected graph.

Two vertices u, v ∈ V of G are adjacent  if and only if  there exists an edge e = { u, v }∈ E of G to which they are both incident.


Otherwise they are non-adjacent.

=== Digraph ===
Let G = ( V, E ) be a digraph.

Two vertices u, v ∈ V of G are adjacent  if and only if  there exists an arc e = ( u, v ) ∈ E of G to which they are both incident.


Otherwise they are non-adjacent.

=== Non-Adjacent ===
Let G = ( V, E ) be a graph.

Two vertices u, v ∈ V of G are non-adjacent  if and only if  they are not adjacent.",Definition:Adjacent (Graph Theory)/Vertices
743,Definition:Adjacent (Graph Theory)/Edges,Adjacent,"=== Undirected Graph ===
Let G = ( V, E ) be an undirected graph.

Two edges e_1, e_2 ∈ E of G adjacent  if and only if  there exists a vertex v ∈ V to which they are both incident.


Otherwise they are non-adjacent.

=== Digraph ===
Let G = ( V, E ) be a digraph.

Two arcs e_1, e_2 ∈ E of G adjacent  if and only if  there exists a vertex v ∈ V to which they are both incident.


Otherwise they are non-adjacent.

=== Non-Adjacent ===
Let G = ( V, E ) be a graph.

Two edges u, v ∈ V of G are non-adjacent  if and only if  they are not adjacent.",Definition:Adjacent (Graph Theory)/Edges
744,Definition:Adjacent (Graph Theory)/Faces,Adjacent,":

Let G = ( V, E ) be a planar graph.

Two faces of G are adjacent  if and only if  they are both incident to the same edge (or edges).

In the above diagram, BCEF and ABF are adjacent, but BCEF and AFG are not adjacent.


Note that faces which are both incident to the same vertex are not considered adjacent unless they are also both incident to the same edge.",Definition:Adjacent (Graph Theory)/Faces
745,Definition:Angle/Adjacent,Adjacent,"Two angles are adjacent if they have an intersecting line in common:

:",Definition:Angle/Adjacent
746,Definition:Polygon/Adjacent/Side to Vertex,Adjacent,"Each vertex of a polygon is formed by the intersection of two sides.

The two sides that form a particular vertex are referred to as the adjacents of that vertex, or described as adjacent to that vertex.",Definition:Polygon/Adjacent/Side to Vertex
747,Definition:Polygon/Adjacent/Vertex to Side,Adjacent,"Each side of a polygon intersects two other sides, and so is terminated at either endpoint by two vertices.

The two vertices that terminate a particular side are referred to as the adjacents of that side, or described as adjacent to that side.",Definition:Polygon/Adjacent/Vertex to Side
748,Definition:Polygon/Adjacent/Sides,Adjacent,Two sides of a polygon that meet at the same vertex are adjacent to each other.,Definition:Polygon/Adjacent/Sides
749,Definition:Polygon/Adjacent/Vertices,Adjacent,"Each side of a polygon intersects two other sides, and so is terminated at either endpoint by two vertices.


Those two vertices are described as adjacent to each other.",Definition:Polygon/Adjacent/Sides
750,Definition:Polyhedron/Adjacent/Face to Vertex,Adjacent,"Each vertex of a polyhedron is formed by the intersection of a number of faces.

The faces that form a particular vertex are referred to as the adjacents of that vertex, or described as adjacent to that vertex.",Definition:Polyhedron/Adjacent/Face to Vertex
751,Definition:Polyhedron/Adjacent/Vertex to Face,Adjacent,"The vertices that intersect a particular face are referred to as the adjacents of that face, or described as adjacent to that face.",Definition:Polyhedron/Adjacent/Vertex to Face
752,Definition:Polyhedron/Adjacent/Face to Edge,Adjacent,"Each edge of a polyhedron is formed by the intersection of two faces.

The faces that form a particular edge are referred to as the adjacents of that edge, or described as adjacent to that edge.",Definition:Polyhedron/Adjacent/Face to Edge
753,Definition:Polyhedron/Adjacent/Edge to Face,Adjacent,"The edges that intersect at a particular face are referred to as the adjacents of that face, or described as adjacent to that face.",Definition:Polyhedron/Adjacent/Edge to Face
754,Definition:Polyhedron/Adjacent/Faces,Adjacent,Two faces of a polyhedron that meet at the same vertex are adjacent to each other.,Definition:Polyhedron/Adjacent/Faces
755,Definition:Triangle (Geometry)/Adjacent,Adjacent,"The two sides of a triangle which form a particular vertex are referred to as adjacent to that angle.

Similarly, the two vertices of a triangle to which a particular side contributes are referred to as adjacent to that side.


Category:Definitions/Triangles",Definition:Triangle (Geometry)/Adjacent
756,Definition:Triangle (Geometry)/Right-Angled/Adjacent,Adjacent,":


In a right-angled triangle, for a given non-right angled vertex, the adjacent side which is not the hypotenuse is referred to as the adjacent.

In the above figure:
: the adjacent to vertex A is side c
: the adjacent to vertex C is side a.",Definition:Triangle (Geometry)/Right-Angled/Adjacent
757,Definition:Compact Space/Metric Space/Complex,Compact,"Let D be a subset of the complex plane ℂ.


Then D is compact (in ℂ)  if and only if :
:D is closed in ℂ
and
:D is bounded in ℂ.",Definition:Compact Space/Metric Space/Complex
758,Definition:Compact Space/Real Analysis,Compact,"Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


=== Definition 1 ===
Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


H is compact in ℝ  if and only if  H is closed and bounded.

=== Definition 2 ===
Let ℝ be the real number line considered as a topological space under the Euclidean topology.

Let H ⊆ℝ.


H is compact in ℝ  if and only if :
:when H is the union of a set of neighborhoods which are open in H,
:then H is also the union of a finite number of these neighborhoods.",Definition:Compact Space/Topology
759,Definition:Compact Space/Topology,Compact,"=== Definition 1 ===
A topological space T = ( S, τ) is compact  if and only if  every open cover for S has a finite subcover.

=== Definition 2 ===
A topological space T = ( S, τ) is compact  if and only if  it satisfies the Finite Intersection Axiom.

=== Definition 3 ===
A topological space T = ( S, τ) is compact  if and only if  τ has a sub-basis ℬ such that:
:from every cover of S by elements of ℬ, a finite subcover of S can be selected.

=== Definition 4 ===
A topological space T = ( S, τ) is compact  if and only if  every filter on S has a limit point in S.

=== Definition 5 ===
A topological space T = ( S, τ) is compact  if and only if  every ultrafilter on S converges.",Definition:Compact Space/Topology
760,Definition:Compact Space/Topology/Subspace,Compact,"Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


=== Definition 1 ===
Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


The topological subspace T_H = ( H, τ_H ) is compact in T  if and only if  T_H is itself a compact topological space.

=== Definition 2 ===

Let T = ( S, τ) be a topological space.

Let H ⊆ S be a subset of S.


H is compact in T  if and only if  every open cover 𝒞⊆τ for H has a finite subcover.",Definition:Compact Space/Topology/Subspace
761,Definition:Compact Space/Normed Vector Space,Compact,"Let ( X, ‖ · ‖) be a normed vector space. 

Let K ⊆ X.


Then K is compact  if and only if  every sequence in K has a convergent subsequence with limit L ∈ K.

That is, if:

:⟨ x_n ⟩_n ∈ℕ :∀ n ∈ℕ : x_n ∈ K ∃⟨ x_n_k⟩_k ∈ℕ : ∃ L ∈ K: lim_k →∞ x_n_k = L


=== Compact Subspace ===
Let M = ( X, ‖ · ‖) be a normed vector space.

Let K ⊆ X be a subset of X.


The normed vector subspace M_K = ( K, ‖ · ‖_K ) is compact in M  if and only if  M_K is itself a compact normed vector space.",Definition:Compact Space/Normed Vector Space
762,Definition:Compact Element,Compact,"Let ( S, ≼) be an ordered set.

Let x ∈ S.


Then x is compact (element)  if and only if  x ≪ x

where ≪ denotes the way below relation.",Definition:Compact Element
763,Definition:Compact Convergence,Compact,"Let X be a topological space.

Let M be a metric space.

Let ⟨f_n⟩ be a sequence of mappings f_n : X → M.

Let f: X → M be a mapping.


Then f_n converges compactly to f  if and only if  f_n converges uniformly to f on every compact subset of X.",Definition:Compact Convergence
764,Definition:Compactification,Compact,"Let ( X, τ_1 ) be a topological space.

Let ( Y, τ_2 ) be a compact space.

Let f: X → Y be a topological embedding.

Let Img( f ) be everywhere dense in Y.


Then either f or ( Y, τ_2 ) may be called a compactification of ( X, τ_1 ).",Definition:Compactification
