"term","def","file_name","extraction_rule","plain_text_def","plain_text_term"
"implements","Let $(G,\xbar)$~be a graph with $r$~distinguished vertices.  We
    define the vector $\vecv_H(G, \xbar)\in\{0,1\}^\lambda$
    where, for each $i\in[\lambda]$, the $i$th component of
    $\vecv_H(G, \xbar)$ is given by
%
    \begin{equation*}
        \big(\vecv_H(G, \xbar)\big)_i
            \equiv |\Homs{(G,\xbar)}{(H,\ybar_i)}| \pmod2\,.
    \end{equation*}
%
    We say that $(G,\xbar)$ \emph{implements} this vector.","1501.07539#1501.07539.tex","definition + \emph{}","Let (G,) be a graph with r distinguished vertices.  We
    define the vector _H(G, )∈{0,1}^λ
    where, for each i∈[λ], the ith component of
    _H(G, ) is given by

    
    (_H(G, ))_i
                ≡ |(G,)(H,_i)| 2 .


    We say that (G,) implements this vector.","implements"
"implements","Let $n$ be a positive integer and let $\ip=\{p_1, p_2,\cdots, p_k\}$ be a set of positive integers satisfying $\sum_{i=1}^k p_i=n$. We say that a partition $\A=\{A_1,A_2,\dots,A_k\}$ of $[n]$ \emph{implements} the sequence $\{p_i\}_{i=1}^k$, if there is a bijection $f:\A\rightarrow\ip$ such that $|A_i|=f(A_i)$ for all $i=1,\ldots,k$.","1410.6916#partitions_2_submit_2_arxiv.tex","definition + \emph{}","Let n be a positive integer and let ={p_1, p_2,⋯, p_k} be a set of positive integers satisfying ∑_i=1^k p_i=n. We say that a partition ={A_1,A_2,…,A_k} of [n] implements the sequence {p_i}_i=1^k, if there is a bijection f:→ such that |A_i|=f(A_i) for all i=1,…,k.","implements"
"incidence graph","The \textit{incidence graph} of a Steiner triple system is the graph $G$ whose vertices can be partitioned into two sets, one in correspondence with the points of the system and the other in correspondence with its triples, such that two vertices are adjacent precisely when they correspond to a point and a triple containing that point.","1708.07741#Orthrep-Steiner-arXiv.tex","definition + \textit{}","The incidence graph of a Steiner triple system is the graph G whose vertices can be partitioned into two sets, one in correspondence with the points of the system and the other in correspondence with its triples, such that two vertices are adjacent precisely when they correspond to a point and a triple containing that point.","incidence graph"
"incidence graph","\label{def:2.12}{\rm
Let $\mathcal{G}=(V, E)$ be a graph with vertex set $V$ and edge set $E$.
Then the \emph{incidence graph} $\mathtt{Inc}(\mathcal{G})$ of $\mathcal{G}$,
is the bipartite graph with vertex set $V\dot{\cup}E$ such that
$\{v, e\}$ forms an edge if and only if $v\in V$, $e\in E$ and $v$ is
incident with $e$ in $\mathcal{G}$.}","0910.5396#arxiv.tex","definition + \emph{}","Let 𝒢=(V, E) be a graph with vertex set V and edge set E.
Then the incidence graph 𝙸𝚗𝚌(𝒢) of 𝒢,
is the bipartite graph with vertex set V∪̇E such that
{v, e} forms an edge if and only if v∈ V, e∈ E and v is
incident with e in 𝒢.","incidence graph"
"incidence graph","The \emph{incidence graph} of a set system $(X,\mathcal{F})$, denoted by $B(X,\mathcal{F})$, is a bipartite graph with vertex set
$V=X\cup\mathcal{F}$, where two vertices $x\in X$, and $F\in\mathcal{F}$ are adjacent, if and only if, $x\in F$.","1509.03696#On_transversal_and_2-packing_numbers_in_straight_line_segment_systems_arcxiv11sep.tex","definition + \emph{}","The incidence graph of a set system (X,ℱ), denoted by B(X,ℱ), is a bipartite graph with vertex set
V=X∪ℱ, where two vertices x∈ X, and F∈ℱ are adjacent, if and only if, x∈ F.","incidence graph"
"incidence matrix","[\textbf{SBIBD and Incidence Matrix}]\label{def:incidence-matrix-SBIBD} 
For the purposes of this paper we will consider an $SBIBD(v, k, \lambda)$, $B$, to be a $v \times v$ matrix, with entries $0$ and $1$, $k$ ones per row and column, and the inner product of distinct pairs of rows and/or columns to be $\lambda$. This is called the \textit{incidence matrix} of the SBIBD. For these matrices $\lambda(v-1) = k(k-1)$.","1501.07012#Equivalence-Had-Cretan-Mersenne3_1_.tex","definition + \textit{}","[SBIBD and Incidence Matrix] 
For the purposes of this paper we will consider an SBIBD(v, k, λ), B, to be a v × v matrix, with entries 0 and 1, k ones per row and column, and the inner product of distinct pairs of rows and/or columns to be λ. This is called the incidence matrix of the SBIBD. For these matrices λ(v-1) = k(k-1).","incidence matrix"
"incidence matrix","[\textbf{Incidence Matrix}]\label{def:incidence-matrix-SBIBD} 
For the purposes of this paper we will consider an $SBIBD(v, k, \lambda)$, $B$, to be a $v \times v$ matrix, with entries $0$ and $1$, $k$ ones per row and column, and the inner product of distinct pairs of rows and/or columns to be $\lambda$. This is called the \textit{incidence matrix} of the SBIBD. For these matrices $\lambda(v-1) = k(k-1)$.","1502.01082#SBIBD-CRETAN-Matrices_copy_4.tex","definition + \textit{}","[Incidence Matrix] 
For the purposes of this paper we will consider an SBIBD(v, k, λ), B, to be a v × v matrix, with entries 0 and 1, k ones per row and column, and the inner product of distinct pairs of rows and/or columns to be λ. This is called the incidence matrix of the SBIBD. For these matrices λ(v-1) = k(k-1).","incidence matrix"
"incidence matrix","Let $\Gamma=(V,H)$ be a hypergraph with $N$ vertices $v_1,\ldots,v_N$ and $M$ hyperedges $h_1,\ldots,h_M$. We define the $N\times M$ \emph{incidence matrix} of $\Gamma$ as $\mathcal{I}:=(\mathcal{I}_{ij})_{ij}$, where
	\begin{equation*} 
	\mathcal{I}_{ij}:=\begin{cases} 1 & \text{if $v_i$ is an input and not an output of }h_j\\ -1 & \text{if $v_i$ is an output and not an input of }h_j\\ 0 & \text{otherwise.} \end{cases} 
	\end{equation*}Therefore each row $\mathcal{I}_i$ of $\mathcal{I}$ represents a vertex $v_i$ and each column $\mathcal{I}^j$ of $\mathcal{I}$ represents a hyperedge $h_j$.","1804.01474#1804.01474.tex","definition + \emph{}","Let Γ=(V,H) be a hypergraph with N vertices v_1,…,v_N and M hyperedges h_1,…,h_M. We define the N× M incidence matrix of Γ as ℐ:=(ℐ_ij)_ij, where
	
    ℐ_ij:= 1    if v_i is an input and not an output of h_j
     -1    if v_i is an output and not an input of h_j
     0    otherwise.
Therefore each row ℐ_i of ℐ represents a vertex v_i and each column ℐ^j of ℐ represents a hyperedge h_j.","incidence matrix"
"incidence matrix","\rm{
Let $\mathcal{G}$ be a graph with vertex set $V(\mathcal{G})=\{v_1,\dots, v_n\}$ and edge set $E(\mathcal{G})=\{e_1,\dots, e_p\}$. We call \emph{incidence matrix} $M=\{m_{ij}\}, \, i=1,\dots, n, \, j=1,\dots, p$, associated to $\mathcal{G}$ the $n\times p$ matrix such that:\vspace{-1.2mm}
\begin{itemize}
\item $a_{ij} = 2$, if the vertex $\{v_i\}$ has the loop $\{e_j\}$;\vspace{-1.8mm}
\item $a_{ij} = 1$, if the vertex $\{v_i\}$ meets the edge $\{e_j\}$;\vspace{-1.8mm}
\item $a_{ij} = 0$, if the vertex $\{v_i\}$ is external to the edge $\{e_j\}$.
\end{itemize}
}","1704.04892#Spanning_tree_final.tex","definition + \emph{}","
Let 𝒢 be a graph with vertex set V(𝒢)={v_1,…, v_n} and edge set E(𝒢)={e_1,…, e_p}. We call incidence matrix M={m_ij},   i=1,…, n,   j=1,…, p, associated to 𝒢 the n× p matrix such that:



  * a_ij = 2, if the vertex {v_i} has the loop {e_j};


  * a_ij = 1, if the vertex {v_i} meets the edge {e_j};


  * a_ij = 0, if the vertex {v_i} is external to the edge {e_j}.

","incidence matrix"
"incidence pattern;reduced incidence pattern","\label{defi:incidence}
The \emph{incidence pattern} of a pair of maps $(\gauss^+,\gauss^-)$ in $S^{d-2}$ is the bipartite directed graph having a node for each facet of $\gauss^+$ and $\gauss^-$ and having an arrow from a cell $C$ to a cell $D$ if there is a vertex of $C$ in the interior of $D$.
%
The \emph{reduced incidence pattern} is the subgraph induced by facets of one map that contain some vertex of the other map.","1202.4701#5-prismatoids.tex","definition + \emph{}","
The incidence pattern of a pair of maps (^+,^-) in S^d-2 is the bipartite directed graph having a node for each facet of ^+ and ^- and having an arrow from a cell C to a cell D if there is a vertex of C in the interior of D.

The reduced incidence pattern is the subgraph induced by facets of one map that contain some vertex of the other map.","incidence pattern;reduced incidence pattern"
"incidence pattern;reduced incidence pattern","\label{defi:incidence}
Let $\calC$ be a topological prismatoid with bases $B^+$ and $B^-$.
The \emph{incidence pattern} of $\calC$  is the bipartite directed graph having a node for each vertex of $\calC$ with bipartition given by the bases and with the following arcs: for each $v\in B^+$ and $w\in B^-$ we have an arc $v\to w$ (resp., $w\to v$) if there is a facet $F$ in $\calC$ containing $vw$ and incident to $B^+$ (resp., incident to $B^-$). 
%
The \emph{reduced incidence pattern} is the subgraph induced by vertices that are not sources.","1807.03030#prismatoid.tex","definition + \emph{}","
Let  be a topological prismatoid with bases B^+ and B^-.
The incidence pattern of   is the bipartite directed graph having a node for each vertex of  with bipartition given by the bases and with the following arcs: for each v∈ B^+ and w∈ B^- we have an arc v→ w (resp., w→ v) if there is a facet F in  containing vw and incident to B^+ (resp., incident to B^-). 

The reduced incidence pattern is the subgraph induced by vertices that are not sources.","incidence pattern;reduced incidence pattern"
"increasing","Let $(\Omega, \le)$ be a partially ordered set. A non-empty subset $A \subset \Omega$ is called \emph{increasing} if
\[
\omega \in A \ \text{ and }\  \omega \le \omega'\  \Rightarrow \ \omega' \in A.
\]
Given two probability measures $\mu_1$, $\mu_2$ on $(\Omega, \mathcal{F})$,
we say that $\mu_1$ is stochastically smaller than $\mu_2$, denoted by $\mu_1 \preceq \mu_2$, if
\[
\mu_1(A) \le \mu_2(A) \quad \text{for all increasing events $A$}.
\]","1611.03840#KeJin_part_2.tex","definition + \emph{}","Let (Ω, ≤) be a partially ordered set. A non-empty subset A ⊂Ω is called increasing if

    ω∈ A   and  ω≤ω' ⇒ ω' ∈ A.

Given two probability measures μ_1, μ_2 on (Ω, ℱ),
we say that μ_1 is stochastically smaller than μ_2, denoted by μ_1 ≼μ_2, if

    μ_1(A) ≤μ_2(A)   for all increasing events A.
","increasing"
"increasing","A key tableau $T$ is \emph{increasing} if the rows are strictly increasing (left to right) and $\lift_i(T)=T$ for all $i$.
  \label{def:inc_key}","1903.05802#weak_EG.tex","definition + \emph{}","A key tableau T is increasing if the rows are strictly increasing (left to right) and _i(T)=T for all i.
  ","increasing"
"increasing","%\label{def:gen-pattern}
 A dashed pattern $p=\tau^{(1)}-\tau^{(2)}-\cdots-\tau^{(\ell)}$  is said to be\\[-0.7cm] 
\begin{itemize}
\item[-] \emph{connected} if, for $i=1,2,\ldots,\ell-1$, $\tau^{(i)}$ and $\tau^{(i+1)}$ are incomparable or equal;\\[-0.8cm] 
\item[-] \emph{piecewise decreasing} (resp., \textit{increasing} ) if each $\tau^{(i)}$ is  (strictly)  decreasing (resp., increasing).
\end{itemize}","1201.4317#1201.4317.tex","definition + \textit{}","
 A dashed pattern p=τ^(1)-τ^(2)-⋯-τ^(ℓ)  is said to be
 


  - connected if, for i=1,2,…,ℓ-1, τ^(i) and τ^(i+1) are incomparable or equal;
 

  - piecewise decreasing (resp., increasing ) if each τ^(i) is  (strictly)  decreasing (resp., increasing).
","increasing"
"increasing","\label{increasing}
        Let $a= (a_1, a_2, \ldots, a_m), b = (b_1, b_2, \ldots, b_m) \in \{-1, 1\}^m$. We write $a \leqslant b$, if for each $i=1, \ldots, m$ we have $a_i \leqslant b_i$. A function $f \colon \{-1, +1\}^m \to \{0, 1\}$ is called \textit{increasing} , if the inequality $a\leqslant b$ implies the inequality $f(a)~\leqslant~f(b).$","1912.01757#Hexagons_english.tex","definition + \textit{}","
        Let a= (a_1, a_2, …, a_m), b = (b_1, b_2, …, b_m) ∈{-1, 1}^m. We write a ⩽ b, if for each i=1, …, m we have a_i ⩽ b_i. A function f {-1, +1}^m →{0, 1} is called increasing , if the inequality a⩽ b implies the inequality f(a) ⩽ f(b).","increasing"
"increasing","Let $\Omega_n$ denote the discrete cube $\{0,1\}^n$, and identify elements of $\Omega_n$ with
subsets of $[n]=\{1,2,\ldots,n\}$ in the natural manner. A family $\A \subset \Omega_n$ is
\emph{increasing} if $(S \in \A) \wedge (S \subset T)$ implies $T \in \A$ (alternatively, if
the characteristic function $\textbf{1}_\A$ is non-decreasing with respect to the natural
partial order on $\Omega_n$).","1511.04600#1511.04600.tex","definition + \emph{}","Let Ω_n denote the discrete cube {0,1}^n, and identify elements of Ω_n with
subsets of [n]={1,2,…,n} in the natural manner. A family ⊂Ω_n is
increasing if (S ∈) ∧ (S ⊂ T) implies T ∈ (alternatively, if
the characteristic function 1_ is non-decreasing with respect to the natural
partial order on Ω_n).","increasing"
"increasing ordered tree","An \emph{increasing ordered tree} of size $n$ is a plane tree with $n+1$ labeled vertices, the standard label set being $\{0,1,2,\ldots,n\}$, such that each
child exceeds its parent.
An increasing ordered tree {\em has increasing leaves} if its leaves, taken in pre-order, are increasing.","1808.04114#inv_seq_with_bijection.tex","definition + \emph{}","An increasing ordered tree of size n is a plane tree with n+1 labeled vertices, the standard label set being {0,1,2,…,n}, such that each
child exceeds its parent.
An increasing ordered tree has increasing leaves if its leaves, taken in pre-order, are increasing.","increasing ordered tree"
"increasing ordered tree","An \emph{increasing ordered tree} is a rooted tree, with nodes labeled $0,1,\dots,n$ (for some $n\geq 0$), such that:
\begin{itemize}
  \item each path from the root to any leaf has increasing labels (in particular, the root has label $0$);
  \item for each node, a total order of its children is specified.
\end{itemize}","1706.06360#Draft_1.tex","definition + \emph{}","An increasing ordered tree is a rooted tree, with nodes labeled 0,1,…,n (for some n≥ 0), such that:

  
  * each path from the root to any leaf has increasing labels (in particular, the root has label 0);
  
  * for each node, a total order of its children is specified.
","increasing ordered tree"
"increasing ordered tree","An \emph{increasing ordered tree} is a rooted tree, with nodes labeled by a finite subset $L \subset \N$, such that:
  \begin{itemize}
    \item each path from the root to any leaf has increasing labels (in particular, the root has label $\min L$);
    \item for each node, a total order of its children is specified.
  \end{itemize}
  If $L$ is not specified, it is assumed to be $\{0,1,\dotsc,n\}$ for some integer $n\geq 0$.","1811.08403#dowling.tex","definition + \emph{}","An increasing ordered tree is a rooted tree, with nodes labeled by a finite subset L ⊂, such that:
  
    
  * each path from the root to any leaf has increasing labels (in particular, the root has label min L);
    
  * for each node, a total order of its children is specified.
  
  If L is not specified, it is assumed to be {0,1,…,n} for some integer n≥ 0.","increasing ordered tree"
"increasing tableau","An \textit{increasing tableau} of shape $\lambda$ is a filling of boxes of partition shape $\lambda$ with positive integers such that the entries strictly increase from left to right across rows and strictly increase from top to bottom along columns. We will use Inc$^{q}(\lambda)$ to indicate the set of increasing tableaux of shape $\lambda$ with entries at most $q$.","1705.02665#2xaxb_Homomesy_Result_v5.tex","definition + \textit{}","An increasing tableau of shape λ is a filling of boxes of partition shape λ with positive integers such that the entries strictly increase from left to right across rows and strictly increase from top to bottom along columns. We will use Inc^q(λ) to indicate the set of increasing tableaux of shape λ with entries at most q.","increasing tableau"
"increasing tableau","An \textit{increasing tableau} of shape $\lambda$ is a filling of boxes of partition shape $\lambda$ with positive integers such that the entries strictly increase from left to right across rows and strictly increase from top to bottom along columns. We will use $\inc{q}{\lambda}$ to indicate the set of increasing tableaux of shape $\lambda$ with entries at most $q$.","1710.07179#MultidimensionalPosetDynamics_submit.tex","definition + \textit{}","An increasing tableau of shape λ is a filling of boxes of partition shape λ with positive integers such that the entries strictly increase from left to right across rows and strictly increase from top to bottom along columns. We will use qλ to indicate the set of increasing tableaux of shape λ with entries at most q.","increasing tableau"
"indecomposable","\label{de:positive-indecomposables} 
A positive element $x\in\myAA(b,c)$ is
\emph{indecomposable} if it cannot be expressed as the sum of two positive elements.","1303.5806#1303.5806.tex","definition + \emph{}"," 
A positive element x∈(b,c) is
indecomposable if it cannot be expressed as the sum of two positive elements.","indecomposable"
"indecomposable","\label{thm:h11cispecial}
Let $\Delta$ be a five-dimensional reflexive polytope. Let $X\subset{\mathbb{P}}_\Delta$ be a complete intersection Calabi-Yau threefold corresponding to a fixed \emph{indecomposable} nef partition of $\Delta$ with associated dual Cayley polytope $P$. Then
\begin{alignat*}{3}
h^{1,1}(X)\ 
&&=&\ 
\ell(P^*)-7
-\sum_{\dim y=0} \ell^*(2\cdot y^\vee)\ 
&+&\sum_{\dim y=1}\ell^*(y^\vee)\\
&&+&\sum_{\dim y=1}\ell^*(y)\cdot \ell^*(2\cdot y^\vee)
&-&\sum_{\sumfrac{\dim x=2}{\sumfrac{\dim y=3}{x<y}}} \ell^*(x)\cdot \ell^*(y^\vee)\\
%\label{bipart:3_3}
&&-&\sum_{\dim y=2}\ell^*(2\cdot y)\cdot \ell^*(y^\vee)
&+&\sum_{\dim y=3}\ell^*(2\cdot y)\cdot \ell^*(y^\vee).
\end{alignat*}
where sums run over faces of $P$ of indicated dimensions.","0907.2701#DoranNovoseltsev_HNCICY.tex","theorem + \emph{}","
Let Δ be a five-dimensional reflexive polytope. Let X⊂ℙ_Δ be a complete intersection Calabi-Yau threefold corresponding to a fixed indecomposable nef partition of Δ with associated dual Cayley polytope P. Then

h^1,1(X) 
      =    
ℓ(P^*)-7
-∑_y=0 ℓ^*(2·y^∨) 
   +   ∑_y=1ℓ^*(y^∨)

      +   ∑_y=1ℓ^*(y)·ℓ^*(2·y^∨)
   -   ∑_x=2y=3x<y ℓ^*(x)·ℓ^*(y^∨)


      -   ∑_y=2ℓ^*(2·y)·ℓ^*(y^∨)
   +   ∑_y=3ℓ^*(2·y)·ℓ^*(y^∨).

where sums run over faces of P of indicated dimensions.","indecomposable"
"indecomposable","\label{de:positive-indecomposables} 
A positive element $x\in\myAA$ is
\emph{indecomposable} if it cannot be expressed as the sum of two positive elements.","1208.2391#1208.2391.tex","definition + \emph{}"," 
A positive element x∈ is
indecomposable if it cannot be expressed as the sum of two positive elements.","indecomposable"
"independence complex","Let $G=(V,E)$ be a graph.  The \textit{independence complex} of $G$, $\Ind(G)$, is the simplicial complex with vertex set $V$ and faces given by independent sets.","0912.0720#Braun_IndependenceComplexesStableKneserGraphs_Arxiv_Dec2009.tex","definition + \textit{}","Let G=(V,E) be a graph.  The independence complex of G, (G), is the simplicial complex with vertex set V and faces given by independent sets.","independence complex"
"independence complex","Let $\mathcal H=(V,H)$ be a hypergraph. The \emph{independence complex} , $I(\mathcal H)$ is defined
 to have simplices which consist of collections of vertices from $V$, such that no set of vertices spans a hyperedge.","0808.0739#revisedcube2010.tex","definition + \emph{}","Let ℋ=(V,H) be a hypergraph. The independence complex , I(ℋ) is defined
 to have simplices which consist of collections of vertices from V, such that no set of vertices spans a hyperedge.","independence complex"
"independence complex","Let $G$ be a graph. The \emph{independence complex} ${\tt Ind}(G)$ is a simplicial complex with the same vertex set as $G$ and its
independent sets as faces.","1002.4074#1002.4074.tex","definition + \emph{}","Let G be a graph. The independence complex Ind(G) is a simplicial complex with the same vertex set as G and its
independent sets as faces.","independence complex"
"independent","\label{def:bi}
Given an action $\tau$ of period $n$ on a set of objects $S$ and a statistic $\xi :S\rightarrow \KK$, where
$\KK$ is any field, we call $\xi $ \textbf{birationally homomesic} 
if the value of $\prod_{k=0}^{n-1}\xi (\tau^{k}(s))$ is a constant $c\in \KK $,
\emph{independent} of $s$.","1801.03877#musiker-Roby-arXiv-Final.tex","definition + \emph{}","
Given an action τ of period n on a set of objects S and a statistic ξ :S→, where
 is any field, we call ξ birationally homomesic 
if the value of ∏_k=0^n-1ξ (τ^k(s)) is a constant c∈,
independent of s.","independent"
"independent","\label{def:indept}{\rm
Two cyclic normal quotients $\Ga_M, \Ga_N$ of $(\Ga, G)\in\OG(4)$ are \emph{independent}
if the normal quotient $\Ga_K$ is not a cycle, where $K = \tilde N\cap\tilde M$, with 
$\tilde N, \tilde M$ the subgroups consisting of all the elements of $G$ which fix 
setwise each $N$-orbit, or each $M$-orbit, respectively. 
}","1612.06024#1612.06024.tex","definition + \emph{}","Two cyclic normal quotients _M, _N of (, G)∈(4) are independent
if the normal quotient _K is not a cycle, where K = Ñ∩M̃, with 
Ñ, M̃ the subgroups consisting of all the elements of G which fix 
setwise each N-orbit, or each M-orbit, respectively. 
","independent"
"independent","A transducer is \emph{independent} if the random vector $\bfomega$
converges in distribution to a random vector with two independent
components, i.e., the sum of the input $\inputsum(X_{n})$ and the sum of the output
$\out(X_{n})$ are asymptotically independent random variables.","1404.3680#independenthamming.tex","definition + \emph{}","A transducer is independent if the random vector 
converges in distribution to a random vector with two independent
components, i.e., the sum of the input (X_n) and the sum of the output
(X_n) are asymptotically independent random variables.","independent"
"independent","Suppose $x$ belongs to the $j^{th}$ slice of $\{-1,\dots,-r+k/2\}$, (i.e), $x \in \{-i_{j-1}-1,\dots,\max \; (-i_j,-r+k/2)\}$. Then $x$ is called \emph{independent} if $x$ does not share an edge with $i_j$.","1904.08903#1904.08903.tex","definition + \emph{}","Suppose x belongs to the j^th slice of {-1,…,-r+k/2}, (i.e), x ∈{-i_j-1-1,…,max  (-i_j,-r+k/2)}. Then x is called independent if x does not share an edge with i_j.","independent"
"independent","An AGS $f$ is \emph{independent} if 
\begin{enumerate}[label=\textit{(\roman*)} ]
\item $f(\Gamma)=f(\Gamma')$ for all games $\Gamma=(A_1,A_2,u)$ and $\Gamma'=(A_1,A_2,u')$ such that $u(a_1,a_2)=u'(a_1,a_2)$ for all $a_1\in A_1$, $a_2\in A_2$, and
\item $f((\pi_1(A_1),(\pi_2(A_2),u'))=(\pi_1(f(\Gamma),\pi_2(f(\Gamma)))$ for all games $\Gamma=(A_1,A_2,u)$ and $\Gamma'=(A_1',A_2',u')$, and isomorphisms $\pi_1:A_1\rightarrow A_1'$ and $\pi_2:A_2\rightarrow A_2'$ of $\Gamma$ and $\Gamma'$.
\end{enumerate}","0803.2138#minstable.tex","definition + \emph{}","An AGS f is independent if 


  * f(Γ)=f(Γ') for all games Γ=(A_1,A_2,u) and Γ'=(A_1,A_2,u') such that u(a_1,a_2)=u'(a_1,a_2) for all a_1∈ A_1, a_2∈ A_2, and

  * f((π_1(A_1),(π_2(A_2),u'))=(π_1(f(Γ),π_2(f(Γ))) for all games Γ=(A_1,A_2,u) and Γ'=(A_1',A_2',u'), and isomorphisms π_1:A_1→ A_1' and π_2:A_2→ A_2' of Γ and Γ'.
","independent"
"independent","A Stanley sequence $S(A)=(a_n)$ is \textit{independent} if there exists constants $\lambda=\lambda(A)$ and $\kappa=\kappa(A)$ such that for all $k\ge \kappa$ and $0\le i<2^k$, we have 
\begin{itemize}
\item{
$a_{2^{k}+i}=a_{2^k}+a_i$
}
\item{
$a_{2^k}=2a_{2^k-1}-\lambda+1.$
}
\end{itemize}","1707.02037#oddcharacterspaper.tex","definition + \textit{}","A Stanley sequence S(A)=(a_n) is independent if there exists constants λ=λ(A) and κ=κ(A) such that for all k≥κ and 0≤ i<2^k, we have 


  * 
a_2^k+i=a_2^k+a_i


  * 
a_2^k=2a_2^k-1-λ+1.

","independent"
"independent","\label{D.independent}
A family $\bbA$ of subsets of $Y$ is \emph{independent} if for all finite disjoint subsets 
$F\neq \emptyset$ and $G$ of $\bbA$ we have that $\bigcap F\setminus \bigcup G$ is nonempty.","0908.3927#0908.3927.tex","definition + \emph{}","
A family  of subsets of Y is independent if for all finite disjoint subsets 
F≠∅ and G of  we have that ⋂ F∖⋃ G is nonempty.","independent"
"independent","We call an arc system $\mathcal{A}$ \emph{independent} if it has the property that for all $A$ in $\mathcal{A}$ we have $|\overline{A}|\le k$.","1809.07736#main.tex","definition + \emph{}","We call an arc system 𝒜 independent if it has the property that for all A in 𝒜 we have |A|≤ k.","independent"
"index","Let $G$ be a game and let: (i) $^{\ell}G$ be the game $G$ where every  terminal position
of value $-1$ (that is a Right win) is replaced by $0$; and (ii) $G^{r}$ be the game $G$ where every  terminal position
of value $1$ (that is a Left win) is replaced by $0$. Let $\ell_G=Ex(^{\ell}G)$ and $r_G=Ex(G^{r})$.
The \textit{index} of $G$ is $I(G) = \left[\ell_G, r_G\right]$.","1810.02870#1810.02870.tex","definition + \textit{}","Let G be a game and let: (i) ^ℓG be the game G where every  terminal position
of value -1 (that is a Right win) is replaced by 0; and (ii) G^r be the game G where every  terminal position
of value 1 (that is a Left win) is replaced by 0. Let ℓ_G=Ex(^ℓG) and r_G=Ex(G^r).
The index of G is I(G) = [ℓ_G, r_G].","index"
"index","If $F\in F(D)$ then for $1\leq i\leq\mu$ the \emph{index} of $F$ with respect to $K_{i}$ is the parity (mod $2$) of the number of intersection points of a path $P_{F}$ with the image of $K_{i}$ in the plane. We denote the index $i_{D}(F,K_i)$.","1701.04308#colorings3.tex","definition + \emph{}","If F∈ F(D) then for 1≤ i≤μ the index of F with respect to K_i is the parity (mod 2) of the number of intersection points of a path P_F with the image of K_i in the plane. We denote the index i_D(F,K_i).","index"
"index","If $G$ is a looped simple graph and $P$ is a triangulation of $W(G)$ then the
\emph{index} of $P$ is $\left\Vert P\right\Vert =\left\vert
\{\text{non-canonical cells of }P\}\right\vert $.","1301.4946#lcma4t.tex","definition + \emph{}","If G is a looped simple graph and P is a triangulation of W(G) then the
index of P is ‖ P‖ =|{non-canonical cells of P}|.","index"
"index","For a point $v\in\Lambda_\Q$, let $u\in\Lambda$ be the unique primitive lattice point such that $v=\lambda u$ for some non-negative value $\lambda$ (set $u=0$, $\lambda=0$ if $v=0$). We define $\tilde{v}$ to be given by $\lceil\lambda\rceil u$, i.e. $\tilde{v}$ is the first lattice point after or equal to $v$ on the ray defined by $v$. Let $P\subset\Lambda_\Q$ be a polytope with vertices $\V{P}$. Then the \emph{index} $\idx{P}$ of $P$ is the index of the sublattice generated by $\left\{\tilde{u}\mid u\in\V{P}\right\}$ in $\linspan{P}\cap\Lambda$.","1301.6641#normal_form.tex","definition + \emph{}","For a point v∈Λ_, let u∈Λ be the unique primitive lattice point such that v=λ u for some non-negative value λ (set u=0, λ=0 if v=0). We define ṽ to be given by ⌈λ⌉ u, i.e. ṽ is the first lattice point after or equal to v on the ray defined by v. Let P⊂Λ_ be a polytope with vertices P. Then the index P of P is the index of the sublattice generated by {ũ| u∈P} in P∩Λ.","index"
"index","\label{index} For any module $X$ appearing in an exceptional collection $E$, we define its \emph{index} as its position in $E$. It is denoted by $ind_E(X)$.","1909.05887#1909.05887.tex","definition + \emph{}"," For any module X appearing in an exceptional collection E, we define its index as its position in E. It is denoted by ind_E(X).","index"
"induced","If a new first TD is introduced to word evolution $E \in \mathcal{W}_n$, the resulting evolution $E' \in \mathcal{W}_{n+1}$ is called an \emph{induced} evolution.","1402.0104#Manuscript.tex","definition + \emph{}","If a new first TD is introduced to word evolution E ∈𝒲_n, the resulting evolution E' ∈𝒲_n+1 is called an induced evolution.","induced"
