dd_page_title,term,definition,def_page_title,categories,plain_text_definition
Definition:Integral,Integral,"Let $A$ be a commutative ring with unity.

Let $R\subset A$ be a subring.


The ring extension $R \subseteq A$ is said to be integral  if and only if  for all $a \in A$, $a$ is integral over $R$.",Definition:Integral Ring Extension,['Definitions/Commutative Algebra'],"Let A be a commutative ring with unity.

Let R⊂ A be a subring.


The ring extension R ⊆ A is said to be integral  if and only if  for all a ∈ A, a is integral over R."
Definition:Integral,Integral,An integral polynomial is a polynomial over the ring of integers $\mathbb Z$.,Definition:Integral Polynomial,"['Definitions/Integral Polynomials', 'Definitions/Polynomial Theory', 'Definitions/Integers']",An integral polynomial is a polynomial over the ring of integers ℤ.
Definition:Integral,Integral,"Integral calculus is a subfield of calculus which is concerned with the study of the rates at which quantities accumulate.

Equivalently, given the rate of change of a quantity integral calculus provides techniques of providing the quantity itself.

The equivalence of the two uses are demonstrated in the Fundamental Theorem of Calculus.

The technique is also frequently used for the purpose of calculating areas and volumes of curved geometric figures.",Definition:Calculus/Integral,"['Definitions/Integral Calculus', 'Definitions/Calculus', 'Definitions/Branches of Mathematics']","Integral calculus is a subfield of calculus which is concerned with the study of the rates at which quantities accumulate.

Equivalently, given the rate of change of a quantity integral calculus provides techniques of providing the quantity itself.

The equivalence of the two uses are demonstrated in the Fundamental Theorem of Calculus.

The technique is also frequently used for the purpose of calculating areas and volumes of curved geometric figures."
Definition:Interior,Interior,"Let $H \subseteq \mathbb C$ be a subset of the complex plane.

The interior of $H$ is the subset of $H$ which consists of the interior points of $H$.",Definition:Interior (Complex Analysis),['Definitions/Complex Analysis'],"Let H ⊆ℂ be a subset of the complex plane.

The interior of H is the subset of H which consists of the interior points of H."
Definition:Interior,Interior,"Let $S \subseteq \mathbb C$ be a subset of the complex plane.

Let $z \in S$.


$z$ is an interior point of $S$  if and only if  $z$ has an $\epsilon$-neighborhood $N_\epsilon \left(   \right)z$ such that $N_\epsilon \left(   \right)z \subseteq S$.",Definition:Interior Point (Complex Analysis),['Definitions/Complex Analysis'],"Let S ⊆ℂ be a subset of the complex plane.

Let z ∈ S.


z is an interior point of S  if and only if  z has an ϵ-neighborhood N_ϵ(   )z such that N_ϵ(   )z ⊆ S."
Definition:Interior,Interior,"Let $f: \left[ 0 \,.\,.\,   \right]1 \to \mathbb R^2$ be a Jordan curve.


It follows from the Jordan Curve Theorem that $\mathbb R^2 \setminus \mathrm {Img} \left( f \right)$ is a union of two disjoint connected components, one of which is bounded.

This bounded component is called the interior of $f$, and is denoted as $\mathrm {Int} \left( f \right)$.",Definition:Jordan Curve/Interior,['Definitions/Jordan Curves'],"Let f: [ 0  . . ]1 →ℝ^2 be a Jordan curve.


It follows from the Jordan Curve Theorem that ℝ^2 ∖Img( f ) is a union of two disjoint connected components, one of which is bounded.

This bounded component is called the interior of f, and is denoted as Int( f )."
Definition:Inverse,Inverse,"The inverse of the conditional:
: $p \implies q$
is the statement:
:$\neg p \implies \neg q$",Definition:Inverse Statement,['Definitions/Conditional'],"The inverse of the conditional:
: p  q
is the statement:
:p  q"
Definition:Inverse,Inverse,"Let $\left( S, \circ \right)$ be an algebraic structure with an identity element $e_S$.

Let $x, y \in S$ be elements.


The element $y$ is an inverse of $x$  if and only if :
:$y \circ x = e_S = x \circ y$
that is,  if and only if  $y$ is both:
:a left inverse of $x$
and:
:a right inverse of $x$.",Definition:Inverse (Abstract Algebra)/Inverse,['Definitions/Inverse Elements'],"Let ( S, ∘) be an algebraic structure with an identity element e_S.

Let x, y ∈ S be elements.


The element y is an inverse of x  if and only if :
:y ∘ x = e_S = x ∘ y
that is,  if and only if  y is both:
:a left inverse of x
and:
:a right inverse of x."
Definition:Inverse,Inverse,"Let $\left( R, +, \circ \right)$ be a ring with unity.

Let $U_R$ denotes the group of units of $R$.

The inverse of $x \in U_R$ by $\circ$ is called the (ring) product inverse of $x$.


The usual means of denoting the product inverse of an element $x$ is by $x^{-1}$.

Thus it is distinguished from the additive inverse of $x$, that is, the (ring) negative of $x$, which is usually denoted $-x$.",Definition:Product Inverse,['Definitions/Ring Theory'],"Let ( R, +, ∘) be a ring with unity.

Let U_R denotes the group of units of R.

The inverse of x ∈ U_R by ∘ is called the (ring) product inverse of x.


The usual means of denoting the product inverse of an element x is by x^-1.

Thus it is distinguished from the additive inverse of x, that is, the (ring) negative of x, which is usually denoted -x."
Definition:Inverse,Inverse,"Let $(S, \circ)$ be an inverse semigroup.

Let $a\in S$.


The inverse of $a$ is the unique element $b\in S$ such that:
:$a = a \circ b \circ a$ and $b = b \circ a \circ b$


Category:Definitions/Inverse Semigroups",Definition:Inverse in Inverse Semigroup,['Definitions/Inverse Semigroups'],"Let (S, ∘) be an inverse semigroup.

Let a∈ S.


The inverse of a is the unique element b∈ S such that:
:a = a ∘ b ∘ a and b = b ∘ a ∘ b


Category:Definitions/Inverse Semigroups"
Definition:Inverse,Inverse,"Let $V$ and $U$ be vector spaces.

Let $A : V \to U$ be an invertible (in the sense of a mapping) linear transformation with inverse mapping $A^{-1} : U \to V$.


We say that $A^{-1}$ is the inverse linear transformation of $A$.",Definition:Inverse Linear Transformation,['Definitions/Linear Transformations'],"Let V and U be vector spaces.

Let A : V → U be an invertible (in the sense of a mapping) linear transformation with inverse mapping A^-1 : U → V.


We say that A^-1 is the inverse linear transformation of A."
Definition:Inverse,Inverse,"Let $X$ be a vector space.

Let $A : X \to X$ be an invertible (in the sense of a mapping) linear transformation with inverse mapping $A^{-1} : X \to X$.


We say that $A^{-1}$ is the inverse linear operator of $A$.",Definition:Inverse Linear Operator,['Definitions/Linear Operators'],"Let X be a vector space.

Let A : X → X be an invertible (in the sense of a mapping) linear transformation with inverse mapping A^-1 : X → X.


We say that A^-1 is the inverse linear operator of A."
Definition:Inverse,Inverse,"Let $f: S \to T$ be a mapping.


The inverse of $f$ is its inverse relation, defined as:
:$f^{-1} := \left\lbrace \left( t, s \right): f \left(   \right)s = t \right\rbrace$

That is:
:$f^{-1} := \left\lbrace \left( t, s \right): \left( s, t \right) \in f \right\rbrace$


That is, $f^{-1} \subseteq T \times S$ is the relation which satisfies:

:$\forall s \in S: \forall t \in T: \left( t, s \right) \in f^{-1} \iff \left( s, t \right) \in f$",Definition:Inverse of Mapping,"['Definitions/Inverses of Mappings', 'Definitions/Inverse Relations', 'Definitions/Mapping Theory', 'Definitions/Relation Theory', 'Definitions/Inverses']","Let f: S → T be a mapping.


The inverse of f is its inverse relation, defined as:
:f^-1 := {( t, s ): f (   )s = t }

That is:
:f^-1 := {( t, s ): ( s, t ) ∈ f }


That is, f^-1⊆ T × S is the relation which satisfies:

:∀ s ∈ S: ∀ t ∈ T: ( t, s ) ∈ f^-1( s, t ) ∈ f"
Definition:Inverse Image,Inverse Image,"Let $T_1 = \left( S_1, \tau_1 \right)$ and $T_2 = \left( S_2, \tau_2 \right)$ be topological spaces.

Let $f: T_1 \to T_2$ be continuous.

Let $\mathbf C$ be a category which has all small inductive limits.

Let $\mathcal F$ be a $\mathbf C$-valued presheaf on $T_2$.


The inverse image presheaf of $\mathcal F$ via $f$ is the presheaf $f^{-1}_{\operatorname {Psh} } \mathcal F$ on $T_1$ with:
:$\left( f^{-1}_{\operatorname{Psh} } \mathcal F \right)  \left(   \right)U = \ds \varinjlim_{V \mathop \supseteq f \left(   \right)U} \mathcal F \left(   \right)V$ where the inductive limit goes over open $V \subseteq Y$
:$\operatorname {res}^U_W$ is the induced map on the inductive limit of the subset $\left\lbrace V: V \supseteq f \left(   \right)U \right\rbrace \subseteq \left\lbrace V : V \supseteq f \left(   \right)W \right\rbrace$",Definition:Inverse Image Presheaf,['Definitions/Sheaf Theory'],"Let T_1 = ( S_1, τ_1 ) and T_2 = ( S_2, τ_2 ) be topological spaces.

Let f: T_1 → T_2 be continuous.

Let 𝐂 be a category which has all small inductive limits.

Let ℱ be a 𝐂-valued presheaf on T_2.


The inverse image presheaf of ℱ via f is the presheaf f^-1_Pshℱ on T_1 with:
:( f^-1_Pshℱ)  (   )U = _V ⊇ f (   )Uℱ(   )V where the inductive limit goes over open V ⊆ Y
:res^U_W is the induced map on the inductive limit of the subset { V: V ⊇ f (   )U }⊆{ V : V ⊇ f (   )W }"
Definition:Irreducible,Irreducible,"Let $T = \left( S, \tau \right)$ be a topological space.

Let $A$ be a subset of $S$.


Then $A$ is irreducible (subset)  if and only if 
:$A$ is non-empty and closed and for all closed subsets $B, C$ of $S$: $A = B \cup C \implies A = B$ or $A = C$",Definition:Irreducible Subset (Topology),['Definitions/Topology'],"Let T = ( S, τ) be a topological space.

Let A be a subset of S.


Then A is irreducible (subset)  if and only if 
:A is non-empty and closed and for all closed subsets B, C of S: A = B ∪ C  A = B or A = C"
Definition:Irreducible,Irreducible,"Let $\rho: G \to \mathrm {GL} \left( V \right)$ be a linear representation.

Then $\rho$ is irreducible  if and only if  it is not reducible.


That is,  if and only if  there exists no non-trivial proper vector subspace $W$ of $V$ such that:
: $\forall g \in G: \rho \left(   \right)g \left(   \right)W \subseteq W$


Category:Definitions/Representation Theory",Definition:Irreducible (Representation Theory)/Linear Representation,['Definitions/Representation Theory'],"Let ρ: G →GL( V ) be a linear representation.

Then ρ is irreducible  if and only if  it is not reducible.


That is,  if and only if  there exists no non-trivial proper vector subspace W of V such that:
: ∀ g ∈ G: ρ(   )g (   )W ⊆ W


Category:Definitions/Representation Theory"
Definition:Irreducible,Irreducible,"Let $\left({S, \wedge, \preceq}\right)$ be a meet semilattice.

Let $g \in S$.


Then $g$ is meet irreducible  if and only if :
:$\forall x, y \in S: g = x \wedge y \implies g = x$ or $g = y$",Definition:Meet Irreducible,['Definitions/Order Theory'],"Let (S, ∧, ≼) be a meet semilattice.

Let g ∈ S.


Then g is meet irreducible  if and only if :
:∀ x, y ∈ S: g = x ∧ y  g = x or g = y"
Definition:Irreducible,Irreducible,"Let $\left( S, \preceq \right)$ be an ordered set.

Let $p \in S$.

An element $p$ is completely irreducible  if and only if 
:$p^\succeq \setminus \left\lbrace p \right\rbrace$ admits a minimum element
where $p^\succeq$ denotes the upper closure of $p$.",Definition:Completely Irreducible,['Definitions/Order Theory'],"Let ( S, ≼) be an ordered set.

Let p ∈ S.

An element p is completely irreducible  if and only if 
:p^≽∖{ p } admits a minimum element
where p^≽ denotes the upper closure of p."
Definition:Irreducible,Irreducible,"Let $\left( X, \mathcal O_X \right)$ be a scheme.


Then $\left( X, \mathcal O_X \right)$ is irreducible  if and only if  $X$ is an irreducible space.",Definition:Irreducible Scheme,['Definitions/Schemes'],"Let ( X, 𝒪_X ) be a scheme.


Then ( X, 𝒪_X ) is irreducible  if and only if  X is an irreducible space."
Definition:Isometry,Isometry,"Let $\left( M, g \right)$ and $\left( \tilde M, \tilde g \right)$ be Riemannian manifolds with Riemannian metrics $g$ and $\tilde g$ respectively.

Let the mapping $\phi : M \to \tilde M$ be a diffeomorphism such that:

:$\phi^* \tilde g = g$


Then $\phi$ is called an isometry from $\left( M, g \right)$ to $\left( \tilde M, \tilde g \right)$.",Definition:Isometry (Riemannian Manifolds),"['Definitions/Isometries (Riemannian Manifolds)', 'Definitions/Riemannian Manifolds', 'Definitions/Isometries']","Let ( M, g ) and ( M̃, g̃) be Riemannian manifolds with Riemannian metrics g and g̃ respectively.

Let the mapping ϕ : M →M̃ be a diffeomorphism such that:

:ϕ^* g̃ = g


Then ϕ is called an isometry from ( M, g ) to ( M̃, g̃)."
Definition:Isomorphism,Isomorphism,"Let $\left( G, \circ \right)$ and $\left( H, * \right)$ be groups.

Let $\phi: G \to H$ be a (group) homomorphism.


Then $\phi$ is a group isomorphism  if and only if  $\phi$ is a bijection.


That is, $\phi$ is a group isomorphism  if and only if  $\phi$ is both a monomorphism and an epimorphism.


If $G$ is isomorphic to $H$, then the notation $G \cong H$ can be used (although notation varies).",Definition:Isomorphism (Abstract Algebra)/Group Isomorphism,['Definitions/Group Homomorphisms'],"Let ( G, ∘) and ( H, * ) be groups.

Let ϕ: G → H be a (group) homomorphism.


Then ϕ is a group isomorphism  if and only if  ϕ is a bijection.


That is, ϕ is a group isomorphism  if and only if  ϕ is both a monomorphism and an epimorphism.


If G is isomorphic to H, then the notation G ≅ H can be used (although notation varies)."
Definition:Isomorphism,Isomorphism,"Let $\left( R, +, \circ \right)$ and $\left( S, \oplus, * \right)$ be rings.

Let $\phi: R \to S$ be a (ring) homomorphism.


Then $\phi$ is a ring isomorphism  if and only if  $\phi$ is a bijection.

That is, $\phi$ is a ring isomorphism  if and only if  $\phi$ is both a monomorphism and an epimorphism.",Definition:Isomorphism (Abstract Algebra)/Ring Isomorphism,"['Definitions/Isomorphisms (Abstract Algebra)', 'Definitions/Ring Homomorphisms']","Let ( R, +, ∘) and ( S, ⊕, * ) be rings.

Let ϕ: R → S be a (ring) homomorphism.


Then ϕ is a ring isomorphism  if and only if  ϕ is a bijection.

That is, ϕ is a ring isomorphism  if and only if  ϕ is both a monomorphism and an epimorphism."
Definition:Isomorphism,Isomorphism,"Let $\left( S_1, \mathcal R_1 \right)$ and $\left( S_2, \mathcal R_2 \right)$ be relational structures.

Let there exist a bijection $\phi: S_1 \to S_2$ such that:
:$(1): \quad \forall \left( s_1, t_1 \right) \in \mathcal R_1: \left( \phi \left(   \right){s_1}, \phi \left(   \right){t_1}  \right) \in \mathcal R_2$
:$(2): \quad \forall \left( s_2, t_2 \right) \in \mathcal R_2: \left( \phi^{-1}  \left(   \right){s_2}, \phi^{-1}  \left(   \right){t_2}  \right) \in \mathcal R_1$


Then $\left( S_1, \mathcal R_1 \right)$ and $\left( S_2, \mathcal R_2 \right)$ are isomorphic, and this is denoted $S_1 \cong S_2$.


The function $\phi$ is called a relation isomorphism, or just an isomorphism, from $\left( S_1, \mathcal R_1 \right)$ to $\left( S_2, \mathcal R_2 \right)$.",Definition:Relation Isomorphism,"['Definitions/Relational Structures', 'Definitions/Mapping Theory']","Let ( S_1, ℛ_1 ) and ( S_2, ℛ_2 ) be relational structures.

Let there exist a bijection ϕ: S_1 → S_2 such that:
:(1):   ∀( s_1, t_1 ) ∈ℛ_1: ( ϕ(   )s_1, ϕ(   )t_1) ∈ℛ_2
:(2):   ∀( s_2, t_2 ) ∈ℛ_2: ( ϕ^-1(   )s_2, ϕ^-1(   )t_2) ∈ℛ_1


Then ( S_1, ℛ_1 ) and ( S_2, ℛ_2 ) are isomorphic, and this is denoted S_1 ≅ S_2.


The function ϕ is called a relation isomorphism, or just an isomorphism, from ( S_1, ℛ_1 ) to ( S_2, ℛ_2 )."
Definition:Isomorphism,Isomorphism,"Let $G = \left( V \left(   \right)G, E \left(   \right)G \right)$ and $H = \left( V \left(   \right)H, E \left(   \right)H \right)$ be graphs.

Let there exist a bijection $F: V \left(   \right)G \to V \left(   \right)H$ such that:
:for each edge $\left\lbrace u, v \right\rbrace \in E \left(   \right)G$, there exists an edge $\left\lbrace F \left(   \right)u, F \left(   \right)v \right\rbrace \in E \left(   \right)H$.


That is, that:
:$F: V \left(   \right)G \to V \left(   \right)H$ is a homomorphism, and

:$F^{-1}: V \left(   \right)H \to V \left(   \right)G$ is a homomorphism.


Then $G$ and $H$ are isomorphic, and this is denoted $G \cong H$.

The function $F$ is called an isomorphism from $G$ to $H$.",Definition:Isomorphism (Graph Theory),['Definitions/Graph Theory'],"Let G = ( V (   )G, E (   )G ) and H = ( V (   )H, E (   )H ) be graphs.

Let there exist a bijection F: V (   )G → V (   )H such that:
:for each edge { u, v }∈ E (   )G, there exists an edge { F (   )u, F (   )v }∈ E (   )H.


That is, that:
:F: V (   )G → V (   )H is a homomorphism, and

:F^-1: V (   )H → V (   )G is a homomorphism.


Then G and H are isomorphic, and this is denoted G ≅ H.

The function F is called an isomorphism from G to H."
Definition:Isomorphism,Isomorphism,"Let $H, K$ be Hilbert spaces.

Denote by $\left\langle \cdot,   \right\rangle\cdot_H$ and $\left\langle \cdot,   \right\rangle\cdot_K$ their respective inner products.

An isomorphism between $H$ and $K$ is a map $U: H \to K$, such that:

:$(1): \quad U$ is a linear map
:$(2): \quad U$ is surjective
:$(3): \quad \forall g, h \in H: \left\langle g,   \right\rangle h_H = \left\langle U g,   \right\rangle{U h}_K$

These three requirements may be summarized by stating that $U$ be a surjective isometry.

Furthermore, Surjection that Preserves Inner Product is Linear shows that requirement $(1)$ is superfluous.


If such an isomorphism $U$ exists, $H$ and $K$ are said to be isomorphic.


As the name isomorphism suggests, Hilbert Space Isomorphism is Equivalence Relation.",Definition:Isomorphism (Hilbert Spaces),['Definitions/Hilbert Spaces'],"Let H, K be Hilbert spaces.

Denote by ⟨·,   ⟩·_H and ⟨·,   ⟩·_K their respective inner products.

An isomorphism between H and K is a map U: H → K, such that:

:(1):    U is a linear map
:(2):    U is surjective
:(3):   ∀ g, h ∈ H: ⟨ g,   ⟩ h_H = ⟨ U g,   ⟩U h_K

These three requirements may be summarized by stating that U be a surjective isometry.

Furthermore, Surjection that Preserves Inner Product is Linear shows that requirement (1) is superfluous.


If such an isomorphism U exists, H and K are said to be isomorphic.


As the name isomorphism suggests, Hilbert Space Isomorphism is Equivalence Relation."
Definition:Isotropy,Isotropy,"Isotropy is a property of a physical system such that measurements of that system are independent of the direction in which those measurements are taken.

 ",Definition:Isotropy (Physics),['Definitions/Physics'],"Isotropy is a property of a physical system such that measurements of that system are independent of the direction in which those measurements are taken.

 "
Definition:Isotropy,Isotropy,"Let $\left( M, g \right)$ be a Riemannian manifold.

Let $\text {Iso} \left(   \right){M, g}$ be the set of all isometries from $M$ to itself.

Let $\text {Iso}_p \left(   \right){M, g}$ be the isotropy subgroup at $p \in M$.

That is, let $\text {Iso}_p \left(   \right){M, g}$ be the subgroup of $\text {Iso} \left(   \right){M, g}$ consisting of isometries that fix $p \in M$.

Let $T_p M$ be the tangent space of $M$ at $p \in M$.

For each $\phi \in \text {Iso}_p \left(   \right){M, g}$ let $\,\mathrm d \phi_p$ be a linear mapping such that:

:$\,\mathrm d \phi_p : T_p M \to T_p M$

Let $\mathrm {GL} \left( T_p M \right)$ be the general linear group over $T_p M$.

Let $I_p : \text {Iso}_p \left(   \right){M, g} \to \mathrm {GL} \left( T_p M \right)$ be a mapping such that $I_p \left(   \right)\phi = \,\mathrm d \phi_p$.


Then the mapping $I_p$ is a representation of $\text {Iso}_p \left(   \right){M, g}$ and is called the isotropy representation.",Definition:Isotropy Representation,['Definitions/Riemannian Geometry'],"Let ( M, g ) be a Riemannian manifold.

Let Iso(   )M, g be the set of all isometries from M to itself.

Let Iso_p (   )M, g be the isotropy subgroup at p ∈ M.

That is, let Iso_p (   )M, g be the subgroup of Iso(   )M, g consisting of isometries that fix p ∈ M.

Let T_p M be the tangent space of M at p ∈ M.

For each ϕ∈Iso_p (   )M, g let dϕ_p be a linear mapping such that:

:dϕ_p : T_p M → T_p M

Let GL( T_p M ) be the general linear group over T_p M.

Let I_p : Iso_p (   )M, g→GL( T_p M ) be a mapping such that I_p (   )ϕ =  dϕ_p.


Then the mapping I_p is a representation of Iso_p (   )M, g and is called the isotropy representation."
Definition:Join,Join,"Consider the Boolean algebra $\left( S, \vee, \wedge, \neg \right)$


The operation $\vee$ is called join.",Definition:Boolean Algebra/Join,['Definitions/Boolean Algebras'],"Consider the Boolean algebra ( S, ∨, ∧, )


The operation ∨ is called join."
Definition:Join,Join,"Let $\left( S, \preceq \right)$ be an ordered set.

Let $a, b \in S$.

Let their supremum $\sup \left\lbrace a, b \right\rbrace$ exist in $S$.


Then the join of $a$ and $b$ is defined as:

:$a \vee b = \sup \left\lbrace a, b \right\rbrace$


Expanding the definition of supremum, one sees that $c = a \vee b$  if and only if :

:$(1): \quad a \preceq c$ and $b \preceq c$
:$(2): \quad \forall s \in S: a \preceq s$ and $b \preceq s \implies c \preceq s$",Definition:Join (Order Theory),"['Definitions/Order Theory', 'Definitions/Lattice Theory']","Let ( S, ≼) be an ordered set.

Let a, b ∈ S.

Let their supremum sup{ a, b } exist in S.


Then the join of a and b is defined as:

:a ∨ b = sup{ a, b }


Expanding the definition of supremum, one sees that c = a ∨ b  if and only if :

:(1):    a ≼ c and b ≼ c
:(2):   ∀ s ∈ S: a ≼ s and b ≼ s  c ≼ s"
Definition:Join,Join,"Let $G = \left( V, E \right)$ be a graph.

Let $u$ and $v$ be vertices of $G$.

Let $e = u v$ be an edge of $G$.


Then $e$ joins the vertices $u$ and $v$.",Definition:Graph (Graph Theory)/Edge/Join,"['Definitions/Edges of Graphs', 'Definitions/Vertices of Graphs']","Let G = ( V, E ) be a graph.

Let u and v be vertices of G.

Let e = u v be an edge of G.


Then e joins the vertices u and v."
Definition:Kernel,Kernel,"Let $\left( R, +, \cdot \right)$ be a ring.

Let:
:$M: \quad \cdots \longrightarrow M_i \stackrel {d_i} \longrightarrow M_{i + 1} \stackrel {d_{i + 1} } \longrightarrow M_{i + 2} \stackrel {d_{i + 2} } \longrightarrow \cdots$
and
:$N: \quad \cdots \longrightarrow N_i \stackrel {d'_i} \longrightarrow N_{i + 1} \stackrel {d'_{i + 1} } \longrightarrow N_{i + 2} \stackrel {d'_{i + 2} } \longrightarrow \cdots$
be two differential complexes of $R$-modules.

Let $\phi = \left\lbrace \phi_i : i \in \mathbb Z \right\rbrace$ be a homomorphism $M \to N$.

For each $i \in \mathbb Z$ let $K_i$ be the kernel of $\phi_i$.

For each $i \in \mathbb Z$ let $f_i$ be the restriction of $d_i$ to $K_i$.


Then the kernel of $\phi$ is:

:$\ker \phi : \quad \cdots \longrightarrow K_i \stackrel {f_i} \longrightarrow K_{i + 1} \stackrel {f_{i + 1} } \longrightarrow K_{i + 2} \stackrel {f_{i + 2} } \longrightarrow \cdots$",Definition:Kernel of Homomorphism of Differential Complexes,['Definitions/Homological Algebra'],"Let ( R, +, ·) be a ring.

Let:
:M:   ⋯⟶ M_i d_i⟶ M_i + 1d_i + 1⟶ M_i + 2d_i + 2⟶⋯
and
:N:   ⋯⟶ N_i d'_i⟶ N_i + 1d'_i + 1⟶ N_i + 2d'_i + 2⟶⋯
be two differential complexes of R-modules.

Let ϕ = {ϕ_i : i ∈ℤ} be a homomorphism M → N.

For each i ∈ℤ let K_i be the kernel of ϕ_i.

For each i ∈ℤ let f_i be the restriction of d_i to K_i.


Then the kernel of ϕ is:

:ϕ :   ⋯⟶ K_i f_i⟶ K_i + 1f_i + 1⟶ K_i + 2f_i + 2⟶⋯"
Definition:Kernel,Kernel,"Let $F \left(   \right)p$ be an integral transform:

:$F \left(   \right)p = \ds \int_a^b f \left(   \right)x K \left(   \right){p, x} \,\mathrm d x$


The function $K \left(   \right){p, x}$ is the kernel of $F \left(   \right)p$.",Definition:Integral Transform/Kernel,"['Definitions/Integral Transforms', 'Definitions/Kernels']","Let F (   )p be an integral transform:

:F (   )p = ∫_a^b f (   )x K (   )p, x d x


The function K (   )p, x is the kernel of F (   )p."
Definition:Kernel,Kernel,"Consider the integral equation:

:of the first kind:
::$f \left(   \right)x = \lambda \ds \int_{a \left(   \right)x}^{b \left(   \right)x} K \left(   \right){x, y} g \left(   \right)y \,\mathrm d x$

:of the second kind:
::$g \left(   \right)x = f \left(   \right)x + \lambda \ds \int_{a \left(   \right)x}^{b \left(   \right)x} K \left(   \right){x, y} g \left(   \right)y \,\mathrm d x$

:of the third kind:
::$u \left(   \right)x g \left(   \right)x = f \left(   \right)x + \lambda \ds \int_{a \left(   \right)x}^{b \left(   \right)x} K \left(   \right){x, y} g \left(   \right)y \,\mathrm d x$


The function $K \left(   \right){x, y}$ is known as the kernel of the integral equation.",Definition:Integral Equation/Kernel,"['Definitions/Integral Equations', 'Definitions/Kernels']","Consider the integral equation:

:of the first kind:
::f (   )x = λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x

:of the second kind:
::g (   )x = f (   )x + λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x

:of the third kind:
::u (   )x g (   )x = f (   )x + λ∫_a (   )x^b (   )x K (   )x, y g (   )y  d x


The function K (   )x, y is known as the kernel of the integral equation."
Definition:Kernel,Kernel,"Let $\left( X, \unicode{x3a3} \right)$ be a measurable space.

Let $\overline \mathbb R_{\ge 0}$ be the set of positive extended real numbers.


A kernel is a mapping $N: X \times \unicode{x3a3} \to \overline{\mathbb R}_{\ge0}$ such that:

:$(1): \quad \forall x \in X: N_x: \unicode{x3a3} \to \overline \mathbb R_{\ge 0}, E \mapsto N \left(   \right){x, E}$ is a measure
:$(2): \quad \forall E \in \unicode{x3a3}: N_E: X \to \overline \mathbb R_{\ge 0}, x \mapsto N \left(   \right){x, E}$ is a positive $\unicode{x3a3}$-measurable function

 ",Definition:Kernel (Measure Theory),['Definitions/Measure Theory'],"Let ( X, x3a3) be a measurable space.

Let R_≥ 0 be the set of positive extended real numbers.


A kernel is a mapping N: X ×x3a3→ℝ_≥0 such that:

:(1):   ∀ x ∈ X: N_x: x3a3→R_≥ 0, E ↦ N (   )x, E is a measure
:(2):   ∀ E ∈x3a3: N_E: X →R_≥ 0, x ↦ N (   )x, E is a positive x3a3-measurable function

 "
Definition:Kernel,Kernel,"Let $\left( X, \unicode{x3a3}, \mu \right)$ be a measure space.

Let $N: X \times \unicode{x3a3} \to \overline {\mathbb R_{\ge 0} }$ be a kernel.


The transformation of $\mu$ by $N$ is the mapping $\mu N: \unicode{x3a3} \to \overline \mathbb R$ defined by:

:$\ds \forall E \in \unicode{x3a3}: \mu N \left(   \right)E := \int N_E \left(   \right)x \,\mathrm d \mu \left(   \right)x$

where $N_E \left(   \right)x = N \left(   \right){x, E}$.",Definition:Kernel Transformation of Measure,['Definitions/Measure Theory'],"Let ( X, x3a3, μ) be a measure space.

Let N: X ×x3a3→ℝ_≥ 0 be a kernel.


The transformation of μ by N is the mapping μ N: x3a3→R defined by:

:∀ E ∈x3a3: μ N (   )E := ∫ N_E (   )x  dμ(   )x

where N_E (   )x = N (   )x, E."
Definition:Kernel,Kernel,"Let $\left( X, \unicode{x3a3}, \mu \right)$ be a measure space.

Let $N: X \times \unicode{x3a3} \to \overline \mathbb R_{\ge 0}$ be a kernel.

Let $f: X \to \overline \mathbb R$ be a positive measurable function.


The transformation of $f$ by $N$ is the mapping $N f: X \to \overline \mathbb R$ defined by:

:$\forall x \in X: N f \left(   \right)x := \ds \int f \,\mathrm d N_x$

where $N_x$ is the measure $E \mapsto N \left(   \right){x, E}$.",Definition:Kernel Transformation of Positive Measurable Function,['Definitions/Measure Theory'],"Let ( X, x3a3, μ) be a measure space.

Let N: X ×x3a3→R_≥ 0 be a kernel.

Let f: X →R be a positive measurable function.


The transformation of f by N is the mapping N f: X →R defined by:

:∀ x ∈ X: N f (   )x := ∫ f  d N_x

where N_x is the measure E ↦ N (   )x, E."
Definition:Knot,Knot,Knot theory is the branch of geometry which studies the embedding of knots in $3$-dimensional space.,Definition:Knot Theory,"['Definitions/Knot Theory', 'Definitions/Topology', 'Definitions/Geometry', 'Definitions/Branches of Mathematics']",Knot theory is the branch of geometry which studies the embedding of knots in 3-dimensional space.
Definition:Leading Coefficient,Leading Coefficient,"Let $\mathbf A = \left[ a \right]_{m n}$ be an $m \times n$ matrix.

The leading coefficient of each row of $\mathbf A$ is the leftmost non-zero element of that row.


A zero row has no leading coefficient.",Definition:Leading Coefficient of Matrix,['Definitions/Matrix Theory'],"Let 𝐀 = [ a ]_m n be an m × n matrix.

The leading coefficient of each row of 𝐀 is the leftmost non-zero element of that row.


A zero row has no leading coefficient."
Definition:Left,Left,"The direction left is that way:
:$\gets$",Definition:Left (Direction),['Definitions/Language Definitions'],"The direction left is that way:
:"
Definition:Left,Left,"In an equation:
:$\text {Expression $1$} = \text {Expression $2$}$
the term $\text {Expression $1$}$ is the left hand side.",Definition:Left Hand Side,['Definitions/Language Definitions'],"In an equation:
:Expression 1 = Expression 2
the term Expression 1 is the left hand side."
