file_name,extraction_rule,plain_text_def,plain_text_term
1404.1572#1404.1572.tex,definition + \emph{},"A total ordering < on ℐ_w is called convex if it satisfies: 


  * If α,β,α+β, ∈ℐ_w, then α+β is between α and β; 

  * If α+β, β∈ℐ_w and α∈ℛ_+∖ℐ_w, then β< α+β.
",convex
1504.08306#iterated_altans_nb.tex,definition + \emph{},A patch Π is convex if its boundary-edges code contains no 1.,convex
1409.0148#1409.0148.tex,definition + \emph{},"The core of a normalized modular Hadamard matrix H is obtained by discarding its first row and first column and is denoted C(H). We will denote by D(H) the matrix (C(H) + J)/2, which is the core of the normalized matrix where -1 entries are replaced by 0 entries.",core
1506.07811#1506.07811.tex,definition + \textit{},"For G∈ or G∈𝒢(N;α,ν), let (G)={v ∈ V(G)  :  t_v≥ R/2} be the core of G.",core
1808.09863#1808.09863.tex,definition + \textit{},"Let =(V,) be a k-vertex s-uniform hypergraph.  Then given an integer r ≥ s, B (the set of Berge-copies of ) is defined to be the set of r-uniform hypergraphs '=(W,)  such that there exist U ⊆ W and bijections ϕ:V→ U, ψ:→ such that for all e={u_1,u_2,…,u_s}∈,  {ϕ(u_1),ϕ(u_2),…,ϕ(u_s)}⊆ψ(e).  In this case, we call U the core of '.",core
1312.0542#1312.0542.tex,definition + \emph{},"Given a connected graph G, the induced subgraph C⊆ G is a core of G if and only if C is a maximal subgraph without endpoints.",core
1711.11176#1711.11176.tex,definition + \emph{},The correlation constant of a field k is the supremum of b_b_ij/b_ib_j over all pairs of distinct vectors i and j in finite vector configurations in vector spaces over k.,correlation constant
1804.03071#main.tex,definition + \emph{},"
Let both i and j be elements of M that are not loops. Then we define

    β(M;i,j) b · b_ij/b_i· b_j .

	Where b, b_i, b_j and b_ij are the numbers of bases of M, the number of bases containing i, j or i,j, respectively.
Assume that M has at least two non-loops, then the correlation constant of M is the number β(M)max_i,jβ(M;i,j), where the maximum ranges over all non loops i, j of M.",correlation constant
1804.01645#1804.01645.tex,definition + \emph{},"Let M be a symmetric matrix. Two indices u, v ∈ V(M) are cospectral if ϕ(M_u) = ϕ(M_v).",cospectral
1906.07705#main.tex,definition + \emph{},"(Cospectral)
Two vertices a,b∈ V of a graph G=(V,E,ω) are said to be cospectral if the (weighted) adjacency matrices of G\ a and G\ b have the same characteristic polynomial.",cospectral
1910.12502#1910.12502.tex,definition + \emph{},"Let M be either the adjacency, Laplacian, distance or distance Laplacian matrices.
Two graphs G and H are M-cospectral if M(G) and M(H) have the same M-spectrum.",cospectral
1705.02665#2xaxb_Homomesy_Result_v5.tex,definition + \emph{},"A poset P is a set with a binary relation, denoted ≤, that is reflexive, antisymmetric, and transitive. Given e,f ∈ P, f covers e if e<f and there is no element x∈ P such that e<x<f. A subset I of P is called an order ideal if for any t ∈ I and s ≤ t in P, then s ∈ I. Let J(P) denote the set of order ideals of P.",covers
1109.5296#Dic.tex,definition + \emph{},"
(See Figure <ref>.) Assume that  is a size  tree. For 0 ⩽⩽, we define  to be the origin of _ in . Then, for >, we say that  covers  in , written , if there exists an address γ such that  has the form γ1^ for some positive  and  begins with γ0. We write  for “ or =”.",covers
1604.07385#SubdivisionCDdecomposition.tex,definition + \emph{},"Given a poset P with s ≤ t, we say that t covers s and write s ⋖ t if there exists no u ∈ P such that s < u < t.",covers
0903.4221#hypergraphicsubspaces.final.tex,definition + \emph{},"

Let (,) be an edge colored hypergraph with edge colors Λ and let Γ_1,Γ_2⊆Λ. We say that Γ_1 covers Γ_2 if Γ_1⋑Γ_2 and there does not exist a set of colors Ψ that satisfies Ψ≢Γ_i for i=1,2 and Γ_1⋑Ψ⋑Γ_2.",covers
0803.2138#minstable.tex,definition + \emph{},"
	Let (A,≻) be a tournament.  Then, for every a,b∈ A, a covers b, in symbols a  b, if D(a)⊃ D(b).",covers
1603.05237#duarte_revised.tex,definition + \emph{},"For each u ∈ S^1, let _̋u := {x ∈^2 :  x,u  < 0 } denote the discrete half-plane whose boundary is perpendicular to u. Given , define

    = () = { u ∈ S^1 : [_̋u]_ = _̋u }.

The model  is said to be critical if there exists a semicircle in S^1 that has finite intersection with , and if every open semicircle in S^1 has non-empty intersection with .",critical
1412.1184#digraph_crit_longversion_2.tex,definition + \emph{},A configuration a of (G) is called critical if it is stable and there exists a non-negative configuration c such that a=(a_max+c)^o.,critical
1812.08420#1812.08420.tex,definition + \emph{},"
	Let G be a D2C graph. An edge uv ∈ E(G) is critical for a pair of vertices {x,y} if the only path of length 1 or 2 from x to y uses the edge uv.",critical
1608.05372#sliceanddicev2.tex,definition + \emph{},Let M be a matching of the face poset of a labeled cell complex X. The cells that are not matched are critical .,critical
1209.1521#1209.1521.tex,definition + \emph{},"
A rhombus is called critical if it is not fflat, but gflat.",critical
1806.03397#Arxivmypaper2.tex,definition + \emph{},"
Let ℓ be a vertex, and C be a cycle in 𝒞_y ∖𝒞_ℓ,
such that |V(C) ∩ T(ℓ)| ≥ 2. We say that the cycle  C is critical for ℓ
if every odd path P ⊆ C with nodes {v_1, …, v_k} such that V(P) ∩ T(ℓ) ={v_1,v_k}, 
satisfies 


  (i) |E(P)| ≥ 3, and

  (ii) either {v_1,v_k}∈ℳ_ℓ, or  v_1,v_k ∈ V(C̅) for some C̅∈𝒞_ℓ.
",critical
1402.1813#1402.1813.tex,definition + \emph{},"We say that a canvas (G,S,L) is critical if there does not an exist an L-coloring of G but for every edge 
e∈ E(G)∖ E(S) 

there exists an L-coloring of G∖ e.",critical
1707.04539#cross-intersecting-2.tex,definition + \textit{},"Let us call a cross-intersecting family H = (V, A, B) critical if 

    
  * for any edge a ∈ A and any v ∈ a there is b ∈ B such that a ∩ b = {v};
    
  * for any edge b ∈ B and any v ∈ b there is a ∈ A such that a ∩ b = {v}.
",critical
1508.04262#arxiv_paper.tex,definition + \emph{},A configuration in S^+ or R^+ is critical if it is both stable and reachable.,critical
1804.00588#EndsTanglesCrit.tex,definition + \emph{},"
A finite set X∈ is critical if _X(X) is infinite.",critical
1510.03675#deeper.tex,definition + \emph{},"
An interval I∈(_O,⊇) is critical for an antichain
A∈_O iff it is minimal among the
intervals of (_O,⊇) that do not contain any interval of A.
The set of critical intervals for A is denoted by
A.",critical
1602.03098#1602.03098.tex,definition + \emph{},"Let G be a 5-critical graph, R⊊ V(G) with |R|≥ 5 and ϕ a 4-coloring of G[R]. Now let W be a 5-critical subgraph of G_ϕ(R) and X be the graph on the set of vertices x_i. Then we say that R' = (V(W)-V(X))∪ R is the critical extension of R with extender W. We call W∩ X the core of the extension. 

If in G a vertex in W-V(X) has more neighbors in R than in V(W ∩ X), or there exists an edge in G[V(W)-V(X)] that is not in W-V(X), or W[X] is not a complete graph, then we say that the extension is incomplete . Otherwise, we say the extension is complete . If R'=V(G), we say the extension is spanning . If the extension is both complete and spanning, then we say it is total .",critical extension;extender;core;incomplete;complete;spanning;total
1409.5116#1409.5116.tex,definition + \emph{},"Let G be a 4-critical graph, R⊊ V(G) with |R|≥ 4 and ϕ be a 3-coloring of G[R]. Now let W be a 4-critical subgraph of G_ϕ(R) and T be the triangle corresponding to R in G. Then we say that R' = (W-T)∪ R is a critical extension of R with extender W. We refer to W∩ T as the core of the extension.

If a vertex in W-T has more neighbors in R then in X or there exists an edge in G[V(W-T)] that is not in W-T, then we say that the extension is incomplete . Otherwise, we say the extension is complete . If R'=V(G), then we say the extension is spanning . A total extension is an extension that is both complete and spanning.",critical extension;extender;core;incomplete;complete;spanning;total
1409.5295#1409.5295.tex,definition + \emph{},"Let G be a 4-critical graph, R⊊ V(G) with |R|≥ 4 and ϕ a 3-coloring of G[R]. Now let W be a 4-critical subgraph of G_ϕ(R) and T the triangle corresponding to R in G. Then we say that R' = (V(W)-V(T))∪ R is the critical extension of R with extender W. We call W∩ T the core of the extension. If in G a vertex in W-V(T) has more neighbors in R than in V(W ∩ T) or there exists an edge in G[V(W)-V(T)] that is not in W-V(T), then we say that the extension is incomplete . Otherwise, we say the extension is complete . If R'=V(G), we say the extension is spanning . If the extension is both complete and spanning, then we say it is total .",critical extension;extender;core;incomplete;complete;spanning;total
1206.6157#cutflow-revised.tex,definition + \emph{},"The critical group of Σ is

    K(Σ):=(_d-1/_d_d)=((_d_d)).

Here and henceforth, all kernels and images are taken over .",critical group
1606.00798#1606.00798.tex,definition + \textit{},"<cit.>
Given a faithful complex representation γ of a finite group G with McKay-Cartan and extended McKay-Cartan matrices C and C̃, we define its critical group in either of the following equivalent ways:

    K(γ)   := (C^t)=K(C) 
    ⊕ K(γ)    := (C̃^t)
",critical group
1101.3981#critical.tex,definition + \emph{},The critical group of a graph G is K(G) = (S)/(L).,critical group
1212.1905#xor_arxiv_v2.tex,definition + \emph{},"Given a matrix, a critical set is 
a collection of rows whose sum is all-even 
(i.e., the sum is the 0 vector in ).",critical set
1212.3822#Arxiv20130930.tex,definition + \emph{},"Given a matrix, a critical set is 
a collection of rows whose sum is all-even 
(i.e., the sum is the 0 vector in ).",critical set
1102.1138#1102.1138.tex,theorem + \textit{},"Let G=(  A,B,E) be a bipartite graph. Then the
following assertions are true:

(i) d_c(G)=δ_0(A)+δ_0(B);

(ii) α(  G)  =| A| +δ
_0(B)=| B| +δ_0(A)=μ(  G)
+δ_0(A)+δ_0(B)=μ(  G)  +d_c(  G);

(iii) if X is an A-critical set and Y is a 
B-critical set, then X∪ Y is a d-critical set;

(iv) if Z is a d-critical independent set, then Z∩ A is an
A-critical set and Z∩ B is a B-critical
set;

(v) if X is either an A-critical set or a B
-critical set, then there is a matching from N(  X)
into X.","critical set and ; is a ;critical set, then ;critical set ;a ;critical set or a ;critical set, then there is a matching from"
1407.7368#1407.7368.tex,theorem + \textit{},"<cit.> Let G=(  A,B,E) be a bipartite
graph. Then the following assertions are true:

(i) d(G)=δ_0(A)+δ_0(B);

(ii) α(  G)  =| A| +δ
_0(B)=| B| +δ_0(A)=μ(  G)
+δ_0(A)+δ_0(B)=μ(  G)  +d(  G);

(iii) if X is an A-critical set and Y is a 
B-critical set, then X∪ Y is a critical set;

(iv) if Z is a critical independent set, then Z∩ A is an
A-critical set and Z∩ B is a B-critical
set;

(v) if X is either an A-critical set or a B
-critical set, then there is a matching from N(  X)
into X.","critical set and ; is a ;critical set, then ;critical set ;a ;critical set or a ;critical set, then there is a matching from"
1006.1418#stabifragirotaV5.tex,definition + \emph{},"Let M be a matroid and let (X_1,X_2) and (Y_1,Y_2) be 2-separations of M. If X_i ∩ Y_j≠∅ for all i,j ∈{1,2}, then we say that (X_1,Y_1) and (X_2,Y_2) cross .",cross
1907.09331#semi-general-suplinear-bound.tex,definition + \textit{},"<cit.>
	A cross for points M_1 and M_2, denoted by cr(M_1,M_2), is the union of two straight lines:
	the line through M_1 and M_2,
	and the perpendicular bisector of line segment M_1 M_2.",cross
1906.11926#pps-linear-lower-bound.tex,definition + \textit{},"A cross for points M_1 and M_2, denoted by cr(M_1,M_2), is the union of two straight lines:
	the line through M_1 and M_2,
	and the perpendicular bisector of line segment M_1 M_2.",cross
1904.10292#FP_Extr_set1904.tex,definition + \emph{},"
The families ℱ_1, …, ℱ_s are called cross-dependent if there is no choice of F_1 ∈ℱ_1, …, F_s ∈ℱ_s such that F_1, …, F_s are pairwise disjoint.",cross-dependent
1804.03581#1804.03581.tex,definition + \emph{},"
The not necessarily distinct families ℱ_1, …, ℱ_k are called cross-dependent if there is no choice of F_1 ∈ℱ_1, …, F_k ∈ℱ_k that are pairwise disjoint.",cross-dependent
1804.06270#Balanced_shellings_and_moves_on_balanced_manifolds.tex,definition + \emph{},"
	Let Δ be a balanced d-dimensional simplicial complex and let D⊊Δ be an induced subcomplex that is isomorphic to a shellable and co-shellable subcomplex of 𝒞_d. The operation χ^*_D given by
	
    Δ↦χ^*_D(Δ)=(Δ∖ D) ∪ (_d∖ D)

	is called a cross-flip on Δ. If two balanced simplicial complexes Δ and Γ are connected by a sequence of cross-flips, we write ΔΓ.",cross-flip
1811.10271#Balanced_triangulations_on_few_vertices_and_an_implementation_of_cross-flips.tex,definition + \emph{},"
	Let Δ be a pure d-dimensional simplicial complexes and let Φ⊆Δ be an induced subcomplex that is PL-homeomorphic to a d-ball and that is isomorphic to a subcomplex of ∂𝒞_d+1. The operation
	
    Δ⟼χ_Φ(Δ):=Δ∖Φ∪( ∂𝒞_d+1∖Φ)

	is called a cross-flip on Δ.",cross-flip
1512.04384#revis-aug29.tex,definition + \textit{},"
Let Δ be a balanced combinatorial d-manifold and suppose D ⊂Δ is an induced subcomplex of Δ that is isomorphic to a shellable and co-shellable subcomplex of _d.
We say that the process of replacing D with _d∖ D is a cross-flip on Δ.",cross-flip
1212.0224#1212.0224.tex,theorem + \emph{},"[<cit.>]
  
⊆ 2^S is lockable if and only if  is cross-free ,
i.e. for any A,B∈, at least one of the following holds: A⊆
B, B⊆ A, A∩ B=∅, A∪ B=S. Moreover, if  is
cross-free and  is inner Eulerian, then DMLP has an integer
solution. Such a solution can be found in O((MF(n,m) + mn) ·logS+
mn^2) time.",cross-free
1009.6144#hypergraph-colouring-lncs.tex,definition + \emph{},"A hypergraph (V, ) is called cross-free if the following holds for every pair S, T ∈: at least one of S ∩ T, S  T, T  S, or V  S  T is empty.",cross-free
1803.01931#findtiles-SoCG-arxiv.tex,definition[],"
The crossing number (G) of a graph G
is the minimum number of crossings of edges in a drawing of G in the plane.",crossing number
1512.02379#kernelcross.tex,definition[],"The crossing number (G) of a graph G
is the minimum number of crossing points of edges in a drawing of G in the plane.",crossing number
1807.02384#1807.02384.tex,definition + \emph{},"[Bakry-Émery curvature]
  Let G=(V,E) be a finite simple graph. Let
  𝒦∈ℝ and
  𝒩∈ (0,∞)∪{∞}. We say that a vertex
  x∈ V satisfies the curvature-dimension inequality
  CD(𝒦,𝒩) if, for any f:V→ℝ, we
  have
  
    Γ_2(f)(x)≥1/𝒩
        (Δ f(x))^2+𝒦Γ(f)(x).

  We call 𝒦 a lower Ricci curvature bound of G at x,
  and 𝒩 a dimension parameter. The graph G=(V,E)
  satisfies CD(𝒦,𝒩) (globally), if all its
  vertices satisfy CD(𝒦,𝒩). Let
  𝒦_G,x(∞) be the largest real number such that the
  vertex x satisfies CD(𝒦_G,x(∞),∞).",curvature-dimension inequality
1712.03033#submitted_version.tex,definition + \emph{},"[Bakry-Émery curvature] Let G=(V,E) be a locally finite simple graph. Let 𝒦∈ℝ and 𝒩∈ (0,∞]. We say that a vertex x∈ V satisfies the curvature-dimension inequality CD(𝒦,𝒩), if for any f:V→ℝ, we have

    Γ_2(f)(x)≥1/𝒩(Δ f(x))^2+𝒦Γ(f)(x).

We call 𝒦 a lower Ricci curvature bound of x, and 𝒩 a dimension parameter. The graph G=(V,E) satisfies CD(𝒦,𝒩) (globally), if all its vertices satisfy CD(𝒦,𝒩).",curvature-dimension inequality
0711.1140#enum-coxeter.tex,definition + \emph{},"Two acyclic orientations O_Y and O'_Y are cut-equivalent
  if the set {e∈[Y] | O_Y(e)  O_Y'(e) } is (i) empty
  or is (ii) an oriented cut with respect to either O_Y or O_Y'.",cut-equivalent
1507.06154#1507.06154.tex,definition + \emph{},"Two words w_1,w_2∈ S^123_k,2i are cut-equivalent if their sets of cut-pairs are the same.",cut-equivalent
1312.2209#english.tex,definition + \emph{},"Consider a trail π_k. We call set π_k cycle , if and only if for each vertex u∈π_k such that

    u∈⋂_N=1^2(τ_i)_N:i∈{1,2,⋯,|π_k|}, τ_i∈π_k.

The collection of cycles denote by π.
",cycle
1111.6845#chrzhgsgphversion_arxiv_update.tex,definition + \textit{},A cycle is a path with an additional edge between the two endpoints u_0 and u_n.,cycle
1304.0139#gdg-bplocks.tex,definition + \emph{},"
 For a species F, we define its cycle index series to be the symmetric function
 
    Fp_1, p_2, … = ∑_n ≥ 01/n!( ∑_σ∈nF σ p_σ),

 where F σ := s ∈ F n : F σs = s, σ_i is the number of i-cycles of σ, and p_σ = p_1^σ_1 p_2^σ_2….",cycle index series
1312.0542#1312.0542.tex,definition + \emph{},"The cycle index series of a species of structures F is the formal power series: 

    Z_F(p_1, p_2, p_3 ⋯) = ∑_n=0^∞1/n!∑_σ∈ S_n (F[σ]) p_σ


where S_n denotes the permutation group of [n], F[σ] = (F[σ])_1 is the number of F-structures on [n] fixed by F[σ], p_σ is the monomial term p_1^σ_1 p_2^σ_2 p_3^σ_3⋯ p_n^σ_n, and σ_i is the number of i-cycles of σ.",cycle index series
1109.2688#newtonOracleLong.tex,definition + \emph{},"The cycle index series of a species of structures ℱ is a formal power series in an infinite number of variables, defined by:

    Z_ℱ(z_1,z_2,z_3,…) = ∑_n≥01/n!(∑_σ∈𝒫_nfixℱ[σ]z_1^σ_1z_2^σ_2…),

where σ_i is the number of cycles of length i in the cycle decomposition of the permutation σ  and fixℱ[σ] is the number of ℱ-structures on {1,…,n} fixed by ℱ[σ].",cycle index series
1803.06568#splittable.tex,definition + \emph{},"[<cit.>]
A combinatorial (v_k) configuration  is cyclic if admits an automorphism of order v that cyclically permutes
the points and lines, respectively.",cyclic
1209.4829#1209.4829.tex,definition + \emph{},"A set of vertices x_1,…,x_l∈ H_1 is cyclic if for some permutation π∈𝒮_l, x_π(j) is in e(x_j) for every 1≤ i≤ a.",cyclic
1704.07299#Iglesias-Santos-Arxiv-v4.tex,theorem + \emph{},"[Properties of empty 4-simplices, <cit.>]

 


  * There are infinitely many lattice empty 4-simplices of width 1 (e.g., cones over empty tetrahedra) and of width 2 <cit.>. 

  * Among the simplices of determinant ≤ 1600 there are 178 of width three, one of width four, and none of larger width, and their maximum determinant is 179. The computation up to determinant 1000 was done by Haase and Ziegler <cit.> and the extension up to 1600 by Perriello <cit.>.

  * The total amount of empty lattice 4-simplices of width greater than 2 is finite <cit.>. 

  * Every empty 4-simplex is cyclic <cit.>. The same is not true in dimension five. 
",cyclic
1802.09798#Chen-RationalWZ-final.tex,definition + \emph{},"
A WZ-pair (f, g) with respect to (∂_x, ∂_y) is called a cyclic pair if there exists a (θ_x, θ_y)-invariant h∈ K(x, y)
such that

    f = θ_x^s - 1/θ_x-1∙ h   and   g = θ_y^t - 1/θ_y-1∙ h,

where s, t∈ are not all zero satisfying that
θ_x^s(h)= θ_y^t(h).",cyclic
1105.4820#1105.4820.tex,definition + \emph{},"The cyclic coloring complex of H, Δ(H), is the sequence


...→ C_r∂_r→ C_r-1∂_r-1→ ...
∂_1→ C_0∂_0→ C_-1∂_-1→ 0



where C_r is the vector space over a field of characteristic
zero.",cyclic coloring complex
1110.5007#1110.5007.tex,definition + \emph{},"The cyclic coloring complex of H, Δ(H), is the sequence


⋯→ C_r∂_r→ C_r-1∂_r-1→ ...
∂_1→ C_0∂_0→ C_-1∂_-1→ 0



where C_r is the vector space over a field of characteristic
zero.",cyclic coloring complex
1503.02109#Macdonald_inv_maj_final_Arxiv.tex,definition + \textit{},"
    We say that a sequence of numbers a_1,…, a_n are in cyclic order if there exists an index i∈ [n] for which 
    a_i+1≤ a_i+2≤⋯≤ a_n≤ a_1≤ a_2 ≤⋯≤ a_i.
",cyclic order
1903.05532#orderprox_R13_14Mar2019.tex,definition + \emph{},"
	 Define a ternary relation γ, that yields triples [a,b,c] such that if one proceeds from a → c, one has to pass through b. For a,b,c,d ∈ X, if this ternary relation γ satisfies:
	[1^o]
		
  * Cyclicity: if [a,b,c], then [b,c,a]
		
  * Antisymmetry: if [a,b,c] then not [c,b,a]
		
  * Transitivity: if [a,b,c] and [a,c,d], then [a,b,d]
		
  * Totality: if a,b,c are distinct then either,[a,b,c] or [c,b,a]
	      
	then it is called a cyclic order .",cyclic order
1804.01447#CSP-Matrix.tex,definition + \emph{},"Let C_n be a cyclic group of order n generated by σ_n, X a finite set on which C_n acts and f(q) ∈ℕ[q].
Let X^g{ x ∈ X : g · x = x} denote the fixed point set of X under g ∈ C_n.
We say that the triple (X,C_n,f(q)) exhibits the cyclic sieving phenomenon (CSP) if

    f(_n^k) = |X^σ_n^k|,  for all k ∈ℤ,

where _n is any fixed primitive n^th root of unity.",cyclic sieving phenomenon (CSP)
1712.07812#1712.07812.tex,definition + \emph{},"Let X be a finite set, and C_n be a cyclic group of order n acting on X. Fix an isomorphism ω from C_n to the nth roots of unity. Furthermore, let f(q) be a polynomial in q. Then, the triple (X,f(q),C_n) is said to exhibit the cyclic sieving phenomenon (CSP) if
		
		
    f(ω(c))=|{x∈ X|c(x)=x}|,  for every  c∈ C_n.
",cyclic sieving phenomenon (CSP)
1202.6657#1202.6657.tex,definition + \emph{},"An element w∈ W is cyclically fully commutative (CFC) if
  every cyclic shift of every reduced expression for w is a reduced
  expression for an FC element.",cyclically fully commutative
1506.02299#ConjugacyCFCTypeA.tex,definition + \emph{}," An element w ∈ W is cyclically fully commutative , or CFC, if every cyclic shift of every reduced expression for w is a reduced expression for an FC element.",cyclically fully commutative
1612.03764#generating_function.tex,definition + \emph{},An element w∈ W is cyclically fully commutative  if every cyclic shift of any expression in R(w) is a reduced expression for a fully commutative element (which can be different from w).,cyclically fully commutative
1901.00351#1901.00351.tex,definition + \emph{},"Given a graph G, an edge e ∈ E(G) belonging to two distinct H-copies in G is called dangerous with respect to H. Since H is always clear from the context, we simply refer to such edges as dangerous.",dangerous
1711.07251#RadoGames-FINAL_VERSION-RSA.tex,definition + \emph{},"[Game-Theoretic Definitions]
	At any given point in a positional game on a given hypergraph , we call an almost complete solution (H^∘,h) dangerous if all elements of H^∘ have been picked by Maker and h has not yet been picked by either player. A fan or flower is dangerous if their respective almost complete solutions are.",dangerous
1806.03397#Arxivmypaper2.tex,definition + \emph{},"Let ℓ be a vertex. A component K of a target graph 𝒯^ℓ is called 
dangerous if all the nodes of V(K)∩ T(ℓ) 
are witnesses of some cycles in 𝒞_y ∖𝒞_ℓ.",dangerous
1709.08890#1709.08890.tex,definition + \emph{},"[Decision tree]
Let F be a function that is not constant zero.
Then a decision tree T for F is defined as follows.
Suppose that Var(F)={x}.
Then the root rt of T is labelled with x. If both {x} and { x} are satisfying
assignments of F then rt has two outgoing edges labelled with x and x, respectively
(the leaves are not labelled with variables).
If the only satisfying assignment of F is {x} then the only outgoing edge of rt is labelled
with x. Finally, if the only satisfying assignment of rt is { x} then the only outgoing edge
is labelled with x.

Now, assume that |Var(F)|>1. Let x ∈ Var(F).
Label rt with x. If both x and x occur in satisfying assignments
of F then rt has two outgoing edges labelled with x and x.
Let u_1 and u_2 be the respective heads of these edges.
Then the subtree of T rooted by u_1 is a decision tree for F|_x
and the subtree rooted by u_2 is a decision tree for F|_ x.

If there is exactly one ℓ∈{x, x} in the satisfying assignments of F then
there is only one outgoing edge labelled with ℓ
and the subtree rooted by the head of this edge is a decision tree for F|_ℓ.

For a path P of T, we denote (similarly to NROBPs) by A(P) the set of literals
labelling the edges of P.",decision tree
1906.02781#tutteactivitieschapter_final_.tex,definition + \emph{},"activity
A decision tree D for G consists of a perfect binary tree, i.e., a rooted tree such that all non-leaf nodes have two descendants, and a labeling of each node of the tree by elements of E such that the labels along any particular branch give a permutation of E.",decision tree
1803.01239#1803.01239.tex,definition + \textit{},"A graph G is decomposable if exists  a decomposition

    G = G_1 ∪ G_2

with V(G_1) ∩ V(G_2) = {v} such that v is a free vertex of G_1 and G_2. If G is not decomposable, we call it indecomposable . By a recursive decomposition (<ref>) applied to each G_1 and G_2, after a finite number of steps we obtain

    G = G_1 ∪…∪ G_r

where G_1, …, G_r are indecomposable and for 1 ≤ i < j ≤ r either V(G_i)∩ V(G_j) = ∅ or V(G_i)∩ V(G_j) = { v_ij}, where v_ij is a free vertex of G_i and G_j. The decomposition (<ref>)  is unique up to ordering and we say that G is decomposable into indecomposable graphs G_1, …,G_r.",decomposable;indecomposable
1206.0320#expat.tex,definition + \emph{},"A permutation p = p_1p_2 … p_n is decomposable
    (sometimes referred to as skew-decomposable) if
    there exists k ∈ [n] such that for all i ≤ k and all j <
    k, we have that p_i > p_j. 
    An indecomposable permutation is one for which no such k
    exists.",decomposable;indecomposable
1305.1752#1305.1752.tex,definition + \emph{},"We say that x is decomposable
if x=y z for some y,z∈ L∖{0};
otherwise x is called indecomposable .
We say that L is indecomposable if its maximal element is indecomposable.
The sets of decomposable and indecomposable elements of L∖{0}
are denoted by L_ and L_, respectively.",decomposable;indecomposable
1507.01928#TogglingSubmission.tex,definition + \emph{},"Let G be an undirected (weighted) graph.  Then a decomposition , D, is a subgraph consisting of disjoint edges and cycles.",decomposition
1310.4093#FGLEdgeRevision.tex,definition + \emph{},"Let T_1 be an unordered increasing tree with root vertex a_1, and let v be any vertex in T (v can be equal to a_1). Suppose that the unique maximal
chain from a_1 to v is given by a_1<a_2< <a_k=v, k≥ 1. Now remove the edges on the chain in T from a_1 to a_k. There are k components in the resulting graph, each of which is an unordered increasing tree, whose root vertex is on the chain from a_1 to a_k. Let T^(a_i) be the component among these that is rooted at vertex a_i, i=1,… ,k. Then the v-decomposition of T is the ordered list T^(a_1),… ,T^(a_k).",decomposition
1605.03564#main.tex,definition + \emph{},"A set of edge disjoint subgraphs of G_l^a,b, X={(H_1)_l^a,b,
	… ,(H_n)_l^a,b}, is called a decomposition of G_l^a,b if 
	⋃_i=1^n(H_i)_l^a,b=G_l^a,b.",decomposition
1608.05705#ExactArxiv.tex,definition + \emph{},"Call a distinguishable set 𝒜⊆{0,1,∗}^k a decomposition if
 ⋃_τ∈𝒜Q(τ)={0,1}^k.",decomposition
1209.3996#Walks_Surfaces_Renumbered.tex,definition + \emph{},"Let H be an even graph. A decomposition of H is a set {C_j} of
  edge disjoint loops such that ∪_jE(C_j)=E(H). Let
  D(H) denote the set of decompositions of an even graph H.",decomposition
1612.07113#ogrodje_za_zakljucno_nalogo_EN.tex,definition + \textit{},"Let G be a graph. The decomposition of size k of  G is a function w : E(G) →{1,…,k}.",decomposition
1612.07085#kyy.20180707.tex,definition + \emph{},"
Let {^i}_i=1^r be a family of Hoffman graphs. We say that {^i}_i=1^r is a decomposition of a Hoffman graph , if  satisfies the following condition:

There exists a partition {V_ slim^1(),V_ slim^2(),…,V_ slim^r() } of V_ slim() such that induced Hoffman subgraphs generated by V_ slim^i() are ^i for i=1,2,…,r and

    S()=
    [ S(^1);       S(^2);           ⋱;       S(^r) ]
 is a block diagonal matrix with respect to this partition of V_ slim().",decomposition
1807.05413#gen_delta_schroder.tex,definition + \emph{},"Fix n,m,a,b∈ℕ, n≥ 1, m,a,b≥ 0. For every Dyck path D∈𝖣(n+m) with |(D)|≥ a, |(D)|≥ b and |(D)|≥ m choose three subsets of {1,…, m+n}:
	
		
  * (D)⊆(D) (see Definition <ref>) such that |(D) | = a and decorate the corresponding vertical steps with a ∗. 
		
  * (D)⊆(D) such that |(D) | = b and decorate with a ∙ the points joining these vertical steps with the horizontal steps following them. We will call these decorated peaks . 
		
  * (D)⊆(D) such that || = m and (D)∩(D)= ∅. Label the corresponding vertical steps with a zero. These steps will be called zero valleys .
	 
	We denote the set of these paths by (m,n)^∗ a, ∘ b. See Figure <ref> for an example.",decorated peaks;zero valleys
