title,term,definition
Definition:Categorical Syllogism/Premises/Major Premise,Major,"The major premise of a categorical syllogism is conventionally stated first.

It is a categorical statement which expresses the logical relationship between the primary term and the middle term of the syllogism."
Definition:Maximal Ideal of Ring,Maximal Ideal,"Let R be a ring.


An ideal J of R is maximal  if and only if :

:(1):    J ⊊ R
:(2): There is no ideal K of R such that J ⊊ K ⊊ R.


That is,  if and only if  J is a maximal element of the set of all proper ideals of R ordered by the subset relation.


=== Maximal Left Ideal ===
Let R be a ring.


A left ideal J of R is a maximal left ideal  if and only if :

:(1):    J ⊊ R
:(2): There is no left ideal K of R such that J ⊊ K ⊊ R.


Category:Definitions/Maximal Ideals of Rings

=== Maximal Right Ideal ===
Let R be a ring.


A right ideal J of R is a maximal right ideal  if and only if :

:(1):    J ⊊ R
:(2): There is no right ideal K of R such that J ⊊ K ⊊ R.


Category:Definitions/Maximal Ideals of Rings

It follows that in a commutative ring, a maximal left ideal, a maximal right ideal and a maximal ideal are the same thing."
Definition:Maximal Ideal of Algebra,Maximal Ideal,"Let R be a ring.

Let ( A, ∗) be an R-algebra.

Let ( J, ∗) be a proper ideal of ( A, ∗). 


We say that J is a maximal ideal of A  if and only if :
:there is no ideal I such that J ⊊ I. 


=== Maximal Left Ideal ===
Let R be a ring.

Let ( A, ∗) be an R-algebra.

Let ( J, ∗) be a proper left ideal of ( A, ∗). 


We say that J is a maximal left ideal of A  if and only if :
:there is no left ideal I such that J ⊊ I.

=== Maximal Right Ideal ===
Let R be a ring.

Let ( A, ∗) be an R-algebra.

Let ( J, ∗) be a proper right ideal of ( A, ∗). 


We say that J is a maximal right ideal of A  if and only if :
:there is no right ideal I such that J ⊊ I."
Definition:Measure Theory,Measure,"Measure theory is the subfield of analysis concerned with the properties of measures, particularly the Lebesgue measure."
Definition:Measure (Measure Theory),Measure,"Let ( X, x3a3) be a measurable space.

Let μ: x3a3→R be a mapping, where R denotes the set of extended real numbers.


=== Definition 1 ===
Let ( X, x3a3) be a measurable space.

Let μ: x3a3→R be a mapping, where R denotes the set of extended real numbers.


μ is called a measure on x3a3  if and only if  μ fulfils the following axioms:
 

=== Definition 2 ===
Let ( X, x3a3) be a measurable space.

Let μ: x3a3→R be a mapping, where R denotes the set of extended real numbers.


μ is called a measure on x3a3  if and only if  μ fulfils the following axioms:
 

=== Definition 3 ===
Let ( X, x3a3) be a measurable space.

Let μ: x3a3→R be a mapping, where R denotes the set of extended real numbers.


μ is called a measure on x3a3  if and only if  μ fulfils the following axioms:
 "
Definition:Lebesgue Measure,Measure,"Let 𝒥_ho^n be the set of half-open n-rectangles.

Let ℬ(   )ℝ^n be the Borel σ-algebra on ℝ^n.


Let λ^n be the n-dimensional Lebesgue pre-measure on 𝒥_ho^n.

A measure μ extending λ^n to ℬ(   )ℝ^n is called n-dimensional Lebesgue measure.

That is, μ is an n-dimensional Lebesgue measure  if and only if  it satisfies:

:μ_𝒥_ho^n = λ^n

where  denotes restriction.


Usually, this measure is also denoted by λ^n, even though this may be considered abuse of notation.


=== Lebesgue Measure on the Reals ===
For a given set S ⊆ℝ, let { I_n } be a countable set of open intervals such that:

:S ⊆⋃{ I_n }

For the power set 𝒫( ℝ) of the real numbers ℝ, construct a function μ^*: 𝒫( ℝ) →ℝ_>0 as:

:μ^* (   )S = inf{∑_n ∈ℕ l (   )I_n : { I_n } : S ⊆⋃_n ∈ℕ I_n }

where:
:the infimum ranges over all such sets { I_n }
:l (   )I_n is the length of the interval I_n.

Then μ^* is known as the Lebesgue outer measure and can be shown to be an outer measure."
Definition:Measure (Geometry),Measure,"A geometric quantity A is said to measure another quantity B when the size of A is a divisor of the size of B.

Category:Definitions/Geometry"
Definition:Measurable Property/Measurement,Measure,"Measurement is the process of determining the quantity of a measurable property according to some given scale of measurement.

A measurement is reported as a (real) number multiplied by a unit of measurement for that quantity."
Definition:Median of Triangle,Median,"Let ABC be a triangle.

:

A median is a cevian which bisects the opposite.


In the above diagram, CD is a median."
Definition:Median of Trapezium,Median,"Let ABCD be a trapezium.

:

The median of ABCD is the straight line through the midpoints of the legs of ABCD.


In the above diagram, EF is the median of the trapezium ABCD."
Definition:Median of Continuous Random Variable,Median,"Let X be a continuous random variable on a probability space ( Ω, x3a3, ).

Let X have probability density function f_X. 

A median of X is defined as a real number m_X such that: 

:(   )X < m_X = ∫_-∞^m_X f_X (   )x  d x = 1/2

That is, m_X is the first 2-quantile of X.

Hence it is also the 50th percentile of X."
Definition:Meet (Order Theory),Meet,"Let ( S, ≼) be an ordered set.

Let a, b ∈ S, and suppose that their infimum inf{ a, b } exists in S.


Then a ∧ b, the meet of a and b, is defined as:

:a ∧ b = inf{ a, b }


Expanding the definition of infimum, one sees that c = a ∧ b  if and only if :

:(1):    c ≼ a and c ≼ b
:(2):   ∀ s ∈ S: s ≼ a and s ≼ b  s ≼ c"
Definition:Boolean Algebra/Meet,Meet,"Consider the Boolean algebra ( S, ∨, ∧, )


The operation ∧ is called meet."
Definition:Set Meeting Set,Meet,"Let ⟨ S_i ⟩_i ∈ I be an family of sets indexed by some  indexing set I.

The sets in ⟨ S_i ⟩ are said to meet  if and only if  their intersection is not empty.


That is,  if and only if :
:⋂_i ∈ I⟨ S_i ⟩∅


That is,  if and only if  ⟨ S_i ⟩_i ∈ I is not disjoint."
Definition:Metrizable Topology,Metrizable,"Let T = ( S, τ) be a topological space.

=== Definition 1 ===
Let T = ( S, τ) be a topological space.


T is said to be metrizable  if and only if  there exists a metric d on S such that:
:τ is the topology induced by d on S.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


T is said to be metrizable  if and only if  there exists a metric space M = ( A, d ) such that:
:T is homeomorphic to the topological space ( A, τ_d ) 
where τ_d is the topology induced by d on A."
Definition:Metrizable Uniformity,Metrizable,"Let M = ( A, d ) be a metric space.

Let 𝒰 be the uniformity on X defined as:
:𝒰 := { u_ϵ: ϵ∈ℝ_>0}
where:
:ℝ_>0 is the set of strictly positive real numbers
:u_ϵ is defined as:
::u_ϵ := {( x, y ): d (   )x, y < ϵ}


Then 𝒰 is defined as metrizable."
Definition:Model (Logic),Model,"Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


=== Model of Logical Formula ===
Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


Let ϕ be a logical formula of ℒ.

Then ℳ is a model of ϕ  if and only if :

:ℳ_ℳϕ

that is,  if and only if  ϕ is valid in ℳ.


 

Category:Definitions/Model Theory
Category:Definitions/Formal Semantics

=== Model of Set of Logical Formulas ===
Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


Let ℱ be a set of logical formulas of ℒ.

Then ℳ is a model of ℱ  if and only if :

:ℳ_ℳϕ for every ϕ∈ℱ

that is,  if and only if  it is a model of every logical formula ϕ∈ℱ."
Definition:Model (Predicate Logic),Model,"Let ℒ_1 be the language of predicate logic.

Let 𝒜 be a structure for predicate logic.


Then 𝒜 models a sentence 𝐀  if and only if :

:val_𝒜(   )𝐀 = T

where val_𝒜(   )𝐀 denotes the value of 𝐀 in 𝒜.


This relationship is denoted:

:𝒜_PL𝐀


When pertaining to a collection of sentences ℱ, one says 𝒜 models ℱ  if and only if :

:∀𝐀∈ℱ: 𝒜_PL𝐀

that is,  if and only if  it models all elements of ℱ.

This can be expressed symbolically as:

:𝒜_PLℱ"
Definition:Mathematical Model,Model,"A mathematical model is an equation, or a system of equations, whose purpose is to provide an approximation to the behavior of a real-world phenomenon.


=== Constant ===
Let P be a stochastic process which is being modelled by means of a model M.

A constant of M is a number which implements some aspect of P which is not changed during the evolution of P.

=== Parameter ===
Let P be a stochastic process which is being modelled by means of a model M.

A parameter of M is a number which implements some aspect of P which is designed so as to be able to be modified during the evolution of P as a result of analysis of the behaviour of P over time."
Definition:Monomorphism (Abstract Algebra),Monomorphism,"A homomorphism which is an injection is descibed as monic, or called a monomorphism.


=== Semigroup Monomorphism ===
Let ( S, ∘) and ( T, * ) be semigroups.

Let ϕ: S → T be a (semigroup) homomorphism.


Then ϕ is a semigroup monomorphism  if and only if  ϕ is an injection.

=== Group Monomorphism ===
Let ( G, ∘) and ( H, * ) be groups.

Let ϕ: G → H be a (group) homomorphism.


Then ϕ is a group monomorphism  if and only if  ϕ is an injection.

=== Ring Monomorphism ===
Let ( R, +, ∘) and ( S, ⊕, * ) be rings.

Let ϕ: R → S be a (ring) homomorphism.


Then ϕ is a ring monomorphism  if and only if  ϕ is an injection.

=== Field Monomorphism ===
Let ( F, +, ∘) and ( K, ⊕, * ) be fields.

Let ϕ: F → K be a (field) homomorphism.


Then ϕ is a field monomorphism  if and only if  ϕ is an injection.

=== R-Algebraic Structure Monomorphism ===
Let ( S, ∗_1, ∗_2, …, ∗_n, ∘)_R and ( T, ⊙_1, ⊙_2, …, ⊙_n, ⊗)_R be R-algebraic structures.

Then ϕ: S → T is an R-algebraic structure monomorphism  if and only if :

:(1):   ϕ is an injection
:(2):   ∀ k: k ∈[ 1  . . ]n: ∀ x, y ∈ S: ϕ(   )x ∗_k y = ϕ(   )x ⊙_k ϕ(   )y
:(3):   ∀ x ∈ S: ∀λ∈ R: ϕ(   )λ∘ x = λ⊗ϕ(   )x.


That is,  if and only if :

:(1):   ϕ is an injection
:(2):   ϕ is an R-algebraic structure homomorphism.


This definition continues to apply when S and T are modules, and also when they are vector spaces.


=== Vector Space Monomorphism ===
Let V and W be K-vector spaces.

Then ϕ: V → W is a vector space monomorphism  if and only if :

:(1):   ϕ is an injection
:(2):   ∀𝐱, 𝐲∈ V: ϕ(   )𝐱 + 𝐲 = ϕ(   )𝐱 + ϕ(   )𝐲
:(3):   ∀𝐱∈ V: ∀λ∈ K: ϕ(   )λ𝐱 = λϕ(   )𝐱

=== Ordered Structure Monomorphism ===
Let ( S, ∘, ≼) and ( T, *, ≼) be ordered structures.


An ordered structure monomorphism from ( S, ∘, ≼) to ( T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): A monomorphism, i.e. an injective homomorphism, from the structure ( S, ∘) to the structure ( T, * )

:(2): An order embedding from the ordered set ( S, ≼) to the ordered set ( T, ≼).


=== Ordered Semigroup Monomorphism ===
Let ( S, ∘, ≼) and ( T, *, ≼) be ordered semigroups.


An ordered semigroup monomorphism from ( S, ∘, ≼) to ( T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): A (semigroup) monomorphism from the semigroup ( S, ∘) to the semigroup ( T, * )

:(2): An order embedding from the ordered set ( S, ≼) to the ordered set ( T, ≼).

=== Ordered Group Monomorphism ===
Let ( S, ∘, ≼) and ( T, *, ≼) be ordered groups.


An ordered group monomorphism from ( S, ∘, ≼) to ( T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): A group monomorphism from the group ( S, ∘) to the group ( T, * )

:(2): An order embedding from the ordered set ( S, ≼) to the ordered set ( T, ≼).

=== Ordered Ring Monomorphism ===
Let ( S, +, ∘, ≼) and ( T, ⊕, *, ≼) be ordered rings.


An ordered ring monomorphism from ( S, +, ∘, ≼) to ( T, ⊕, *, ≼) is a mapping ϕ: S → T that is both:

:(1): An ordered group monomorphism from the ordered group ( S, +, ≼) to the ordered group ( T, ⊕, ≼)

:(2): A semigroup monomorphism from the semigroup ( S, ∘) to the semigroup ( T, * )."
Definition:Monomorphism (Category Theory),Monomorphism,"Let 𝐂 be a metacategory.

A monomorphism is a morphism f ∈𝐂_1 such that:

:f ∘ g = f ∘ h  g = h

for all morphisms g, h ∈𝐂_1 for which these compositions are defined.


That is, a monomorphism is a morphism which is left cancellable. 


One writes f: C ↣ D to denote that f is a monomorphism."
Definition:Monotone (Order Theory),Monotone,"=== Ordered Sets ===
Let ( S, ≼_1 ) and ( T, ≼_2 ) be ordered sets.

Let ϕ: ( S, ≼_1 ) →( T, ≼_2 ) be a mapping.


Then ϕ is monotone  if and only if  it is either increasing or decreasing.


Note that this definition also holds if S = T.

=== Real Functions ===
This definition continues to hold when S = T = ℝ.

Thus, let f be a real function.

Then f is monotone  if and only if  it is either increasing or decreasing.

=== Sequences ===
Let ( S, ≼) be a totally ordered set.


A sequence ⟨ a_k ⟩_k ∈ A of elements of S is monotone  if and only if  it is either increasing or decreasing.


=== Real Sequence ===

The above definition for sequences is usually applied to real number sequences:

Let ⟨ x_n ⟩ be a sequence in ℝ.


Then ⟨ x_n ⟩ is monotone  if and only if  it is either increasing or decreasing."
Definition:Monotone (Measure Theory),Monotone,"Let 𝒮 be an algebra of sets.

Let f: 𝒮→R be an extended real-valued function, where R denotes the set of extended real numbers.


Then f is defined as monotone or monotonic  if and only if :
:∀ A, B ∈𝒮: A ⊆ B  f (   )A ≤ f (   )B

Category:Definitions/Set Systems"
Definition:Monotone Class,Monotone,"Let X be a set, and let 𝒫( X ) be its power set.

Let ℳ⊆𝒫( X ) be a collection of subsets of X.


Then ℳ is said to be a monotone class (on X)  if and only if  for every countable, nonempty, index set I, it holds that:

:⟨ A_i ⟩_i ∈ I∈ℳ⋃_i ∈ I A_i ∈ℳ
:⟨ A_i ⟩_i ∈ I∈ℳ⋂_i ∈ I A_i ∈ℳ

that is,  if and only if  ℳ is closed under countable unions and countable intersections."
Definition:Multiple Root/Multiplicity,Multiplicity,The multiplicity of a multiple root is the number of times it appears.
Definition:Multiplicity (Complex Analysis),Multiplicity,"Let f: ℂ→ℂ be a function.

Suppose there is a ∈ℂ such that f (   )a = 0.

Then a is said to be a zero of multiplicity k  if and only if  there exists non-zero L ∈ℝ such that:

:lim_z → a| f (   )z || z - a |^k = L

 

Category:Definitions/Complex Analysis"
Definition:Multiple Edge/Multiplicity,Multiplicity,"Let G = ( V, E ) be a multigraph.

The multiplicity of an edge is the number of edges having the same pair of endvertices.


For example, simple edges have multiplicity 1.

Thus, an edge is a multiple edge  if and only if  its multiplicity exceeds 1.

Category:Definitions/Multigraphs"
Definition:Multigraph/Multiplicity,Multiplicity,"The multiplicity of a multigraph is the maximum multiplicity of its (multiple) edges.


Category:Definitions/Multigraphs"
Definition:Prime Decomposition/Multiplicity,Multiplicity,"Let n > 1 ∈ℤ.

Let:
:n = p_1^k_1 p_2^k_2⋯ p_r^k_r
be the prime decomposition of n, where:
:p_1 < p_2 < ⋯ < p_r are distinct primes
:k_1, k_2, …, k_r are (strictly) positive integers.


For each p_j ∈{ p_1, p_2, …, p_r }, its power k_j is known as the multiplicity of p_j."
Definition:Proper Name,Name,"A proper name is a symbol or collection of symbols used to identify a particular object uniquely.


In contrast with natural language, a proper name has a wider range than being the particular identifying label attached to a particular single entity (be it a person, or a place, or whatever else).

For example:
:Sloth is a proper name for the concept of being lazy.
:Rain is a proper name for the meteorological phenomenon of water falling from the sky."
Definition:Variable/Predicate Logic,Name,"In the context of predicate logic, a variable is often called an object variable or arbitrary name.

As such, it is a symbol which is assigned to an arbitrarily selected object from a given universe of discourse.


The understanding is that (during the scope of the argument to which it is relevant) the arbitrary name could apply equally well to any of the objects in that universe."
Definition:Logical Not,Negation,"The logical not or (logical) negation operator is a unary connective whose action is to reverse the truth value of the statement on which it operates.

:p is defined as:
:p is not true
:It is not the case that p is true
:It is false that p
:p is false.


Thus the statement p is called the negation of p.


p is voiced not p.


=== Truth Function ===
The logical not connective defines the truth function f^ as follows:

 
 
 
 

=== Truth Table ===
The characteristic truth table of the negation operator p is as follows:

:[ p p; F T; T F;   ]

=== Boolean Interpretation ===
Let 𝐀 be a propositional formula.

Let  denote the negation operator.


The truth value of 𝐀 under a boolean interpretation v is given by:

:v (   )𝐀 = T    : v (   )𝐀 = F
F    : v (   )𝐀 = T"
Definition:Negation Function,Negation,"The negation function is the function defined on the various standard number systems as follows:


=== Integer Negation Function ===
The negation function h: ℤ→ℤ is defined on the set of integers as:
:∀ n ∈ℤ: h (   )n = -n


Category:Definitions/Negation Functions
Category:Definitions/Integers

=== Rational Negation Function ===
The negation function h: ℚ→ℚ is defined on the set of rational numbers as:
:∀ x ∈ℚ: h (   )x = -x


Category:Definitions/Negation Functions
Category:Definitions/Rational Numbers

=== Real Negation Function ===
The negation function h: ℝ→ℝ is defined on the set of real numbers as:
:∀ x ∈ℝ: h (   )x = -x


Category:Definitions/Negation Functions
Category:Definitions/Real Numbers

=== Complex Negation Function ===
The negation function h: ℝ→ℝ is defined on the set of complex numbers as:
:∀ z = x + i y ∈ℂ: h (   )z = -x - i y


Category:Definitions/Negation Functions
Category:Definitions/Complex Numbers

Category:Definitions/Numbers
Category:Definitions/Negation Functions"
Definition:Net (Preordered Set),Net,"Let X be a nonempty set.

Let ( Λ, ≾) be a preordered set.

Let F: Λ→ X be a mapping.


Then F is referred to as a net."
Definition:Net (Metric Space),Net,"Let M = ( A, d ) be a metric space.

Let ϵ∈ℝ_>0 be a strictly positive real number.


An ϵ-net for M is a subset S ⊆ A such that:
:A ⊆⋃_x ∈ S B_ϵ(   )x
where B_ϵ(   )x denotes the open ϵ-ball of x in M.


That is, it is a subset of A such that the set of all open ϵ-balls of elements of that set forms a cover for A.


=== Finite Net ===
Let M be a metric space.

Let ϵ∈ℝ_>0 be a strictly positive real number.


A finite ϵ-net for M is an ϵ-net for M which is a finite set."
Definition:Net (Accounting),Net,"Net means what is left after deductions.


=== Net Profit ===
Net profit is profit after subtracting the operating costs.

=== Net Weight ===
The net weight of an object is the weight remaining after subtracting the tare for the weight of whatever wrapper, container or shipping means in which the object is contained when its weight is measured."
Definition:Electric Charge/Neutral,Neutral,A body which has no electric charge on it is described as (electrically) neutral.
Definition:Equilibrium (Mechanics)/Neutral,Neutral,"Let B be a particle, a system of particles, or a body which is in equilibrium.

Let B be such that if a small displacement is applied, B remains in its new position.


B is then said to be in neutral equilibrium."
Definition:Identity (Abstract Algebra)/Two-Sided Identity,Neutral,"Let ( S, ∘) be an algebraic structure.

An element e ∈ S is called an identity (element)  if and only if  it is both a left identity and a right identity:

:∀ x ∈ S: x ∘ e = x = e ∘ x


In Identity is Unique it is established that an identity element, if it exists, is unique within ( S, ∘).

Thus it is justified to refer to it as the identity (of a given algebraic structure).


This identity is often denoted e_S, or e if it is clearly understood what structure is being discussed."
Definition:Node (Graph Theory),Node,"=== Vertex ===

For graphs which are not trees, the term vertex is generally used instead:

 

Let G = ( V, E ) be a graph.

The vertices (singular: vertex) are the elements of V.

Informally, the vertices are the points that are connected by the edges.


In the above, the vertices are the points A, B, C, D, E, F, G which are marked as dots.

=== Node ===
The vertices of a tree are called its nodes."
Definition:Acnode,Node,An acnode is a singular point of the locus of an equation describing a curve which is not actually on that curve.
Definition:Crunode,Node,A crunode is a double point P of the locus of an equation describing a curve which intersects itself in such a way that there are 2 distinct tangents at P.
Definition:Cusp,Node,"A cusp is a singular point on a curve at which there are two different tangents which coincide.

Thus a cusp is a special case of a double point in which the tangents are coincident.


=== Cusp of the First Kind ===
A cusp of the first kind is a cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that cusp.


=== Single Cusp of the First Kind ===
A single cusp of the first kind is a single cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that single cusp.
:

=== Double Cusp of the First Kind ===
A double cusp of the first kind is a double cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that double cusp.
:

=== Cusp of the Second Kind ===
A cusp of the second kind is a cusp in which both parts of the curve lie on the same side of the coincident tangents defining that cusp.


=== Single Cusp of the Second Kind ===
A single cusp of the second kind is a single cusp in which both parts of the curve lie on the same side of the coincident tangents defining that single cusp.
:

=== Double Cusp of the Second Kind ===
A double cusp of the second kind is a double cusp in which both parts of the curve lie on the same side of the coincident tangents defining that double cusp.
:"
Definition:Double Cusp,Node,"A double cusp is a cusp in which 2 or more parts of the curve are both continuous through the point.

That is, the curve is tangential to itself.


=== Double Cusp of the First Kind ===
A double cusp of the first kind is a double cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that double cusp.
:

=== Double Cusp of the Second Kind ===
A double cusp of the second kind is a double cusp in which both parts of the curve lie on the same side of the coincident tangents defining that double cusp.
:

=== Point of Osculinflection ===
A point of osculinflection is a double cusp in which one or both parts of the curve has a point of inflection at the point of contact with the tangents defining that double cusp.
:"
Definition:Metagraph,Node,"A metagraph 𝒢 consists of:

* objects X, Y, Z, …
* morphisms f, g, h, … between its objects

These are subjected to the following two axioms:

 
 
 
 

 
A metagraph is purely axiomatic, and does not use set theory.

For example, the objects are not ""elements of the set of objects"", because these axioms are (without further interpretation) unfounded in set theory."
Definition:Spline Function/Knot,Node,"Let [ a  . . ]b be a closed real interval.

Let T := { a = t_0, t_1, t_2, …, t_n - 1, t_n = b } form a subdivision of [ a  . . ]b.

Let S: [ a  . . ]b →ℝ be a spline function on [ a  . . ]b on T.


The points T := { t_0, t_1, t_2, …, t_n - 1, t_n } of S are known as the knots.


=== Knot Vector ===
Let [ a  . . ]b be a closed real interval.

Let T := { a = t_0, t_1, t_2, …, t_n - 1, t_n = b } form a subdivision of [ a  . . ]b.

Let S: [ a  . . ]b →ℝ be a spline function on [ a  . . ]b on T.


The ordered n + 1-tuple 𝐭 := ( t_0, t_1, t_2, …, t_n - 1, t_n ) of S is known as the knot vector.


Category:Definitions/Knots of Splines"
Definition:Noetherian Module,Noetherian,"Let A be a commutative ring with unity.

Let M be an A-module.


=== Definition 1 ===
Let A be a commutative ring with unity.

Let M be an A-module.


M is a Noetherian module  if and only if  every submodule of M is finitely generated.

=== Definition 2 ===
Let A be a commutative ring with unity.

Let M be an A-module.


M is a Noetherian module  if and only if  it satisfies the ascending chain condition on submodules.

=== Definition 3 ===
Let A be a commutative ring with unity.

Let M be an A-module.


M is a Noetherian module  if and only if  it satisfies the maximal condition on submodules."
Definition:Noetherian Ring,Noetherian,"=== Definition 1 ===
A commutative ring with unity A is Noetherian  if and only if  every ideal of A is finitely generated.

=== Definition 2 ===
A commutative ring with unity A is Noetherian  if and only if  it satisfies the ascending chain condition on ideals.

=== Definition 3 ===
A commutative ring with unity A is Noetherian  if and only if  it satisfies the maximal condition on ideals.

=== Definition 4 ===
A commutative ring with unity A is Noetherian  if and only if  it is Noetherian as an A-module."
Definition:Noetherian Topological Space,Noetherian,"=== Definition 1 ===
A topological space T = ( S, τ) is Noetherian  if and only if  its set of closed sets, ordered by the subset relation, satisfies the descending chain condition.

=== Definition 2 ===
A topological space T = ( S, τ) is Noetherian  if and only if  its set of open sets, ordered by the subset relation, satisfies the ascending chain condition.

=== Definition 3 ===
A topological space T = ( S, τ) is Noetherian  if and only if  each non-empty set of closed sets has a minimal element with respect to the subset relation.

=== Definition 4 ===
A topological space T = ( S, τ) is Noetherian  if and only if  each non-empty set of open sets has a maximal element   the subset relation."
Definition:Noetherian Scheme,Noetherian,"Let ( X, 𝒪_X ) be a scheme.


Then ( X, 𝒪_X ) is Noetherian  if and only if  ( X, 𝒪_X ) is locally Noetherian and quasi-compact.

 "
Definition:Normal Family,Normal,"Let X = ( M_1, d_1 ) and Y = ( M_2, d_2 ) be complete metric spaces.

Let ℱ = ⟨ f_i ⟩_i ∈ I be a family of continuous mappings f_i: X → Y.


Then ℱ is a normal family  if and only if :
:every sequence of mappings in ℱ contains a subsequence which converges uniformly on compact subsets of X to a continuous function f: X → Y."
Definition:Normal Operator,Normal,"Let ℋ be a Hilbert space.

Let 𝐓: ℋ→ℋ be a bounded linear operator.


Then 𝐓 is said to be normal  if and only if :

:𝐓^* 𝐓 = 𝐓𝐓^*

where 𝐓^* denotes the adjoint of 𝐓."
Definition:Normal to Curve,Normal,"Let C be a curve embedded in the plane.

The normal to C at a point P is defined as the straight line which lies perpendicular to the tangent to C at P and in the same plane as P."
Definition:Normal to Surface,Normal,"Let S be a surface embedded in 3-dimensional space.

The normal to S at a point P is defined as the straight line which lies perpendicular to the tangent plane to S at P."
Definition:Normal Section,Normal,"Let F be a 2-dimensional figure.

A normal section of F   one of the surfaces S of F is a plane section of F which is perpendicular to S."
Definition:Normal Vector,Normal,"Let S be a surface in ordinary 3-space.

Let P be a point of S.


Let 𝐧 be a vector whose initial point is at P such that 𝐧 is perpendicular to S at P.


Then 𝐧 is a normal vector to S at P."
Definition:Null Set,Null,"Let ( X, x3a3, μ) be a measure space.

A set N ∈x3a3 is called a (μ-)null set  if and only if  μ(   )N = 0.


 

=== Family of Null Sets ===

The family of μ-null sets, { N ∈x3a3: μ(   )N = 0 }, is denoted 𝒩_μ. 


=== Signed Measure ===
Let ( X, x3a3) be a measurable space.

Let μ be a signed measure on ( X, x3a3). 

Let N ∈x3a3.


We say that N is a μ-null set  if and only if :

:for each A ∈x3a3 with A ⊆ N, we have μ(   )A = 0


Category:Definitions/Signed Measures"
Definition:Null Relation,Null,"The null relation is a relation ℛ in S to T such that ℛ is the empty set:
:ℛ⊆ S × T: ℛ = ∅


That is, no element of S relates to any element in T:
:ℛ: S × T: ∀( s, t ) ∈ S × T:  s ℛ t"
Definition:Null Ring,Null,"A ring with one element is called the null ring.

That is, the null ring is ( { 0_R }, +, ∘), where ring addition and the ring product are defined as:

 
 
 
 "
Definition:Null Module,Null,"Let (R, +_R, ∘_R) be a ring.

Let G be the trivial group.


Then the R-module (G, +_G, ∘)_R is known as the null module."
Definition:Null Measure,Null,"Let ( X, x3a3) be a measurable space.


Then the null measure is the measure defined by:

:μ: x3a3→R: μ(   )E := 0

where R denotes the extended real numbers."
Definition:Null Sequence,Null,"A null sequence is a sequence which converges to zero.


=== Normed Division Ring ===
Let ( R, ‖ · ‖) be a normed division ring with zero 0_R.

Let ⟨ x_n ⟩ be a sequence in R which converges to the limit 0_R:

:lim_n →∞ x_n = 0_R


Then ⟨ x_n ⟩ is called a null sequence."
Definition:Injection,One-to-One,"=== Definition 1 ===
A mapping f is an injection, or injective  if and only if :
:∀ x_1, x_2 ∈Dom( f ): f (   )x_1 = f (   )x_2 x_1 = x_2


That is, an injection is a mapping such that the output uniquely determines its input.


=== Definition 1 a ===

This can otherwise be put:
A mapping f is an injection, or injective  if and only if :

:∀ x_1, x_2 ∈Dom( f ): x_1  x_2  f (   )x_1 f (   )x_2


That is, distinct elements of the domain are mapped to distinct elements of the image.

=== Definition 2 ===
An injection is a relation which is both one-to-one and left-total.


Thus, a relation f is an injection  if and only if :

 
 
 
 
 

=== Definition 3 ===
Let f be a mapping.

Then f is an injection  if and only if :
:f^-1_Img( f ): Img( f ) →Dom( f ) is a mapping
where f^-1_Img( f ) is the restriction of the inverse of f to the image set of f.

=== Definition 4 ===
Let f be a mapping.

f is an injection  if and only if :
:∀ y ∈Img( f ): | f^-1(   )y | = |{ f^-1[ { y }]  }| = 1
where:
:Img( f ) denotes the image set of f
:| · | denotes the cardinality of a set
:f^-1(   )y is the preimage of y
:f^-1[ { y }] is the preimage of the subset { y }⊆Img( f ).


That is,  if and only if  the preimage of y is a singleton for all y in the image set of f.

=== Definition 5 ===
Let f: S → T be a mapping where S ∅.

Then f is an injection  if and only if :
:∃ g: T → S: g ∘ f = I_S
where g is a mapping.


That is,  if and only if  f has a left inverse.

=== Definition 6 ===
Let f: S → T be a mapping where S ∅.

Then f is an injection  if and only if  f is left cancellable:
:∀ X: ∀ g_1, g_2: X → S: f ∘ g_1 = f ∘ g_2  g_1 = g_2
where g_1 and g_2 are arbitrary mappings from an arbitrary set X to the domain S of f."
Definition:One-to-One Relation,One-to-One,"A relation ℛ⊆ S × T is one-to-one if it is both many-to-one and one-to-many.


That is, every element of the domain of ℛ relates to no more than one element of its codomain, and every element of the image is related to by exactly one element of its domain."
Definition:Polygon/Opposite,Opposite,"When a polygon has an even number of sides, each side has an opposite side, and each vertex likewise has an opposite vertex.

When a polygon has an odd number of sides, each side has an opposite vertex.


The opposite side (or opposite vertex) to a given side (or vertex) is that side (or vertex) which has the same number of sides between it and the side (or vertex) in question."
