title,term,definition
Definition:Nondeterministic Turing Machine,Machine,"A nondeterministic Turing machine (NTM) is a variation of the classical Turing machine that relaxes the restriction that all the steps in the machine must be definite.

That is, given a single internal state and a single character being read on the tape the machine may have more than one possible response.

If any sequence of choices puts the machine into a halting state, then the machine stops after n steps, where n is the minimum number of steps needed to put the machine into a halting state.

 

=== Formal Definition ===

A nondeterministic Turing machine is a 7-tuple ( Q, x3a3, Γ, δ, q_0, B, F ) that satisfies the following:
* Q is a finite set, the states of the machine.
* x3a3 is a finite set, the input symbols.
* Γ⊋x3a3 is a finite superset of the input symbols, called the tape symbols.
** For convenience, we also require that Γ and Q are disjoint.
* δ : Q ×Γ→𝒫( Q ×Γ×{ L, R }) is a mapping, the transition function.
** L and R are arbitrary constants called directions.
* q_0 ∈ Q is a distinguished state called the start state.
* B ∈Γ is a distinguished tape symbol called the blank symbol. B must not be an element of x3a3.
* F ⊂ Q be a designated subset of the states called accepting states.


An instantaneous description of a nondeterministic Turing machine is a finite sequence of elements of Γ∪ Q, subject to the following conditions:
* There is exactly one element of Q in the sequence.
* The first entry in the sequence is not B.
* The last entry in the sequence is not in Q.
* If the last entry in the sequence is B, then the second-to-last is in Q.

By this definition, an instantaneous description can always be written as:
:X_m X_m-1… X_2 X_1 q Y Z_1 Z_2 … Z_n-1 Z_n
where m or n may be 0; X_i, Y, and Z_j are all elements of Γ; and q is an element of Q.

Additionally, X_m and Z_n are not B if they exist; that is, if m and n are not 0, respectively.


A move reduces one instantaneous description into another by applying the transition function. There may be many possible moves from any given instantaneous description.

We write A ⊢ B if a machine with instantaneous description A may have, after a single move, instantaneous description B.

Let ( q', Y', d ) ∈δ(   )q, Y.

Then there are seven cases to consider:

* If d = L and m > 0, and either n > 0 or Y' ≠ B then:
:X_m … X_2 X_1 q Y Z_1 … Z_n ⊢ X_m … X_2 q' X_1 Y' Z_1 … Z_n

* If d = L and m > 0, but n = 0 and Y' = B then:
:X_m … X_2 X_1 q Y ⊢ X_m … X_2 q' X_1

* If d = L but m = 0, and either n > 0 or Y' ≠ B then:
:q Y Z_1 … Z_n ⊢ q' B Y' Z_1 … Z_n

* If d = R and n > 0, and either m > 0 or Y' ≠ B then:
:X_m … X_1 q Y Z_1 Z_2 … Z_n ⊢ X_m … X_1 Y' q' Z_1 Z_2 … Z_n

* If d = R and n > 0, but m = 0 and Y' = B then:
:q Y Z_1 Z_2 … Z_n ⊢ q' Z_1 Z_2 … Z_n

* If d = R but n = 0, and either m > 0 or Y' ≠ B then:
:X_m … X_1 q Y ⊢ X_m … X_1 Y' q' B

* If m = 0, n = 0, and Y' = B then regardless of d:
:q Y ⊢ q' B


Let A ⊢^* B indicate that there exists a finite sequence ⟨ A_i ⟩_0 ≤ i ≤ n such that:
:A = A_0 ⊢ A_1 ⊢ A_2 ⊢…⊢ A_n = B


The language L (   )M accepted by the machine M is the set of strings w ∈x3a3^* for which, for some α, β∈Γ^* and p ∈ F:
:q_0 w ⊢^* α p β

As a special case, the null string is in the language  if and only if  the above holds for w = B."
Definition:Topological Manifold/Differentiable Manifold,Manifold,"Let M be a second-countable locally Euclidean space of dimension d. 

Let ℱ be a d-dimensional differentiable structure on M of class 𝒞^k, where k ≥ 1.


Then ( M, ℱ) is a differentiable manifold of class 𝒞^k and dimension d."
Definition:Topological Manifold/Smooth Manifold,Manifold,"Let M be a second-countable locally Euclidean space of dimension d. 

Let ℱ be a smooth differentiable structure on M.


Then ( M, ℱ) is called a smooth manifold of dimension d."
Definition:Topological Manifold/Complex Manifold,Manifold,"Let M be a second-countable, complex locally Euclidean space of dimension d. 

Let ℱ be a complex analytic differentiable structure on M.


Then ( M, ℱ) is called a complex manifold of dimension d."
Definition:Vector Subspace/Hilbert Spaces,Manifold,"Let K be a division ring.

Let (S, +, ∘)_K be a K-algebraic structure with one operation.


Let T be a closed subset of S.

Let (T, +_T, ∘_T)_K be a K-vector space where:
: +_T is the restriction of + to T × T and
: ∘_T is the restriction of ∘ to K × T.


Then (T, +_T, ∘_T)_K is a (vector) subspace of (S, +, ∘)_K.


When considering Hilbert spaces, one wants to deal with projections onto subspaces.

These projections however require the linear subspace to be closed in topological sense in order to be well-defined.

Therefore, in treatises of Hilbert spaces, one encounters the terminology linear manifold for the concept of vector subspace defined above.

The adapted definition of linear subspace is then that it is a topologically closed linear manifold."
Definition:Arithmetic Mean,Mean,"Let x_1, x_2, …, x_n ∈ℝ be real numbers.

The arithmetic mean of x_1, x_2, …, x_n is defined as:

:A_n :=  1 n ∑_k  = 1^n x_k

That is, to find out the arithmetic mean of a set of numbers, add them all up and divide by how many there are."
Definition:Geometric Mean,Mean,"Let x_1, x_2, …, x_n ∈ℝ_>0 be (strictly) positive real numbers.

The geometric mean of x_1, x_2, …, x_n is defined as:

:G_n := ( ∏_k  = 1^n x_k )^1/n


That is, to find out the geometric mean of a set of n numbers, multiply them together and take the nth root.


=== Mean Proportional ===
In the language of  , the geometric mean of two magnitudes is called the mean proportional.

Thus the mean proportional of a and b is defined as that magnitude c such that:
:a : c = c : b
where a : c denotes the ratio between a and c.


From the definition of ratio it is seen that a c =  c b from which it follows that c = √(a b) demonstrating that the definitions are logically equivalent.


=== General Definition ===
In the language of  , the terms of a (finite) geometric sequence of positive integers between (and not including) the first and last terms are called mean proportionals."
Definition:Arithmetic-Geometric Mean,Mean,"The arithmetic-geometric mean of two numbers a and b is the limit of the sequences obtained by the arithmetic-geometric mean iteration.

This is denoted M (   )a, b.


=== Arithmetic-Geometric Mean Iteration ===
Let a and b be numbers.

Let ⟨ a_n ⟩ and ⟨ b_n ⟩ be defined as the recursive sequences:

 
 
 
 
 

where:

 
 
 
 

The above process is known as the arithmetic-geometric mean iteration."
Definition:Harmonic Mean,Mean,"Let x_1, x_2, …, x_n ∈ℝ be real numbers which are all strictly positive.

The harmonic mean H_n of x_1, x_2, …, x_n is defined as:

:1 H_n := 1/n( ∑_k  = 1^n 1/x_k)

That is, to find the harmonic mean of a set of n numbers, take the reciprocal of the arithmetic mean of their reciprocals."
Definition:Quadratic Mean,Mean,"Let x_1, x_2, …, x_n ∈ℝ be real numbers.

The quadratic mean of x_1, x_2, …, x_n is defined as:

:Q_n := √(1/n∑_k  = 1^n x_k^2)"
Definition:Weighted Mean,Mean,"Let S = ⟨ x_1, x_2, …, x_n ⟩ be a sequence of real numbers.

Let W be a weight function to be applied to the terms of S.


The weighted mean of S   W is defined as:
:x̅ := ∑_i  = 1^n W (   )x_i x_i∑_i  = 1^n W (   )x_i

This means that elements of S with a larger weight contribute more to the weighted mean than those with a smaller weight.


If we write:
:∀ i: 1 ≤ i ≤ n: w_i = W (   )x_i
we can write this weighted mean as:
:x̅ := w_1 x_1 + w_2 x_2 + ⋯ + w_n x_nw_1 + w_2 + ⋯ + w_n


From the definition of the weight function, none of the weights can be negative.

While some of the weights may be zero, not all of them can, otherwise we would be dividing by zero.


=== Normalized Weighted Mean ===
Let S = ⟨ x_1, x_2, …, x_n ⟩ be a sequence of real numbers.

Let W (   )x be a weight function to be applied to the terms of S.

Let the weights be normalized.

Then the weighted mean of S   W can be expressed in the form:
:x̅ := ∑_i  = 1^n W (   )x_i x_i

as by definition of normalized weight function all the weights add up to 1.

This weighted mean is known as a  normalized weighted mean.


 "
Definition:Measure Theory,Measure,"Measure theory is the subfield of analysis concerned with the properties of measures, particularly the Lebesgue measure."
Definition:Measure (Measure Theory),Measure,"Let ( X, x3a3) be a measurable space.

Let μ: x3a3→R be a mapping, where R denotes the set of extended real numbers.


=== Definition 1 ===
Let ( X, x3a3) be a measurable space.

Let μ: x3a3→R be a mapping, where R denotes the set of extended real numbers.


μ is called a measure on x3a3  if and only if  μ fulfils the following axioms:
 

=== Definition 2 ===
Let ( X, x3a3) be a measurable space.

Let μ: x3a3→R be a mapping, where R denotes the set of extended real numbers.


μ is called a measure on x3a3  if and only if  μ fulfils the following axioms:
 

=== Definition 3 ===
Let ( X, x3a3) be a measurable space.

Let μ: x3a3→R be a mapping, where R denotes the set of extended real numbers.


μ is called a measure on x3a3  if and only if  μ fulfils the following axioms:
 "
Definition:Lebesgue Measure,Measure,"Let 𝒥_ho^n be the set of half-open n-rectangles.

Let ℬ(   )ℝ^n be the Borel σ-algebra on ℝ^n.


Let λ^n be the n-dimensional Lebesgue pre-measure on 𝒥_ho^n.

A measure μ extending λ^n to ℬ(   )ℝ^n is called n-dimensional Lebesgue measure.

That is, μ is an n-dimensional Lebesgue measure  if and only if  it satisfies:

:μ_𝒥_ho^n = λ^n

where  denotes restriction.


Usually, this measure is also denoted by λ^n, even though this may be considered abuse of notation.


=== Lebesgue Measure on the Reals ===
For a given set S ⊆ℝ, let { I_n } be a countable set of open intervals such that:

:S ⊆⋃{ I_n }

For the power set 𝒫( ℝ) of the real numbers ℝ, construct a function μ^*: 𝒫( ℝ) →ℝ_>0 as:

:μ^* (   )S = inf{∑_n ∈ℕ l (   )I_n : { I_n } : S ⊆⋃_n ∈ℕ I_n }

where:
:the infimum ranges over all such sets { I_n }
:l (   )I_n is the length of the interval I_n.

Then μ^* is known as the Lebesgue outer measure and can be shown to be an outer measure."
Definition:Measure (Geometry),Measure,"A geometric quantity A is said to measure another quantity B when the size of A is a divisor of the size of B.

Category:Definitions/Geometry"
Definition:Measurable Property/Measurement,Measure,"Measurement is the process of determining the quantity of a measurable property according to some given scale of measurement.

A measurement is reported as a (real) number multiplied by a unit of measurement for that quantity."
Definition:Median of Triangle,Median,"Let ABC be a triangle.

:

A median is a cevian which bisects the opposite.


In the above diagram, CD is a median."
Definition:Median of Trapezium,Median,"Let ABCD be a trapezium.

:

The median of ABCD is the straight line through the midpoints of the legs of ABCD.


In the above diagram, EF is the median of the trapezium ABCD."
Definition:Median of Continuous Random Variable,Median,"Let X be a continuous random variable on a probability space ( Ω, x3a3, ).

Let X have probability density function f_X. 

A median of X is defined as a real number m_X such that: 

:(   )X < m_X = ∫_-∞^m_X f_X (   )x  d x = 1/2

That is, m_X is the first 2-quantile of X.

Hence it is also the 50th percentile of X."
Definition:Meet (Order Theory),Meet,"Let ( S, ≼) be an ordered set.

Let a, b ∈ S, and suppose that their infimum inf{ a, b } exists in S.


Then a ∧ b, the meet of a and b, is defined as:

:a ∧ b = inf{ a, b }


Expanding the definition of infimum, one sees that c = a ∧ b  if and only if :

:(1):    c ≼ a and c ≼ b
:(2):   ∀ s ∈ S: s ≼ a and s ≼ b  s ≼ c"
Definition:Boolean Algebra/Meet,Meet,"Consider the Boolean algebra ( S, ∨, ∧, )


The operation ∧ is called meet."
Definition:Set Meeting Set,Meet,"Let ⟨ S_i ⟩_i ∈ I be an family of sets indexed by some  indexing set I.

The sets in ⟨ S_i ⟩ are said to meet  if and only if  their intersection is not empty.


That is,  if and only if :
:⋂_i ∈ I⟨ S_i ⟩∅


That is,  if and only if  ⟨ S_i ⟩_i ∈ I is not disjoint."
Definition:Metrizable Topology,Metrizable,"Let T = ( S, τ) be a topological space.

=== Definition 1 ===
Let T = ( S, τ) be a topological space.


T is said to be metrizable  if and only if  there exists a metric d on S such that:
:τ is the topology induced by d on S.

=== Definition 2 ===
Let T = ( S, τ) be a topological space.


T is said to be metrizable  if and only if  there exists a metric space M = ( A, d ) such that:
:T is homeomorphic to the topological space ( A, τ_d ) 
where τ_d is the topology induced by d on A."
Definition:Metrizable Uniformity,Metrizable,"Let M = ( A, d ) be a metric space.

Let 𝒰 be the uniformity on X defined as:
:𝒰 := { u_ϵ: ϵ∈ℝ_>0}
where:
:ℝ_>0 is the set of strictly positive real numbers
:u_ϵ is defined as:
::u_ϵ := {( x, y ): d (   )x, y < ϵ}


Then 𝒰 is defined as metrizable."
Definition:Minor (Euclidean),Minor,"Let a, b ∈ℝ_>0 in the forms:
:a = ρ√(2)√(1 +  k √(1 + k^2))
:b = ρ√(2)√(1 -  k √(1 + k^2))

where:
:ρ is a rational number
:k is a rational number whose square root is irrational.


Then a - b is a minor.


 "
Definition:Ellipse/Minor Axis/Semi-Minor Axis,Minor,":

Consider an ellipse K.


A semi-minor axis of K is either half of the minor axis of K from its midpoint to its endpoint.


In the above diagram, O C_1 and O C_2 are the semi-minor axes of K."
Definition:Categorical Syllogism/Premises/Minor Premise,Minor,"The minor premise of a categorical syllogism is conventionally stated second.

It is a categorical statement which expresses the logical relationship between the secondary term and the middle term of the syllogism."
Definition:Minor of Determinant,Minor,"Let 𝐀 = [ a ]_n be a square matrix of order n.

Consider the order k square submatrix 𝐁 obtained by deleting n - k rows and n - k columns from 𝐀.


Let (   )𝐁 denote the determinant of 𝐁.

Then (   )𝐁 is an order-k minor of (   )𝐀.


Thus a minor is a determinant formed from the elements (in the same relative order) of k specified rows and columns."
Definition:Multiindex/Modulus,Modulus,"Let k = ⟨ k_j ⟩_j ∈ J be a multiindex.


The modulus of such a multiindex k  is defined by:
:| k | = ∑_j ∈ J k_j


 

Note that, since by definition all but finitely many of the k_j are zero, this summation is convergent."
Definition:Complex Modulus,Modulus,"Let z = a + i b be a complex number, where a, b ∈ℝ.


The (complex) modulus of z is written | z |, and is defined as the square root of the sum of the squares of the real and imaginary parts:

:| z | := √(a^2 + b^2)


The (complex) modulus is a real-valued function, and, as and when appropriate, can be referred to as the (complex) modulus function.


It is to be noted that the modulus of a complex number z is the distance between the origin and the point representing z on an Argand diagram."
Definition:Modulus of Complex-Valued Function,Modulus,"Let f: S →ℂ be a complex-valued function.


Then the (complex) modulus of f is written | f | : S →ℝ and is the real-valued function defined as:

:∀ z ∈ S: | f |(   )z = | f (   )z |"
Definition:Modulus (Geometric Function Theory),Modulus,"In geometric function theory, the term modulus is used to denote certain conformal invariants of configurations or curve families.

More precisely, the modulus of a curve family Γ is the reciprocal of its extremal length:
:Γ :=  1 λ(   )Γ


=== Modulus of a Quadrilateral ===

Consider a quadrilateral; that is, a Jordan domain Q in the complex plane (or some other Riemann surface), together with two disjoint closed boundary arcs α and α'.

Then the modulus of the quadrilateral Q (   )α, α' is the extremal length of the family of curves in Q that connect α and α'.

Equivalently, there exists a rectangle R = { x + i y: | x | < a, | y | < b } and a conformal isomorphism between Q and R under which α and α' correspond to the vertical sides of R.

Then the modulus of Q (   )α, α' is equal to the ratio a/b.


See Modulus of a Quadrilateral.


=== Modulus of an Annulus ===

Consider an annulus A; that is, a domain whose boundary consists of two Jordan curves.

Then the modulus A is the extremal length of the family of curves in A that connect the two boundary components of A.

Equivalently, there is a round annulus Ã = { z ∈ℂ: r < | z | < R } that is conformally equivalent to A.

Then:
:A :=  1 2 πln(   ) R r

The modulus of A can also be denoted M (   )R."
Definition:Congruence (Number Theory)/Modulus,Modulus,"Let x be congruent to y modulo m.

The number m in this congruence is known as the modulus of the congruence."
Definition:Young's Modulus,Modulus,"Young's modulus is a modulus of elasticity used when an elastic body B is under tension or compression.

It is defined as the ratio of applied pressure to the resulting increase or decrease in length per unit length of B.

That is, it is the ratio of tensile or compressive stress to the associated strain.


=== Symbol ===
"
Definition:Bulk Modulus,Modulus,"Let B be an elastic body.

The bulk modulus of B is a physical property of B which measures its resistance to change in volume without change of shape.

It is defined as the ratio of compressive stress per surface area of B to its change of volume per unit volume associated with this stress, assuming uniform pressure over the surface of B."
Definition:Rigidity Modulus,Modulus,"The rigidity modulus of a body or a substance is an elastic modulus used in relation to shear.

It is the ratio of shear stress to the resulting shear strain of the body."
Definition:Completely Multiplicative Function,Multiplicative Function,"Let K be a field.

Let f: K → K be a function on K.


Then f is described as completely multiplicative  if and only if :

:∀ m, n ∈ K: f (   )m n = f (   )m f (   )n


That is, a completely multiplicative function is one where the value of a product of two numbers equals the product of the value of each one individually."
Definition:Multiplicative Function on Ring,Multiplicative Function,"Let ( R, +, ∘) be a ring.

Let f: R →ℝ be a (real-valued) function on R.


f is a multiplicative function on R  if and only if :

:∀ x, y ∈ R: f (   )x ∘ y = f (   )x × f (   )y


That is, a multiplicative function on R is one where the value of the product of two elements of R equals the product of their values."
Definition:Multiplicative Function on UFD,Multiplicative Function,"Let R be a unique factorization domain.

Let f : R →ℂ be a complex-valued function.


Then f is multiplicative  if and only if :
:For all coprime x, y∈ R: f (x y) = f (x) f (y)


=== Arithmetic Function ===
Let f : ℕ→ℂ be an arithmetic function.


Then f is multiplicative  if and only if :
:m ⊥ n  f (   )m n = f (   )m f (   )n
where m ⊥ n denotes that m is coprime to n.


That is, a multiplicative arithmetic function is one where the value of a product of two coprime numbers equals the product of the value of each one individually."
Definition:Multiple Root/Multiplicity,Multiplicity,The multiplicity of a multiple root is the number of times it appears.
Definition:Multiplicity (Complex Analysis),Multiplicity,"Let f: ℂ→ℂ be a function.

Suppose there is a ∈ℂ such that f (   )a = 0.

Then a is said to be a zero of multiplicity k  if and only if  there exists non-zero L ∈ℝ such that:

:lim_z → a| f (   )z || z - a |^k = L

 

Category:Definitions/Complex Analysis"
Definition:Multiple Edge/Multiplicity,Multiplicity,"Let G = ( V, E ) be a multigraph.

The multiplicity of an edge is the number of edges having the same pair of endvertices.


For example, simple edges have multiplicity 1.

Thus, an edge is a multiple edge  if and only if  its multiplicity exceeds 1.

Category:Definitions/Multigraphs"
Definition:Multigraph/Multiplicity,Multiplicity,"The multiplicity of a multigraph is the maximum multiplicity of its (multiple) edges.


Category:Definitions/Multigraphs"
Definition:Prime Decomposition/Multiplicity,Multiplicity,"Let n > 1 ∈ℤ.

Let:
:n = p_1^k_1 p_2^k_2⋯ p_r^k_r
be the prime decomposition of n, where:
:p_1 < p_2 < ⋯ < p_r are distinct primes
:k_1, k_2, …, k_r are (strictly) positive integers.


For each p_j ∈{ p_1, p_2, …, p_r }, its power k_j is known as the multiplicity of p_j."
Definition:Proper Name,Name,"A proper name is a symbol or collection of symbols used to identify a particular object uniquely.


In contrast with natural language, a proper name has a wider range than being the particular identifying label attached to a particular single entity (be it a person, or a place, or whatever else).

For example:
:Sloth is a proper name for the concept of being lazy.
:Rain is a proper name for the meteorological phenomenon of water falling from the sky."
Definition:Variable/Predicate Logic,Name,"In the context of predicate logic, a variable is often called an object variable or arbitrary name.

As such, it is a symbol which is assigned to an arbitrarily selected object from a given universe of discourse.


The understanding is that (during the scope of the argument to which it is relevant) the arbitrary name could apply equally well to any of the objects in that universe."
Definition:Logical Not,Negation,"The logical not or (logical) negation operator is a unary connective whose action is to reverse the truth value of the statement on which it operates.

:p is defined as:
:p is not true
:It is not the case that p is true
:It is false that p
:p is false.


Thus the statement p is called the negation of p.


p is voiced not p.


=== Truth Function ===
The logical not connective defines the truth function f^ as follows:

 
 
 
 

=== Truth Table ===
The characteristic truth table of the negation operator p is as follows:

:[ p p; F T; T F;   ]

=== Boolean Interpretation ===
Let 𝐀 be a propositional formula.

Let  denote the negation operator.


The truth value of 𝐀 under a boolean interpretation v is given by:

:v (   )𝐀 = T    : v (   )𝐀 = F
F    : v (   )𝐀 = T"
Definition:Negation Function,Negation,"The negation function is the function defined on the various standard number systems as follows:


=== Integer Negation Function ===
The negation function h: ℤ→ℤ is defined on the set of integers as:
:∀ n ∈ℤ: h (   )n = -n


Category:Definitions/Negation Functions
Category:Definitions/Integers

=== Rational Negation Function ===
The negation function h: ℚ→ℚ is defined on the set of rational numbers as:
:∀ x ∈ℚ: h (   )x = -x


Category:Definitions/Negation Functions
Category:Definitions/Rational Numbers

=== Real Negation Function ===
The negation function h: ℝ→ℝ is defined on the set of real numbers as:
:∀ x ∈ℝ: h (   )x = -x


Category:Definitions/Negation Functions
Category:Definitions/Real Numbers

=== Complex Negation Function ===
The negation function h: ℝ→ℝ is defined on the set of complex numbers as:
:∀ z = x + i y ∈ℂ: h (   )z = -x - i y


Category:Definitions/Negation Functions
Category:Definitions/Complex Numbers

Category:Definitions/Numbers
Category:Definitions/Negation Functions"
Definition:Electric Charge/Neutral,Neutral,A body which has no electric charge on it is described as (electrically) neutral.
Definition:Equilibrium (Mechanics)/Neutral,Neutral,"Let B be a particle, a system of particles, or a body which is in equilibrium.

Let B be such that if a small displacement is applied, B remains in its new position.


B is then said to be in neutral equilibrium."
Definition:Identity (Abstract Algebra)/Two-Sided Identity,Neutral,"Let ( S, ∘) be an algebraic structure.

An element e ∈ S is called an identity (element)  if and only if  it is both a left identity and a right identity:

:∀ x ∈ S: x ∘ e = x = e ∘ x


In Identity is Unique it is established that an identity element, if it exists, is unique within ( S, ∘).

Thus it is justified to refer to it as the identity (of a given algebraic structure).


This identity is often denoted e_S, or e if it is clearly understood what structure is being discussed."
Definition:Node (Graph Theory),Node,"=== Vertex ===

For graphs which are not trees, the term vertex is generally used instead:

 

Let G = ( V, E ) be a graph.

The vertices (singular: vertex) are the elements of V.

Informally, the vertices are the points that are connected by the edges.


In the above, the vertices are the points A, B, C, D, E, F, G which are marked as dots.

=== Node ===
The vertices of a tree are called its nodes."
Definition:Acnode,Node,An acnode is a singular point of the locus of an equation describing a curve which is not actually on that curve.
Definition:Crunode,Node,A crunode is a double point P of the locus of an equation describing a curve which intersects itself in such a way that there are 2 distinct tangents at P.
Definition:Cusp,Node,"A cusp is a singular point on a curve at which there are two different tangents which coincide.

Thus a cusp is a special case of a double point in which the tangents are coincident.


=== Cusp of the First Kind ===
A cusp of the first kind is a cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that cusp.


=== Single Cusp of the First Kind ===
A single cusp of the first kind is a single cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that single cusp.
:

=== Double Cusp of the First Kind ===
A double cusp of the first kind is a double cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that double cusp.
:

=== Cusp of the Second Kind ===
A cusp of the second kind is a cusp in which both parts of the curve lie on the same side of the coincident tangents defining that cusp.


=== Single Cusp of the Second Kind ===
A single cusp of the second kind is a single cusp in which both parts of the curve lie on the same side of the coincident tangents defining that single cusp.
:

=== Double Cusp of the Second Kind ===
A double cusp of the second kind is a double cusp in which both parts of the curve lie on the same side of the coincident tangents defining that double cusp.
:"
Definition:Double Cusp,Node,"A double cusp is a cusp in which 2 or more parts of the curve are both continuous through the point.

That is, the curve is tangential to itself.


=== Double Cusp of the First Kind ===
A double cusp of the first kind is a double cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that double cusp.
:

=== Double Cusp of the Second Kind ===
A double cusp of the second kind is a double cusp in which both parts of the curve lie on the same side of the coincident tangents defining that double cusp.
:

=== Point of Osculinflection ===
A point of osculinflection is a double cusp in which one or both parts of the curve has a point of inflection at the point of contact with the tangents defining that double cusp.
:"
Definition:Metagraph,Node,"A metagraph 𝒢 consists of:

* objects X, Y, Z, …
* morphisms f, g, h, … between its objects

These are subjected to the following two axioms:

 
 
 
 

 
A metagraph is purely axiomatic, and does not use set theory.

For example, the objects are not ""elements of the set of objects"", because these axioms are (without further interpretation) unfounded in set theory."
Definition:Spline Function/Knot,Node,"Let [ a  . . ]b be a closed real interval.

Let T := { a = t_0, t_1, t_2, …, t_n - 1, t_n = b } form a subdivision of [ a  . . ]b.

Let S: [ a  . . ]b →ℝ be a spline function on [ a  . . ]b on T.


The points T := { t_0, t_1, t_2, …, t_n - 1, t_n } of S are known as the knots.


=== Knot Vector ===
Let [ a  . . ]b be a closed real interval.

Let T := { a = t_0, t_1, t_2, …, t_n - 1, t_n = b } form a subdivision of [ a  . . ]b.

Let S: [ a  . . ]b →ℝ be a spline function on [ a  . . ]b on T.


The ordered n + 1-tuple 𝐭 := ( t_0, t_1, t_2, …, t_n - 1, t_n ) of S is known as the knot vector.


Category:Definitions/Knots of Splines"
Definition:Noetherian Module,Noetherian,"Let A be a commutative ring with unity.

Let M be an A-module.


=== Definition 1 ===
Let A be a commutative ring with unity.

Let M be an A-module.


M is a Noetherian module  if and only if  every submodule of M is finitely generated.

=== Definition 2 ===
Let A be a commutative ring with unity.

Let M be an A-module.


M is a Noetherian module  if and only if  it satisfies the ascending chain condition on submodules.

=== Definition 3 ===
Let A be a commutative ring with unity.

Let M be an A-module.


M is a Noetherian module  if and only if  it satisfies the maximal condition on submodules."
Definition:Noetherian Ring,Noetherian,"=== Definition 1 ===
A commutative ring with unity A is Noetherian  if and only if  every ideal of A is finitely generated.

=== Definition 2 ===
A commutative ring with unity A is Noetherian  if and only if  it satisfies the ascending chain condition on ideals.

=== Definition 3 ===
A commutative ring with unity A is Noetherian  if and only if  it satisfies the maximal condition on ideals.

=== Definition 4 ===
A commutative ring with unity A is Noetherian  if and only if  it is Noetherian as an A-module."
Definition:Noetherian Topological Space,Noetherian,"=== Definition 1 ===
A topological space T = ( S, τ) is Noetherian  if and only if  its set of closed sets, ordered by the subset relation, satisfies the descending chain condition.

=== Definition 2 ===
A topological space T = ( S, τ) is Noetherian  if and only if  its set of open sets, ordered by the subset relation, satisfies the ascending chain condition.

=== Definition 3 ===
A topological space T = ( S, τ) is Noetherian  if and only if  each non-empty set of closed sets has a minimal element with respect to the subset relation.

=== Definition 4 ===
A topological space T = ( S, τ) is Noetherian  if and only if  each non-empty set of open sets has a maximal element   the subset relation."
Definition:Noetherian Scheme,Noetherian,"Let ( X, 𝒪_X ) be a scheme.


Then ( X, 𝒪_X ) is Noetherian  if and only if  ( X, 𝒪_X ) is locally Noetherian and quasi-compact.

 "
Definition:Normal Family,Normal,"Let X = ( M_1, d_1 ) and Y = ( M_2, d_2 ) be complete metric spaces.

Let ℱ = ⟨ f_i ⟩_i ∈ I be a family of continuous mappings f_i: X → Y.


Then ℱ is a normal family  if and only if :
:every sequence of mappings in ℱ contains a subsequence which converges uniformly on compact subsets of X to a continuous function f: X → Y."
Definition:Normal Operator,Normal,"Let ℋ be a Hilbert space.

Let 𝐓: ℋ→ℋ be a bounded linear operator.


Then 𝐓 is said to be normal  if and only if :

:𝐓^* 𝐓 = 𝐓𝐓^*

where 𝐓^* denotes the adjoint of 𝐓."
Definition:Normal to Curve,Normal,"Let C be a curve embedded in the plane.

The normal to C at a point P is defined as the straight line which lies perpendicular to the tangent to C at P and in the same plane as P."
Definition:Normal to Surface,Normal,"Let S be a surface embedded in 3-dimensional space.

The normal to S at a point P is defined as the straight line which lies perpendicular to the tangent plane to S at P."
Definition:Normal Section,Normal,"Let F be a 2-dimensional figure.

A normal section of F   one of the surfaces S of F is a plane section of F which is perpendicular to S."
Definition:Normal Vector,Normal,"Let S be a surface in ordinary 3-space.

Let P be a point of S.


Let 𝐧 be a vector whose initial point is at P such that 𝐧 is perpendicular to S at P.


Then 𝐧 is a normal vector to S at P."
