title,term,definition
Definition:Model (Logic),Model,"Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


=== Model of Logical Formula ===
Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


Let ϕ be a logical formula of ℒ.

Then ℳ is a model of ϕ  if and only if :

:ℳ_ℳϕ

that is,  if and only if  ϕ is valid in ℳ.


 

Category:Definitions/Model Theory
Category:Definitions/Formal Semantics

=== Model of Set of Logical Formulas ===
Let ℳ be a formal semantics for a logical language ℒ.

Let ℳ be a structure of ℳ.


Let ℱ be a set of logical formulas of ℒ.

Then ℳ is a model of ℱ  if and only if :

:ℳ_ℳϕ for every ϕ∈ℱ

that is,  if and only if  it is a model of every logical formula ϕ∈ℱ."
Definition:Model (Predicate Logic),Model,"Let ℒ_1 be the language of predicate logic.

Let 𝒜 be a structure for predicate logic.


Then 𝒜 models a sentence 𝐀  if and only if :

:val_𝒜(   )𝐀 = T

where val_𝒜(   )𝐀 denotes the value of 𝐀 in 𝒜.


This relationship is denoted:

:𝒜_PL𝐀


When pertaining to a collection of sentences ℱ, one says 𝒜 models ℱ  if and only if :

:∀𝐀∈ℱ: 𝒜_PL𝐀

that is,  if and only if  it models all elements of ℱ.

This can be expressed symbolically as:

:𝒜_PLℱ"
Definition:Mathematical Model,Model,"A mathematical model is an equation, or a system of equations, whose purpose is to provide an approximation to the behavior of a real-world phenomenon.


=== Constant ===
Let P be a stochastic process which is being modelled by means of a model M.

A constant of M is a number which implements some aspect of P which is not changed during the evolution of P.

=== Parameter ===
Let P be a stochastic process which is being modelled by means of a model M.

A parameter of M is a number which implements some aspect of P which is designed so as to be able to be modified during the evolution of P as a result of analysis of the behaviour of P over time."
Definition:Multiindex/Modulus,Modulus,"Let k = ⟨ k_j ⟩_j ∈ J be a multiindex.


The modulus of such a multiindex k  is defined by:
:| k | = ∑_j ∈ J k_j


 

Note that, since by definition all but finitely many of the k_j are zero, this summation is convergent."
Definition:Complex Modulus,Modulus,"Let z = a + i b be a complex number, where a, b ∈ℝ.


The (complex) modulus of z is written | z |, and is defined as the square root of the sum of the squares of the real and imaginary parts:

:| z | := √(a^2 + b^2)


The (complex) modulus is a real-valued function, and, as and when appropriate, can be referred to as the (complex) modulus function.


It is to be noted that the modulus of a complex number z is the distance between the origin and the point representing z on an Argand diagram."
Definition:Modulus of Complex-Valued Function,Modulus,"Let f: S →ℂ be a complex-valued function.


Then the (complex) modulus of f is written | f | : S →ℝ and is the real-valued function defined as:

:∀ z ∈ S: | f |(   )z = | f (   )z |"
Definition:Modulus (Geometric Function Theory),Modulus,"In geometric function theory, the term modulus is used to denote certain conformal invariants of configurations or curve families.

More precisely, the modulus of a curve family Γ is the reciprocal of its extremal length:
:Γ :=  1 λ(   )Γ


=== Modulus of a Quadrilateral ===

Consider a quadrilateral; that is, a Jordan domain Q in the complex plane (or some other Riemann surface), together with two disjoint closed boundary arcs α and α'.

Then the modulus of the quadrilateral Q (   )α, α' is the extremal length of the family of curves in Q that connect α and α'.

Equivalently, there exists a rectangle R = { x + i y: | x | < a, | y | < b } and a conformal isomorphism between Q and R under which α and α' correspond to the vertical sides of R.

Then the modulus of Q (   )α, α' is equal to the ratio a/b.


See Modulus of a Quadrilateral.


=== Modulus of an Annulus ===

Consider an annulus A; that is, a domain whose boundary consists of two Jordan curves.

Then the modulus A is the extremal length of the family of curves in A that connect the two boundary components of A.

Equivalently, there is a round annulus Ã = { z ∈ℂ: r < | z | < R } that is conformally equivalent to A.

Then:
:A :=  1 2 πln(   ) R r

The modulus of A can also be denoted M (   )R."
Definition:Congruence (Number Theory)/Modulus,Modulus,"Let x be congruent to y modulo m.

The number m in this congruence is known as the modulus of the congruence."
Definition:Young's Modulus,Modulus,"Young's modulus is a modulus of elasticity used when an elastic body B is under tension or compression.

It is defined as the ratio of applied pressure to the resulting increase or decrease in length per unit length of B.

That is, it is the ratio of tensile or compressive stress to the associated strain.


=== Symbol ===
"
Definition:Bulk Modulus,Modulus,"Let B be an elastic body.

The bulk modulus of B is a physical property of B which measures its resistance to change in volume without change of shape.

It is defined as the ratio of compressive stress per surface area of B to its change of volume per unit volume associated with this stress, assuming uniform pressure over the surface of B."
Definition:Rigidity Modulus,Modulus,"The rigidity modulus of a body or a substance is an elastic modulus used in relation to shear.

It is the ratio of shear stress to the resulting shear strain of the body."
Definition:Monomorphism (Abstract Algebra),Monomorphism,"A homomorphism which is an injection is descibed as monic, or called a monomorphism.


=== Semigroup Monomorphism ===
Let ( S, ∘) and ( T, * ) be semigroups.

Let ϕ: S → T be a (semigroup) homomorphism.


Then ϕ is a semigroup monomorphism  if and only if  ϕ is an injection.

=== Group Monomorphism ===
Let ( G, ∘) and ( H, * ) be groups.

Let ϕ: G → H be a (group) homomorphism.


Then ϕ is a group monomorphism  if and only if  ϕ is an injection.

=== Ring Monomorphism ===
Let ( R, +, ∘) and ( S, ⊕, * ) be rings.

Let ϕ: R → S be a (ring) homomorphism.


Then ϕ is a ring monomorphism  if and only if  ϕ is an injection.

=== Field Monomorphism ===
Let ( F, +, ∘) and ( K, ⊕, * ) be fields.

Let ϕ: F → K be a (field) homomorphism.


Then ϕ is a field monomorphism  if and only if  ϕ is an injection.

=== R-Algebraic Structure Monomorphism ===
Let ( S, ∗_1, ∗_2, …, ∗_n, ∘)_R and ( T, ⊙_1, ⊙_2, …, ⊙_n, ⊗)_R be R-algebraic structures.

Then ϕ: S → T is an R-algebraic structure monomorphism  if and only if :

:(1):   ϕ is an injection
:(2):   ∀ k: k ∈[ 1  . . ]n: ∀ x, y ∈ S: ϕ(   )x ∗_k y = ϕ(   )x ⊙_k ϕ(   )y
:(3):   ∀ x ∈ S: ∀λ∈ R: ϕ(   )λ∘ x = λ⊗ϕ(   )x.


That is,  if and only if :

:(1):   ϕ is an injection
:(2):   ϕ is an R-algebraic structure homomorphism.


This definition continues to apply when S and T are modules, and also when they are vector spaces.


=== Vector Space Monomorphism ===
Let V and W be K-vector spaces.

Then ϕ: V → W is a vector space monomorphism  if and only if :

:(1):   ϕ is an injection
:(2):   ∀𝐱, 𝐲∈ V: ϕ(   )𝐱 + 𝐲 = ϕ(   )𝐱 + ϕ(   )𝐲
:(3):   ∀𝐱∈ V: ∀λ∈ K: ϕ(   )λ𝐱 = λϕ(   )𝐱

=== Ordered Structure Monomorphism ===
Let ( S, ∘, ≼) and ( T, *, ≼) be ordered structures.


An ordered structure monomorphism from ( S, ∘, ≼) to ( T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): A monomorphism, i.e. an injective homomorphism, from the structure ( S, ∘) to the structure ( T, * )

:(2): An order embedding from the ordered set ( S, ≼) to the ordered set ( T, ≼).


=== Ordered Semigroup Monomorphism ===
Let ( S, ∘, ≼) and ( T, *, ≼) be ordered semigroups.


An ordered semigroup monomorphism from ( S, ∘, ≼) to ( T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): A (semigroup) monomorphism from the semigroup ( S, ∘) to the semigroup ( T, * )

:(2): An order embedding from the ordered set ( S, ≼) to the ordered set ( T, ≼).

=== Ordered Group Monomorphism ===
Let ( S, ∘, ≼) and ( T, *, ≼) be ordered groups.


An ordered group monomorphism from ( S, ∘, ≼) to ( T, *, ≼) is a mapping ϕ: S → T that is both:

:(1): A group monomorphism from the group ( S, ∘) to the group ( T, * )

:(2): An order embedding from the ordered set ( S, ≼) to the ordered set ( T, ≼).

=== Ordered Ring Monomorphism ===
Let ( S, +, ∘, ≼) and ( T, ⊕, *, ≼) be ordered rings.


An ordered ring monomorphism from ( S, +, ∘, ≼) to ( T, ⊕, *, ≼) is a mapping ϕ: S → T that is both:

:(1): An ordered group monomorphism from the ordered group ( S, +, ≼) to the ordered group ( T, ⊕, ≼)

:(2): A semigroup monomorphism from the semigroup ( S, ∘) to the semigroup ( T, * )."
Definition:Monomorphism (Category Theory),Monomorphism,"Let 𝐂 be a metacategory.

A monomorphism is a morphism f ∈𝐂_1 such that:

:f ∘ g = f ∘ h  g = h

for all morphisms g, h ∈𝐂_1 for which these compositions are defined.


That is, a monomorphism is a morphism which is left cancellable. 


One writes f: C ↣ D to denote that f is a monomorphism."
Definition:Monotone (Order Theory),Monotone,"=== Ordered Sets ===
Let ( S, ≼_1 ) and ( T, ≼_2 ) be ordered sets.

Let ϕ: ( S, ≼_1 ) →( T, ≼_2 ) be a mapping.


Then ϕ is monotone  if and only if  it is either increasing or decreasing.


Note that this definition also holds if S = T.

=== Real Functions ===
This definition continues to hold when S = T = ℝ.

Thus, let f be a real function.

Then f is monotone  if and only if  it is either increasing or decreasing.

=== Sequences ===
Let ( S, ≼) be a totally ordered set.


A sequence ⟨ a_k ⟩_k ∈ A of elements of S is monotone  if and only if  it is either increasing or decreasing.


=== Real Sequence ===

The above definition for sequences is usually applied to real number sequences:

Let ⟨ x_n ⟩ be a sequence in ℝ.


Then ⟨ x_n ⟩ is monotone  if and only if  it is either increasing or decreasing."
Definition:Monotone (Measure Theory),Monotone,"Let 𝒮 be an algebra of sets.

Let f: 𝒮→R be an extended real-valued function, where R denotes the set of extended real numbers.


Then f is defined as monotone or monotonic  if and only if :
:∀ A, B ∈𝒮: A ⊆ B  f (   )A ≤ f (   )B

Category:Definitions/Set Systems"
Definition:Monotone Class,Monotone,"Let X be a set, and let 𝒫( X ) be its power set.

Let ℳ⊆𝒫( X ) be a collection of subsets of X.


Then ℳ is said to be a monotone class (on X)  if and only if  for every countable, nonempty, index set I, it holds that:

:⟨ A_i ⟩_i ∈ I∈ℳ⋃_i ∈ I A_i ∈ℳ
:⟨ A_i ⟩_i ∈ I∈ℳ⋂_i ∈ I A_i ∈ℳ

that is,  if and only if  ℳ is closed under countable unions and countable intersections."
Definition:Completely Multiplicative Function,Multiplicative Function,"Let K be a field.

Let f: K → K be a function on K.


Then f is described as completely multiplicative  if and only if :

:∀ m, n ∈ K: f (   )m n = f (   )m f (   )n


That is, a completely multiplicative function is one where the value of a product of two numbers equals the product of the value of each one individually."
Definition:Multiplicative Function on Ring,Multiplicative Function,"Let ( R, +, ∘) be a ring.

Let f: R →ℝ be a (real-valued) function on R.


f is a multiplicative function on R  if and only if :

:∀ x, y ∈ R: f (   )x ∘ y = f (   )x × f (   )y


That is, a multiplicative function on R is one where the value of the product of two elements of R equals the product of their values."
Definition:Multiplicative Function on UFD,Multiplicative Function,"Let R be a unique factorization domain.

Let f : R →ℂ be a complex-valued function.


Then f is multiplicative  if and only if :
:For all coprime x, y∈ R: f (x y) = f (x) f (y)


=== Arithmetic Function ===
Let f : ℕ→ℂ be an arithmetic function.


Then f is multiplicative  if and only if :
:m ⊥ n  f (   )m n = f (   )m f (   )n
where m ⊥ n denotes that m is coprime to n.


That is, a multiplicative arithmetic function is one where the value of a product of two coprime numbers equals the product of the value of each one individually."
Definition:Multiple Root/Multiplicity,Multiplicity,The multiplicity of a multiple root is the number of times it appears.
Definition:Multiplicity (Complex Analysis),Multiplicity,"Let f: ℂ→ℂ be a function.

Suppose there is a ∈ℂ such that f (   )a = 0.

Then a is said to be a zero of multiplicity k  if and only if  there exists non-zero L ∈ℝ such that:

:lim_z → a| f (   )z || z - a |^k = L

 

Category:Definitions/Complex Analysis"
Definition:Multiple Edge/Multiplicity,Multiplicity,"Let G = ( V, E ) be a multigraph.

The multiplicity of an edge is the number of edges having the same pair of endvertices.


For example, simple edges have multiplicity 1.

Thus, an edge is a multiple edge  if and only if  its multiplicity exceeds 1.

Category:Definitions/Multigraphs"
Definition:Multigraph/Multiplicity,Multiplicity,"The multiplicity of a multigraph is the maximum multiplicity of its (multiple) edges.


Category:Definitions/Multigraphs"
Definition:Prime Decomposition/Multiplicity,Multiplicity,"Let n > 1 ∈ℤ.

Let:
:n = p_1^k_1 p_2^k_2⋯ p_r^k_r
be the prime decomposition of n, where:
:p_1 < p_2 < ⋯ < p_r are distinct primes
:k_1, k_2, …, k_r are (strictly) positive integers.


For each p_j ∈{ p_1, p_2, …, p_r }, its power k_j is known as the multiplicity of p_j."
Definition:Proper Name,Name,"A proper name is a symbol or collection of symbols used to identify a particular object uniquely.


In contrast with natural language, a proper name has a wider range than being the particular identifying label attached to a particular single entity (be it a person, or a place, or whatever else).

For example:
:Sloth is a proper name for the concept of being lazy.
:Rain is a proper name for the meteorological phenomenon of water falling from the sky."
Definition:Variable/Predicate Logic,Name,"In the context of predicate logic, a variable is often called an object variable or arbitrary name.

As such, it is a symbol which is assigned to an arbitrarily selected object from a given universe of discourse.


The understanding is that (during the scope of the argument to which it is relevant) the arbitrary name could apply equally well to any of the objects in that universe."
Definition:Net (Preordered Set),Net,"Let X be a nonempty set.

Let ( Λ, ≾) be a preordered set.

Let F: Λ→ X be a mapping.


Then F is referred to as a net."
Definition:Net (Metric Space),Net,"Let M = ( A, d ) be a metric space.

Let ϵ∈ℝ_>0 be a strictly positive real number.


An ϵ-net for M is a subset S ⊆ A such that:
:A ⊆⋃_x ∈ S B_ϵ(   )x
where B_ϵ(   )x denotes the open ϵ-ball of x in M.


That is, it is a subset of A such that the set of all open ϵ-balls of elements of that set forms a cover for A.


=== Finite Net ===
Let M be a metric space.

Let ϵ∈ℝ_>0 be a strictly positive real number.


A finite ϵ-net for M is an ϵ-net for M which is a finite set."
Definition:Net (Accounting),Net,"Net means what is left after deductions.


=== Net Profit ===
Net profit is profit after subtracting the operating costs.

=== Net Weight ===
The net weight of an object is the weight remaining after subtracting the tare for the weight of whatever wrapper, container or shipping means in which the object is contained when its weight is measured."
Definition:Electric Charge/Neutral,Neutral,A body which has no electric charge on it is described as (electrically) neutral.
Definition:Equilibrium (Mechanics)/Neutral,Neutral,"Let B be a particle, a system of particles, or a body which is in equilibrium.

Let B be such that if a small displacement is applied, B remains in its new position.


B is then said to be in neutral equilibrium."
Definition:Identity (Abstract Algebra)/Two-Sided Identity,Neutral,"Let ( S, ∘) be an algebraic structure.

An element e ∈ S is called an identity (element)  if and only if  it is both a left identity and a right identity:

:∀ x ∈ S: x ∘ e = x = e ∘ x


In Identity is Unique it is established that an identity element, if it exists, is unique within ( S, ∘).

Thus it is justified to refer to it as the identity (of a given algebraic structure).


This identity is often denoted e_S, or e if it is clearly understood what structure is being discussed."
Definition:Node (Graph Theory),Node,"=== Vertex ===

For graphs which are not trees, the term vertex is generally used instead:

 

Let G = ( V, E ) be a graph.

The vertices (singular: vertex) are the elements of V.

Informally, the vertices are the points that are connected by the edges.


In the above, the vertices are the points A, B, C, D, E, F, G which are marked as dots.

=== Node ===
The vertices of a tree are called its nodes."
Definition:Acnode,Node,An acnode is a singular point of the locus of an equation describing a curve which is not actually on that curve.
Definition:Crunode,Node,A crunode is a double point P of the locus of an equation describing a curve which intersects itself in such a way that there are 2 distinct tangents at P.
Definition:Cusp,Node,"A cusp is a singular point on a curve at which there are two different tangents which coincide.

Thus a cusp is a special case of a double point in which the tangents are coincident.


=== Cusp of the First Kind ===
A cusp of the first kind is a cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that cusp.


=== Single Cusp of the First Kind ===
A single cusp of the first kind is a single cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that single cusp.
:

=== Double Cusp of the First Kind ===
A double cusp of the first kind is a double cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that double cusp.
:

=== Cusp of the Second Kind ===
A cusp of the second kind is a cusp in which both parts of the curve lie on the same side of the coincident tangents defining that cusp.


=== Single Cusp of the Second Kind ===
A single cusp of the second kind is a single cusp in which both parts of the curve lie on the same side of the coincident tangents defining that single cusp.
:

=== Double Cusp of the Second Kind ===
A double cusp of the second kind is a double cusp in which both parts of the curve lie on the same side of the coincident tangents defining that double cusp.
:"
Definition:Double Cusp,Node,"A double cusp is a cusp in which 2 or more parts of the curve are both continuous through the point.

That is, the curve is tangential to itself.


=== Double Cusp of the First Kind ===
A double cusp of the first kind is a double cusp in which both parts of the curve lie on opposite sides of the coincident tangents defining that double cusp.
:

=== Double Cusp of the Second Kind ===
A double cusp of the second kind is a double cusp in which both parts of the curve lie on the same side of the coincident tangents defining that double cusp.
:

=== Point of Osculinflection ===
A point of osculinflection is a double cusp in which one or both parts of the curve has a point of inflection at the point of contact with the tangents defining that double cusp.
:"
Definition:Metagraph,Node,"A metagraph 𝒢 consists of:

* objects X, Y, Z, …
* morphisms f, g, h, … between its objects

These are subjected to the following two axioms:

 
 
 
 

 
A metagraph is purely axiomatic, and does not use set theory.

For example, the objects are not ""elements of the set of objects"", because these axioms are (without further interpretation) unfounded in set theory."
Definition:Spline Function/Knot,Node,"Let [ a  . . ]b be a closed real interval.

Let T := { a = t_0, t_1, t_2, …, t_n - 1, t_n = b } form a subdivision of [ a  . . ]b.

Let S: [ a  . . ]b →ℝ be a spline function on [ a  . . ]b on T.


The points T := { t_0, t_1, t_2, …, t_n - 1, t_n } of S are known as the knots.


=== Knot Vector ===
Let [ a  . . ]b be a closed real interval.

Let T := { a = t_0, t_1, t_2, …, t_n - 1, t_n = b } form a subdivision of [ a  . . ]b.

Let S: [ a  . . ]b →ℝ be a spline function on [ a  . . ]b on T.


The ordered n + 1-tuple 𝐭 := ( t_0, t_1, t_2, …, t_n - 1, t_n ) of S is known as the knot vector.


Category:Definitions/Knots of Splines"
Definition:Normal Family,Normal,"Let X = ( M_1, d_1 ) and Y = ( M_2, d_2 ) be complete metric spaces.

Let ℱ = ⟨ f_i ⟩_i ∈ I be a family of continuous mappings f_i: X → Y.


Then ℱ is a normal family  if and only if :
:every sequence of mappings in ℱ contains a subsequence which converges uniformly on compact subsets of X to a continuous function f: X → Y."
Definition:Normal Operator,Normal,"Let ℋ be a Hilbert space.

Let 𝐓: ℋ→ℋ be a bounded linear operator.


Then 𝐓 is said to be normal  if and only if :

:𝐓^* 𝐓 = 𝐓𝐓^*

where 𝐓^* denotes the adjoint of 𝐓."
Definition:Normal to Curve,Normal,"Let C be a curve embedded in the plane.

The normal to C at a point P is defined as the straight line which lies perpendicular to the tangent to C at P and in the same plane as P."
Definition:Normal to Surface,Normal,"Let S be a surface embedded in 3-dimensional space.

The normal to S at a point P is defined as the straight line which lies perpendicular to the tangent plane to S at P."
Definition:Normal Section,Normal,"Let F be a 2-dimensional figure.

A normal section of F   one of the surfaces S of F is a plane section of F which is perpendicular to S."
Definition:Normal Vector,Normal,"Let S be a surface in ordinary 3-space.

Let P be a point of S.


Let 𝐧 be a vector whose initial point is at P such that 𝐧 is perpendicular to S at P.


Then 𝐧 is a normal vector to S at P."
Definition:Null Set,Null,"Let ( X, x3a3, μ) be a measure space.

A set N ∈x3a3 is called a (μ-)null set  if and only if  μ(   )N = 0.


 

=== Family of Null Sets ===

The family of μ-null sets, { N ∈x3a3: μ(   )N = 0 }, is denoted 𝒩_μ. 


=== Signed Measure ===
Let ( X, x3a3) be a measurable space.

Let μ be a signed measure on ( X, x3a3). 

Let N ∈x3a3.


We say that N is a μ-null set  if and only if :

:for each A ∈x3a3 with A ⊆ N, we have μ(   )A = 0


Category:Definitions/Signed Measures"
Definition:Null Relation,Null,"The null relation is a relation ℛ in S to T such that ℛ is the empty set:
:ℛ⊆ S × T: ℛ = ∅


That is, no element of S relates to any element in T:
:ℛ: S × T: ∀( s, t ) ∈ S × T:  s ℛ t"
Definition:Null Ring,Null,"A ring with one element is called the null ring.

That is, the null ring is ( { 0_R }, +, ∘), where ring addition and the ring product are defined as:

 
 
 
 "
Definition:Null Module,Null,"Let (R, +_R, ∘_R) be a ring.

Let G be the trivial group.


Then the R-module (G, +_G, ∘)_R is known as the null module."
Definition:Null Measure,Null,"Let ( X, x3a3) be a measurable space.


Then the null measure is the measure defined by:

:μ: x3a3→R: μ(   )E := 0

where R denotes the extended real numbers."
Definition:Null Sequence,Null,"A null sequence is a sequence which converges to zero.


=== Normed Division Ring ===
Let ( R, ‖ · ‖) be a normed division ring with zero 0_R.

Let ⟨ x_n ⟩ be a sequence in R which converges to the limit 0_R:

:lim_n →∞ x_n = 0_R


Then ⟨ x_n ⟩ is called a null sequence."
Definition:Injection,One-to-One,"=== Definition 1 ===
A mapping f is an injection, or injective  if and only if :
:∀ x_1, x_2 ∈Dom( f ): f (   )x_1 = f (   )x_2 x_1 = x_2


That is, an injection is a mapping such that the output uniquely determines its input.


=== Definition 1 a ===

This can otherwise be put:
A mapping f is an injection, or injective  if and only if :

:∀ x_1, x_2 ∈Dom( f ): x_1  x_2  f (   )x_1 f (   )x_2


That is, distinct elements of the domain are mapped to distinct elements of the image.

=== Definition 2 ===
An injection is a relation which is both one-to-one and left-total.


Thus, a relation f is an injection  if and only if :

 
 
 
 
 

=== Definition 3 ===
Let f be a mapping.

Then f is an injection  if and only if :
:f^-1_Img( f ): Img( f ) →Dom( f ) is a mapping
where f^-1_Img( f ) is the restriction of the inverse of f to the image set of f.

=== Definition 4 ===
Let f be a mapping.

f is an injection  if and only if :
:∀ y ∈Img( f ): | f^-1(   )y | = |{ f^-1[ { y }]  }| = 1
where:
:Img( f ) denotes the image set of f
:| · | denotes the cardinality of a set
:f^-1(   )y is the preimage of y
:f^-1[ { y }] is the preimage of the subset { y }⊆Img( f ).


That is,  if and only if  the preimage of y is a singleton for all y in the image set of f.

=== Definition 5 ===
Let f: S → T be a mapping where S ∅.

Then f is an injection  if and only if :
:∃ g: T → S: g ∘ f = I_S
where g is a mapping.


That is,  if and only if  f has a left inverse.

=== Definition 6 ===
Let f: S → T be a mapping where S ∅.

Then f is an injection  if and only if  f is left cancellable:
:∀ X: ∀ g_1, g_2: X → S: f ∘ g_1 = f ∘ g_2  g_1 = g_2
where g_1 and g_2 are arbitrary mappings from an arbitrary set X to the domain S of f."
Definition:One-to-One Relation,One-to-One,"A relation ℛ⊆ S × T is one-to-one if it is both many-to-one and one-to-many.


That is, every element of the domain of ℛ relates to no more than one element of its codomain, and every element of the image is related to by exactly one element of its domain."
Definition:Polygon/Opposite,Opposite,"When a polygon has an even number of sides, each side has an opposite side, and each vertex likewise has an opposite vertex.

When a polygon has an odd number of sides, each side has an opposite vertex.


The opposite side (or opposite vertex) to a given side (or vertex) is that side (or vertex) which has the same number of sides between it and the side (or vertex) in question."
Definition:Triangle (Geometry)/Opposite,Opposite,"The side of a triangle which is not one of the sides adjacent to a particular vertex is referred to as its opposite.

Thus, each vertex has an opposite side, and each side has an opposite vertex."
Definition:Parallelepiped/Opposite Face,Opposite,":

The opposite face of the face F of a parallelepiped P is the face of P which is parallel to F.

In the above example, the pairs of parallel planes are:

:Face ABCD is opposite HGFE
:Face ADEH is opposite BCFG
:Face ABGH is opposite DCFE"
Definition:Opposite Ring,Opposite,"Let ( R, +, ×) be a ring.


Let * : R × R → R be the binary operation on S defined by:
:∀ x, y ∈ S: x * y = y × x

The opposite ring of R is the algebraic structure ( R, +, * )."
Definition:Dual Category,Opposite,"Let 𝐂 be a metacategory.


Its dual category, denoted 𝐂^op, is defined as follows:

 

It can be seen that this comes down to the metacategory obtained by reversing the direction of all morphisms of 𝐂."
Definition:Opposite Direction,Opposite,"Let 𝐯 and 𝐰 be vectors in space.

We say that 𝐯 is in the opposite direction to 𝐰  if and only if :

:the lines of action of 𝐯 and 𝐰 are parallel
but at the same time:
:the lines of action of 𝐯 and 𝐰 are not the same.

Category:Definitions/Vectors"
Definition:Orbit (Group Theory),Orbit,"Let G be a group acting on a set X.


=== Definition 1 ===
Let G be a group acting on a set X.


The orbit of an element x ∈ X is defined as:

:Orb( x ) := { y ∈ X: ∃ g ∈ G: y = g * x }
where * denotes the group action.


That is, Orb( x ) = G * x.


Thus the orbit of an element is all its possible destinations under the group action.

=== Definition 2 ===
Let G be a group acting on a set X.


Let ℛ be the relation on X defined as:
:∀ x, y ∈ X: x ℛ y ∃ g ∈ G: y = g * x

where * denotes the group action.


From Group Action Induces Equivalence Relation, ℛ is an equivalence relation.


The orbit of x, denoted Orb( x ), is the equivalence class of x under ℛ."
Definition:Orbit (Physics),Orbit,"Let A and B be bodies in space.

The orbit of A around B is the path taken by A as it travels around B under the influence of the force acting between A and B.


=== Period of Orbit ===
Let body A be in orbit around body B.

The period of the orbit is the length of time it takes for A to travel once around B and return to its original position.

=== Radius of Orbit ===
Let body A be in orbit around body B.

Let 𝐫 be the position vector of the center of mass of A   the center of mass of B at a particular point in time.

The radius of the orbit of A around B is defined as:
:the position vector 𝐫
or
:the length of 𝐫.

Context will determine which is meant."
Definition:Dynamical System/Orbit,Orbit,"Let S be a dynamical system consisting of a mapping T and iteration x_n + 1 = T (   )x_n.


The orbit of x_0 is the set of points { x_0, x_1, x_2, …}


When T is invertible, the orbit usually includes the points x_-1 = T^-1(   )x, x_-2 = T^-1(   )x_-1, …

For a flow, the orbit of a point x is the union of all the points x (   )t for all t."
Definition:Cardinality,Order,"Two sets (either finite or infinite) which are equivalent are said to have the same cardinality.

The cardinality of a set S is written | S |.


=== Cardinality of Finite Set ===
Let S be a finite set.

The cardinality | S | of S is the number of elements in S.

That is, if:
:S ∼ℕ_< n

where:
:∼ denotes set equivalence
:ℕ_

Also note that from the definition of finite:
:∃ n ∈ℕ: | S | = n  S is finite.

=== Cardinality of Infinite Set ===
Let S be an infinite set.

The cardinality | S | of S can be indicated as:
:| S | = ∞

However, it needs to be noted that this just means that the cardinality of S cannot be assigned a number n ∈ℕ.


It means that | S | is at least ℵ_0 (aleph null)."
Definition:Order of Structure,Order,"The order of an algebraic structure ( S, ∘) is the cardinality of its underlying set, and is denoted | S |.


Thus, for a finite set S, the order of ( S, ∘) is the number of elements in S.


=== Infinite Structure ===
Let ( S, ∘) be an algebraic structure.

Let the underlying set S of ( S, ∘) be infinite.

Then ( S, ∘) is an infinite structure.


That is, ( S, ∘) is an infinite structure  if and only if  ( S, ∘) is not a finite structure.

=== Finite Structure ===
Let ( S, ∘) be an algebraic structure.

Let the underlying set S of ( S, ∘) be finite.

Then ( S, ∘) a finite structure.


That is, ( S, ∘) is a finite structure  if and only if  ( S, ∘) is not an infinite structure."
Definition:Order of Group Element,Order,"Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


=== Definition 1 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the smallest k ∈ℤ_> 0 such that x^k = e_G.

=== Definition 2 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the order of the group generated by x:
:| x | := |⟨ x ⟩|

=== Definition 3 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the largest k ∈ℤ_>0 such that:
:∀ i, j ∈ℤ: 0 ≤ i < j < k  x^i  x^j"
Definition:Matrix/Square Matrix/Order,Order,"Let 𝐀 be an n × n square matrix.

That is, let 𝐀 have n rows (and by definition n columns).


Then the order of 𝐀 is defined as being n."
Definition:Determinant/Matrix/Order,Order,The order of a determinant is defined as the order of the square matrix on which it is defined.
Definition:Tensor Rank,Order,"Let F be a tensor of type ( l, k ).


Then the tensor rank of F is the sum l + k.

In other words, it is the total number of vectors and covectors it can act upon."
Definition:Orientation (Graph Theory),Orientation,"Let G = ( V, E ) be a simple graph.

Let H = ( V, A ) be a digraph.


Then H is an orientation of G  if and only if  both of the following hold:

:(1):    H is a simple digraph. That is, A is antisymmetric.
:(2):   ∀ x, y ∈ V: ( { x, y }∈ E ( x, y ) ∈ A ( y, x ) ∈ A )


That is, H is formed from G by replacing every edge of G with an arc."
Definition:Orientation of Differential Manifold,Orientation,"An orientation of a differential manifold is a continuous choice of orientation for each of its tangent spaces.


 "
