title,term,definition
Definition:Noetherian Ring,Noetherian,"=== Definition 1 ===
A commutative ring with unity A is Noetherian  if and only if  every ideal of A is finitely generated.

=== Definition 2 ===
A commutative ring with unity A is Noetherian  if and only if  it satisfies the ascending chain condition on ideals.

=== Definition 3 ===
A commutative ring with unity A is Noetherian  if and only if  it satisfies the maximal condition on ideals.

=== Definition 4 ===
A commutative ring with unity A is Noetherian  if and only if  it is Noetherian as an A-module."
Definition:Noetherian Topological Space,Noetherian,"=== Definition 1 ===
A topological space T = ( S, τ) is Noetherian  if and only if  its set of closed sets, ordered by the subset relation, satisfies the descending chain condition.

=== Definition 2 ===
A topological space T = ( S, τ) is Noetherian  if and only if  its set of open sets, ordered by the subset relation, satisfies the ascending chain condition.

=== Definition 3 ===
A topological space T = ( S, τ) is Noetherian  if and only if  each non-empty set of closed sets has a minimal element with respect to the subset relation.

=== Definition 4 ===
A topological space T = ( S, τ) is Noetherian  if and only if  each non-empty set of open sets has a maximal element   the subset relation."
Definition:Noetherian Scheme,Noetherian,"Let ( X, 𝒪_X ) be a scheme.


Then ( X, 𝒪_X ) is Noetherian  if and only if  ( X, 𝒪_X ) is locally Noetherian and quasi-compact.

 "
Definition:Normal Family,Normal,"Let X = ( M_1, d_1 ) and Y = ( M_2, d_2 ) be complete metric spaces.

Let ℱ = ⟨ f_i ⟩_i ∈ I be a family of continuous mappings f_i: X → Y.


Then ℱ is a normal family  if and only if :
:every sequence of mappings in ℱ contains a subsequence which converges uniformly on compact subsets of X to a continuous function f: X → Y."
Definition:Normal Operator,Normal,"Let ℋ be a Hilbert space.

Let 𝐓: ℋ→ℋ be a bounded linear operator.


Then 𝐓 is said to be normal  if and only if :

:𝐓^* 𝐓 = 𝐓𝐓^*

where 𝐓^* denotes the adjoint of 𝐓."
Definition:Normal to Curve,Normal,"Let C be a curve embedded in the plane.

The normal to C at a point P is defined as the straight line which lies perpendicular to the tangent to C at P and in the same plane as P."
Definition:Normal to Surface,Normal,"Let S be a surface embedded in 3-dimensional space.

The normal to S at a point P is defined as the straight line which lies perpendicular to the tangent plane to S at P."
Definition:Normal Section,Normal,"Let F be a 2-dimensional figure.

A normal section of F   one of the surfaces S of F is a plane section of F which is perpendicular to S."
Definition:Normal Vector,Normal,"Let S be a surface in ordinary 3-space.

Let P be a point of S.


Let 𝐧 be a vector whose initial point is at P such that 𝐧 is perpendicular to S at P.


Then 𝐧 is a normal vector to S at P."
Definition:Null Set,Null,"Let ( X, x3a3, μ) be a measure space.

A set N ∈x3a3 is called a (μ-)null set  if and only if  μ(   )N = 0.


 

=== Family of Null Sets ===

The family of μ-null sets, { N ∈x3a3: μ(   )N = 0 }, is denoted 𝒩_μ. 


=== Signed Measure ===
Let ( X, x3a3) be a measurable space.

Let μ be a signed measure on ( X, x3a3). 

Let N ∈x3a3.


We say that N is a μ-null set  if and only if :

:for each A ∈x3a3 with A ⊆ N, we have μ(   )A = 0


Category:Definitions/Signed Measures"
Definition:Null Relation,Null,"The null relation is a relation ℛ in S to T such that ℛ is the empty set:
:ℛ⊆ S × T: ℛ = ∅


That is, no element of S relates to any element in T:
:ℛ: S × T: ∀( s, t ) ∈ S × T:  s ℛ t"
Definition:Null Ring,Null,"A ring with one element is called the null ring.

That is, the null ring is ( { 0_R }, +, ∘), where ring addition and the ring product are defined as:

 
 
 
 "
Definition:Null Module,Null,"Let (R, +_R, ∘_R) be a ring.

Let G be the trivial group.


Then the R-module (G, +_G, ∘)_R is known as the null module."
Definition:Null Measure,Null,"Let ( X, x3a3) be a measurable space.


Then the null measure is the measure defined by:

:μ: x3a3→R: μ(   )E := 0

where R denotes the extended real numbers."
Definition:Null Sequence,Null,"A null sequence is a sequence which converges to zero.


=== Normed Division Ring ===
Let ( R, ‖ · ‖) be a normed division ring with zero 0_R.

Let ⟨ x_n ⟩ be a sequence in R which converges to the limit 0_R:

:lim_n →∞ x_n = 0_R


Then ⟨ x_n ⟩ is called a null sequence."
Definition:Polygon/Opposite,Opposite,"When a polygon has an even number of sides, each side has an opposite side, and each vertex likewise has an opposite vertex.

When a polygon has an odd number of sides, each side has an opposite vertex.


The opposite side (or opposite vertex) to a given side (or vertex) is that side (or vertex) which has the same number of sides between it and the side (or vertex) in question."
Definition:Triangle (Geometry)/Opposite,Opposite,"The side of a triangle which is not one of the sides adjacent to a particular vertex is referred to as its opposite.

Thus, each vertex has an opposite side, and each side has an opposite vertex."
Definition:Parallelepiped/Opposite Face,Opposite,":

The opposite face of the face F of a parallelepiped P is the face of P which is parallel to F.

In the above example, the pairs of parallel planes are:

:Face ABCD is opposite HGFE
:Face ADEH is opposite BCFG
:Face ABGH is opposite DCFE"
Definition:Opposite Ring,Opposite,"Let ( R, +, ×) be a ring.


Let * : R × R → R be the binary operation on S defined by:
:∀ x, y ∈ S: x * y = y × x

The opposite ring of R is the algebraic structure ( R, +, * )."
Definition:Dual Category,Opposite,"Let 𝐂 be a metacategory.


Its dual category, denoted 𝐂^op, is defined as follows:

 

It can be seen that this comes down to the metacategory obtained by reversing the direction of all morphisms of 𝐂."
Definition:Opposite Direction,Opposite,"Let 𝐯 and 𝐰 be vectors in space.

We say that 𝐯 is in the opposite direction to 𝐰  if and only if :

:the lines of action of 𝐯 and 𝐰 are parallel
but at the same time:
:the lines of action of 𝐯 and 𝐰 are not the same.

Category:Definitions/Vectors"
Definition:Orbit (Group Theory),Orbit,"Let G be a group acting on a set X.


=== Definition 1 ===
Let G be a group acting on a set X.


The orbit of an element x ∈ X is defined as:

:Orb( x ) := { y ∈ X: ∃ g ∈ G: y = g * x }
where * denotes the group action.


That is, Orb( x ) = G * x.


Thus the orbit of an element is all its possible destinations under the group action.

=== Definition 2 ===
Let G be a group acting on a set X.


Let ℛ be the relation on X defined as:
:∀ x, y ∈ X: x ℛ y ∃ g ∈ G: y = g * x

where * denotes the group action.


From Group Action Induces Equivalence Relation, ℛ is an equivalence relation.


The orbit of x, denoted Orb( x ), is the equivalence class of x under ℛ."
Definition:Orbit (Physics),Orbit,"Let A and B be bodies in space.

The orbit of A around B is the path taken by A as it travels around B under the influence of the force acting between A and B.


=== Period of Orbit ===
Let body A be in orbit around body B.

The period of the orbit is the length of time it takes for A to travel once around B and return to its original position.

=== Radius of Orbit ===
Let body A be in orbit around body B.

Let 𝐫 be the position vector of the center of mass of A   the center of mass of B at a particular point in time.

The radius of the orbit of A around B is defined as:
:the position vector 𝐫
or
:the length of 𝐫.

Context will determine which is meant."
Definition:Dynamical System/Orbit,Orbit,"Let S be a dynamical system consisting of a mapping T and iteration x_n + 1 = T (   )x_n.


The orbit of x_0 is the set of points { x_0, x_1, x_2, …}


When T is invertible, the orbit usually includes the points x_-1 = T^-1(   )x, x_-2 = T^-1(   )x_-1, …

For a flow, the orbit of a point x is the union of all the points x (   )t for all t."
Definition:Cardinality,Order,"Two sets (either finite or infinite) which are equivalent are said to have the same cardinality.

The cardinality of a set S is written | S |.


=== Cardinality of Finite Set ===
Let S be a finite set.

The cardinality | S | of S is the number of elements in S.

That is, if:
:S ∼ℕ_< n

where:
:∼ denotes set equivalence
:ℕ_

Also note that from the definition of finite:
:∃ n ∈ℕ: | S | = n  S is finite.

=== Cardinality of Infinite Set ===
Let S be an infinite set.

The cardinality | S | of S can be indicated as:
:| S | = ∞

However, it needs to be noted that this just means that the cardinality of S cannot be assigned a number n ∈ℕ.


It means that | S | is at least ℵ_0 (aleph null)."
Definition:Order of Structure,Order,"The order of an algebraic structure ( S, ∘) is the cardinality of its underlying set, and is denoted | S |.


Thus, for a finite set S, the order of ( S, ∘) is the number of elements in S.


=== Infinite Structure ===
Let ( S, ∘) be an algebraic structure.

Let the underlying set S of ( S, ∘) be infinite.

Then ( S, ∘) is an infinite structure.


That is, ( S, ∘) is an infinite structure  if and only if  ( S, ∘) is not a finite structure.

=== Finite Structure ===
Let ( S, ∘) be an algebraic structure.

Let the underlying set S of ( S, ∘) be finite.

Then ( S, ∘) a finite structure.


That is, ( S, ∘) is a finite structure  if and only if  ( S, ∘) is not an infinite structure."
Definition:Order of Group Element,Order,"Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


=== Definition 1 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the smallest k ∈ℤ_> 0 such that x^k = e_G.

=== Definition 2 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the order of the group generated by x:
:| x | := |⟨ x ⟩|

=== Definition 3 ===
Let G be a group whose identity is e_G.

Let x ∈ G be an element of G.


The order of x (in G), denoted | x |, is the largest k ∈ℤ_>0 such that:
:∀ i, j ∈ℤ: 0 ≤ i < j < k  x^i  x^j"
Definition:Matrix/Square Matrix/Order,Order,"Let 𝐀 be an n × n square matrix.

That is, let 𝐀 have n rows (and by definition n columns).


Then the order of 𝐀 is defined as being n."
Definition:Determinant/Matrix/Order,Order,The order of a determinant is defined as the order of the square matrix on which it is defined.
Definition:Tensor Rank,Order,"Let F be a tensor of type ( l, k ).


Then the tensor rank of F is the sum l + k.

In other words, it is the total number of vectors and covectors it can act upon."
Definition:Orientation (Graph Theory),Orientation,"Let G = ( V, E ) be a simple graph.

Let H = ( V, A ) be a digraph.


Then H is an orientation of G  if and only if  both of the following hold:

:(1):    H is a simple digraph. That is, A is antisymmetric.
:(2):   ∀ x, y ∈ V: ( { x, y }∈ E ( x, y ) ∈ A ( y, x ) ∈ A )


That is, H is formed from G by replacing every edge of G with an arc."
Definition:Orientation of Differential Manifold,Orientation,"An orientation of a differential manifold is a continuous choice of orientation for each of its tangent spaces.


 "
Definition:Orientation of Coordinate Axes,Orientation,"The orientation of a coordinate system is the disposition of the coordinate axes relative to each other.


=== Cartesian Plane ===
There are 2 different orientations of a Cartesian plane:


:  


=== Right-Handed ===
A Cartesian plane is defined as being right-handed if it has the following property:

Let a right hand be placed, with palm uppermost, such that the thumb points along the x-axis in the positive direction, such that the thumb and index finger are at right-angles to each other.

Then the index finger is pointed along the y-axis in the positive direction.


:

=== Left-Handed ===
A Cartesian plane is defined as being left-handed if it has the following property:

Let a left hand be placed, with palm uppermost, such that the thumb points along the x-axis in the positive direction, such that the thumb and index finger are at right-angles to each other.

Then the index finger is pointed along the y-axis in the positive direction.


:

=== Cartesian 3-Space ===
There are 2 different orientations of a Cartesian 3-space:


:  


=== Right-Handed ===
A Cartesian 3-Space is defined as being right-handed if it has the following property:

Let a right hand be placed such that:
:the thumb and index finger are at right-angles to each other
:the 3rd finger is at right-angles to the thumb and index finger, upwards from the palm
:the thumb points along the x-axis in the positive direction
:the index finger points along the y-axis in the positive direction.

Then the 3rd finger is pointed along the z-axis in the positive direction.


:

=== Left-Handed ===
A Cartesian 3-Space is defined as being left-handed if it has the following property:

Let a left hand be placed such that:
:the thumb and index finger are at right-angles to each other
:the 3rd finger is at right-angles to the thumb and index finger, upwards from the palm
:the thumb points along the x-axis in the positive direction
:the index finger points along the y-axis in the positive direction.

Then the 3rd finger is pointed along the z-axis in the positive direction.


:"
Definition:Orthogonal Curves,Orthogonal,"Let C_1 and C_2 be curves that intersect at a point P.

C_1 and C_2 are orthogonal at P  if and only if  the tangent line to C_1 at P is at right angles to the tangent line to C_2 at P.


=== Orthogonal Circles ===
Two circles are orthogonal if their angle of intersection is a right angle.


:"
Definition:Orthogonal Coordinate System,Orthogonal,"An orthogonal coordinate system is a coordinate system in which the coordinate axes are pairwise perpendicular.


=== Orthogonal Curvilinear Coordinates ===
Let 𝒦 be a curvilinear coordinate system in 3-space.

Let 𝒬_1, 𝒬_2 and 𝒬_3 denote the one-parameter families that define the curvilinear coordinates.



Let the relation between those curvilinear coordinates and Cartesian coordinates be expressed as:

 
 
 
 
 

where:
:( x, y, z ) denotes the Cartesian coordinates of an arbitrary point P
:( q_1, q_2, q_3 ) denotes the curvilinear coordinates of P.


Let these equations have the property that the metric of 𝒦 between coordinate surfaces of 𝒬_i and 𝒬_j is zero where i  j.


That is, for every point P expressible as ( x, y, z ) and ( q_1, q_2, q_3 ):

:∂ x∂ q_i∂ x∂ q_j + ∂ y∂ q_i∂ y∂ q_j + ∂ z∂ q_i∂ z∂ q_j = 0

wherever i  j.


Then 𝒦 is an orthogonal curvilinear coordinate system.

=== Rectangular Coordinate System ===
A rectangular coordinate system is a Cartesian coordinate system in which each of the coordinate axes are perpendicular to each other."
Definition:Orthogonal Curvilinear Coordinates,Orthogonal,"Let 𝒦 be a curvilinear coordinate system in 3-space.

Let 𝒬_1, 𝒬_2 and 𝒬_3 denote the one-parameter families that define the curvilinear coordinates.

=== Definition 1 ===
Let 𝒦 be a curvilinear coordinate system in 3-space.

Let 𝒬_1, 𝒬_2 and 𝒬_3 denote the one-parameter families that define the curvilinear coordinates.



Let the relation between those curvilinear coordinates and Cartesian coordinates be expressed as:

 
 
 
 
 

where:
:( x, y, z ) denotes the Cartesian coordinates of an arbitrary point P
:( q_1, q_2, q_3 ) denotes the curvilinear coordinates of P.


Let these equations have the property that the metric of 𝒦 between coordinate surfaces of 𝒬_i and 𝒬_j is zero where i  j.


That is, for every point P expressible as ( x, y, z ) and ( q_1, q_2, q_3 ):

:∂ x∂ q_i∂ x∂ q_j + ∂ y∂ q_i∂ y∂ q_j + ∂ z∂ q_i∂ z∂ q_j = 0

wherever i  j.


Then 𝒦 is an orthogonal curvilinear coordinate system.

=== Definition 2 ===
Let 𝒦 be a curvilinear coordinate system in 3-space.

Let 𝒬_1, 𝒬_2 and 𝒬_3 denote the one-parameter families that define the curvilinear coordinates.

Let ( q_1, q_2, q_3 ) denote a set of curvilinear coordinates.

Let 𝒦 have the property that for every arbitrary pair of coordinate surfaces q_i ∈𝒬_i and q_j ∈𝒬_j where i  j:

:q_i and q_j are orthogonal.


Then 𝒦 is an orthogonal curvilinear coordinate system.

=== Scale Factor ===
 "
Definition:Orthogonal Trajectories,Orthogonal,"Let f (   )x, y, c define a one-parameter family of curves F.

Let g (   )x, y, c also define a one-parameter family of curves G, with the property that:

:Every curve in F is orthogonal to every curve in G.


Then F is a family of (reciprocal) orthogonal trajectories of G, and contrariwise."
Definition:Orthogonal (Linear Algebra),Orthogonal,"Let ( V, ⟨·,   ⟩·) be an inner product space.

Let u, v ∈ V.


We say that u and v are orthogonal  if and only if :
:⟨ u,   ⟩ v = 0

We denote this: 

:u ⊥ v


=== Orthogonal Set ===
Let ( V, ⟨·,   ⟩·) be an inner product space.

Let S = { u_1, …, u_n } be a subset of V.


Then S is an orthogonal set  if and only if  its elements are pairwise orthogonal:

:∀ i  j: ⟨ u_i,   ⟩u_j = 0

=== Orthogonality of Sets ===
Let ( V, ⟨·,   ⟩·) be an inner product space.

Let A, B ⊆ V.

We say that A and B are orthogonal  if and only if :

:∀ a ∈ A, b ∈ B: a ⊥ b

That is, if a and b are orthogonal elements of A and B for all a ∈ A and b ∈ B.


We write: 

:A ⊥ B

=== Orthogonal Complement ===
Let 𝕂 be a field.

Let V be a vector space over 𝕂.

Let ( V, ⟨·,   ⟩·) be an inner product space.

Let S⊆ V be a subset.


We define the orthogonal complement of S (with respect to ⟨·,   ⟩·), written S^⊥ as the set of all v ∈ V which are orthogonal to all s ∈ S.

That is: 

:S^⊥ = { v ∈ V : ⟨ v,   ⟩ s = 0  for all  s ∈ S }


If S = { v } is a singleton, we may write S^⊥ as v^⊥.

=== Vectors in ℝ^n ===
Let 𝐮, 𝐯 be vectors in ℝ^n.


Then 𝐮 and 𝐯 are said to be orthogonal  if and only if  their dot product is zero:

:𝐮·𝐯 = 0


As Dot Product is Inner Product, this is a special case of the definition of orthogonal vectors."
Definition:Orthogonal (Bilinear Form),Orthogonal,"Let 𝕂 be a field.

Let V be a vector space over 𝕂.

Let b: V × V →𝕂 be a reflexive bilinear form on V.

Let v,w∈ V.


Then v and w are orthogonal (with respect to b)  if and only if  b (   )v, w = b (   )w, v = 0


This is denoted: v ⊥ w.


=== Orthogonal Subsets ===
Let 𝕂 be a field.

Let V be a vector space over 𝕂.

Let b: V × V →𝕂 be a reflexive bilinear form on V.

Let S, T ⊂ V be subsets.


Then S and T are orthogonal  if and only if  for all s ∈ S and t ∈ T, s and t are orthogonal: s ⊥ t.

=== Orthogonal Complement ===
Let 𝕂 be a field.

Let V be a vector space over 𝕂.

Let b : V× V →𝕂 be a reflexive bilinear form on V.

Let S⊂ V be a subset.


The orthogonal complement of S (with respect to b) is the set of all v ∈ V which are orthogonal to all s ∈ S.


This is denoted: S^⊥.

If S = { v } is a singleton, we also write v^⊥.

=== Radical ===
Let 𝕂 be a field.

Let V be a vector space over 𝕂.

Let b : V× V →𝕂 be a reflexive bilinear form on V.


The radical of V is the orthogonal complement of V:
:rad(   )V = V^⊥"
Definition:Orthogonal (Linear Algebra)/Orthogonal Complement,Orthogonal Complement,"Let 𝕂 be a field.

Let V be a vector space over 𝕂.

Let ( V, ⟨·,   ⟩·) be an inner product space.

Let S⊆ V be a subset.


We define the orthogonal complement of S (with respect to ⟨·,   ⟩·), written S^⊥ as the set of all v ∈ V which are orthogonal to all s ∈ S.

That is: 

:S^⊥ = { v ∈ V : ⟨ v,   ⟩ s = 0  for all  s ∈ S }


If S = { v } is a singleton, we may write S^⊥ as v^⊥."
Definition:Orthogonal (Bilinear Form)/Orthogonal Complement,Orthogonal Complement,"Let 𝕂 be a field.

Let V be a vector space over 𝕂.

Let b : V× V →𝕂 be a reflexive bilinear form on V.

Let S⊂ V be a subset.


The orthogonal complement of S (with respect to b) is the set of all v ∈ V which are orthogonal to all s ∈ S.


This is denoted: S^⊥.

If S = { v } is a singleton, we also write v^⊥."
Definition:Oscillation (Analysis),Oscillation,"=== Real Space ===
Let X and Y be real sets.

Let f: X → Y be a real function.

Let A ⊆ X be any non-empty subset A of X.


The oscillation of f on (or over) A is defined as:

:ω_f (   )A := sup_x, y ∈ A| f (   )x - f (   )y |

where the supremum is taken in the extended real numbers R.


Category:Definitions/Oscillation

=== Metric Space ===
Let X be a set.

Let ( Y, d ) be a metric space.

Let f: X → Y be a mapping.

Let A ⊆ X be any non-empty subset A of X.


The oscillation of f on (or over) A with respect to d, denoted ω_f (   )A; d, is defined as the diameter of f [ A ]:

:ω_f (   )A; d := diam(   )f [ A ] = sup_x, y ∈ A d (   )f (   )x, f (   )y

where the supremum is taken in the extended real numbers R.


The metric d is often suppressed from the notation if it is clear from context, in which case one would simply write ω_f (   )A.

Similarly, one would speak of the oscillation of f on A in this case.


Category:Definitions/Metric Spaces

Category:Definitions/Oscillation"
Definition:Oscillation (Physics),Oscillation,"Oscillation is a regular fluctuation in the magnitude of the displacement of a body about a particular position, value or state.

This usually occurs in the context of mechanical or electronic systems.


Thus, in the context of mechanics, an oscillation is an example of a periodic motion.


=== Period of Oscillation ===
Let B be a body undergoing oscillation.

The period of oscillation of B is the time taken for B to make one complete journey from one end of its path to the other and back again.


=== Symbol ===
 "
Definition:Ordered Pair,Pair,"The definition of a set does not take any account of the order in which the elements are listed.

That is, { a, b } = { b, a }, and the elements a and b have the same status - neither is distinguished above the other as being more ""important"".


=== Informal Definition ===
The definition of a set does not take any account of the order in which the elements are listed.

That is, { a, b } = { b, a }, and the elements a and b have the same status – neither is distinguished above the other as being more ""important"".


An ordered pair is a two-element set together with an ordering.

In other words, one of the elements is distinguished above the other - it comes first.

Such a structure is written:
:( a, b )
and it means:
:first a, then b.


=== Coordinates ===
Let ( a, b ) be an ordered pair.

The following terminology is used:
:a is called the first coordinate
:b is called the second coordinate.

This definition is compatible with the equivalent definition in the context of Cartesian coordinate systems.

=== Kuratowski Formalization ===
The definition of a set does not take any account of the order in which the elements are listed.

That is, { a, b } = { b, a }, and the elements a and b have the same status - neither is distinguished above the other as being more ""important"".


The concept of an ordered pair can be formalized by the definition:

:( a, b ) := {{ a }, { a, b }}

This formalization justifies the existence of ordered pairs in Zermelo-Fraenkel set theory.


=== Coordinates ===
Let ( a, b ) be an ordered pair.

The following terminology is used:
:a is called the first coordinate
:b is called the second coordinate.

This definition is compatible with the equivalent definition in the context of Cartesian coordinate systems.

=== Empty Set Formalization ===
The concept of an ordered pair can be formalized by the definition:

:( a, b ) := {{∅, a }, {{∅}, b }}

=== Wiener Formalization ===
The concept of an ordered pair can be formalized by the definition:

:( a, b ) := {{∅, { a }}, {{ b }}}"
Definition:Doubleton,Pair,"A doubleton is a set that contains exactly two elements.


The doubleton containing the distinct elements a and b can be written { a, b }.


The set { a, b } is known as the doubleton of a and b.


=== Class Theory Definition ===
Let a and b be sets.

The class { a, b } is a doubleton (class).

It is defined as the class of all x such that x = a or x = b:

:{ a, b } = { x: x = a  x = b: a  b }"
Definition:Parallel (Geometry)/Lines,Parallel," 
: 
:Parallel straight lines are straight lines which, being in the same plane and being produced indefinitely in either direction, do not meet one another in either direction.
 ”
 

The contemporary interpretation of the concept of parallelism declares that a straight line is parallel to itself."
Definition:Parallel (Geometry)/Planes,Parallel,"Two planes are parallel  if and only if , when produced indefinitely, do not intersect at any point.


 


The contemporary interpretation of the concept of parallelism declares that a plane is parallel to itself."
Definition:Parallel (Geometry)/Line to Plane,Parallel,"Let L be a straight line.

Let P be a plane.

Then L and P are parallel  if and only if , when produced indefinitely, they do not intersect at any point."
Definition:Parallel (Matroid),Parallel,"Let M = ( S, ℐ) be a matroid.


Two elements x, y ∈ S are said to be parallel in M  if and only if  they are not loops but { x, y } is a dependent subset of S.


That is, x, y ∈ S are parallel  if and only if :
:{ x }, { y }∈ℐ and { x, y }∉ℐ."
Definition:Parity of Integer,Parity,"Let z ∈ℤ be an integer.

The parity of z is whether it is even or odd.


=== Even Parity ===
An integer z is of even parity  if and only if :
:z = 2 n
for some n ∈ℤ.

=== Odd Parity ===
An integer z is of odd parity  if and only if :
:z = 2 n + 1
for some n ∈ℤ.

=== Same Parity ===
Two integers z_1 and z_2 have the same parity  if and only if  either:
:z_1 and z_2 are both even
or:
:z_1 and z_2 are both odd.

=== Opposite Parity ===
Two integers z_1 and z_2 have opposite parity  if and only if  either:
:z_1 is even and z_2 is odd
or:
:z_2 is even and z_1 is odd."
Definition:Parity of Permutation,Parity,"Let n ∈ℕ be a natural number.

Let S_n denote the symmetric group on n letters.

Let ρ∈ S_n, that is, let ρ be a permutation of S_n.

The parity of ρ is defined as follows:


=== Even Permutation ===
Let n ∈ℕ be a natural number.

Let S_n denote the symmetric group on n letters.

Let ρ∈ S_n be a permutation in S_n.


ρ is an even permutation  if and only if :
:sgn(   )ρ = 1
where sgn denotes the sign function.

=== Odd Permutation ===
Let n ∈ℕ be a natural number.

Let S_n denote the symmetric group on n letters.

Let ρ∈ S_n be a permutation in S_n.

=== Definition 1 ===
Let n ∈ℕ be a natural number.

Let S_n denote the symmetric group on n letters.

Let ρ∈ S_n be a permutation in S_n.


ρ is an odd permutation  if and only if  ρ is equivalent to an odd number of transpositions.

=== Definition 2 ===
Let n ∈ℕ be a natural number.

Let S_n denote the symmetric group on n letters.

Let ρ∈ S_n be a permutation in S_n.


ρ is an odd permutation  if and only if :
:sgn(   )ρ = -1
where sgn denotes the sign function.

where sgn(   )ρ denotes the sign of ρ."
Definition:Permutable Prime,Permutable,"A permutable prime is a prime number p which has the property that all anagrams of p are prime.


=== Sequence ===
The sequence of permutable primes begins:
:2, 3, 5, 7, 11, 13, 17, 31, 37, 71, 73, 79, 97, 113, 131, 199, 311, 337, 373, 733, 919, 991, R_19, R_23, R_317, R_1091, …
where R_n denotes the repunit of n digits.

 

The smallest 
elements of the permutation sets of these are:
:2, 3, 5, 7, 11, 13, 17, 37, 79, 113, 199, 337, R_19, R_23, R_317, R_1091, …

 

 "
Definition:Permutable Subgroups,Permutable,"Let ( G, ∘) be a group.

Let H and K be subgroups of G.

Let H ∘ K denote the subset product of H and K.


Then H and K are permutable  if and only if :
:H ∘ K = K ∘ H"
Definition:Commutative/Elements,Permutable,"Let ∘ be a binary operation.


Two elements x, y are said to commute (with each other)  if and only if :
:x ∘ y = y ∘ x


Thus x and y can be described as commuting (elements) under ∘."
Definition:Helix/Pitch,Pitch,The pitch of a helix ℋ is the distance by which a point on ℋ is displaced in making 1 revolution around the axis of ℋ in a direction parallel to the axis.
Definition:Pitch (Mechanics),Pitch,"Let B be a body in motion through a fluid while subject to a gravitational field.

In practice, this will be an aircraft, spacecraft or projectile, or a ship on the sea, for example.


The pitch of the motion of B is the angular motion of B about a horizontal axis perpendicular to the direction of motion of B."
Definition:Polar Coordinates/Polar Axis,Polar,"Let O be the pole of the polar coordinate plane.


A ray is drawn from O, usually to the right, and referred to as the polar axis."
Definition:Polar Equation,Polar,"A polar equation is an equation defining the locus of a set of points in the polar coordinate plane.

Such an equation is generally presented in terms of the variables:
:r: the radial coordinate
:θ: the angular coordinate"
Definition:Polar of Point,Polar,"Let 𝒦 be a conic section embedded in a Euclidean plane.

Let P be a given point in that plane.


=== Definition 1 ===
Let 𝒦 be a conic section embedded in a Euclidean plane.

Let P be a given point in that plane.


Let a variable secant line pass through P and intersect 𝒦 at L and M.


The polar of P   𝒦 is the locus of the intersections of the tangents to 𝒦 at L and M.

=== Definition 2 ===
Let 𝒦 be a conic section embedded in a Euclidean plane.

Let P be a given point in that plane.


Let L and M be the points of contact between 𝒦 and the tangents (whether real or imaginary) to 𝒦 passing through P.


The polar of P   𝒦 is the straight line LM.

=== Circle ===
Let 𝒞 be a circle embedded in a Cartesian plane.

Let P be a given point in that plane.

Let a variable secant line pass through P and intersect 𝒞 at L and M.


The polar of P with respect to 𝒞 is the locus of the intersections of the tangents to 𝒞 at L and M.


=== Pole ===
Let 𝒞 be a circle embedded in the plane.

Let P be a given point in the plane.


Let ℒ be the polar of P with respect to 𝒞.

Then P is known as the pole of ℒ.

=== Ellipse ===
Let 𝒦 be an ellipse embedded in a Euclidean plane.

Let P be a given point in that plane.

Let a variable secant line pass through P and intersect 𝒦 at L and M.


The polar of P with respect to 𝒦 is the locus of the intersections of the tangents to 𝒦 at L and M.


:


:"
Definition:Spherical Coordinate System/Polar Axis,Polar,The polar axis of a spherical coordinate system is the vertical straight line which passes through the origin O.
Definition:Polar Triangle,Polar,"Let ABC be a spherical triangle on the surface of a sphere whose center is O.

Let the sides a, b, c of ABC be measured by the angles subtended at O, where a, b, c are opposite A, B, C respectively.


Let A', B' and C' be the poles of the sides BC, AC and AB respectively which are in the same hemisphere as the points A, B and C respectively.

:

Then the spherical triangle A'B'C' is the polar triangle of ABC."
Definition:Polar Vector,Polar,A polar vector is a vector quantity whose action is along a line drawn in the direction of the vector itself.
Definition:Discontinuity (Real Analysis)/Infinite,Pole,"Let X ⊆ℝ be a subset of the real numbers.

Let f: X →ℝ be a real function.

Let f be discontinuous at c ∈ X.


f is an infinite discontinuity on f  if and only if  | f (   )x | becomes arbitrarily large as | x - c | becomes arbitrarily small."
